replicate,step,age_h,elapsed_physical_time_s,particle_count,Nv_m-3,mean_radius_nm,std_radius_nm,CV,Sv_nm-1,M6_nm3,beta_volume_fraction,matrix_xAg,matrix_xB,full_psd_multiset_sha256,registered_id_radius_sha256
A,36330,16.000095845504966,36000.345043817877,16,1.0747678367126722e+21,16.381544648883995,4.2854523863070675,0.26160246046144475,0.0038724219733598593,38.492257475626772,0.023437529312219416,0.0066998670904765325,0.0067223896800947449,b1b9352d8570289d44fa415e27a986226ee11c3850cff7d12faf355d1bea02d0,a0ec1c1cfc010e7de078db7e7b7a22b19c9b798efa183cf35c4dd4cbcde2a61a
A,39963,17.000105430055463,39600.379548199664,15,1.0075948469181301e+21,17.014806331352226,3.5525346067851711,0.20879077537539265,0.0038254384976029975,40.954737466020063,0.023482390517127978,0.0066532051736125546,0.0066754132685215208,4d9673c9b122228b3080906740e53baad950fa1d68f723e0fe180ca2ca5c8062,c1fcd31f852a9f046b327940fd3e672e4d47e896ef711647ee70cbfd3ab80e2e
A,43596,18.00011501460596,43200.414052581451,15,1.0075948469181301e+21,16.638848694222119,4.4505489032837566,0.26747937823541967,0.0037562358139695347,44.088212981855442,0.023468810628888327,0.0066675039481570433,0.006689808712860088,15af7487fe7c6bc857d46e205e816c8d8d0c9f46bba88219f358463928861e76,99381a63d3a6257992b87153c21b71f7469130b1f4f338cefd0722b910ef8738
A,47229,19.000124599156457,46800.448556963245,13,8.7324886732904609e+20,17.674827528563814,4.2025706224855925,0.23777152086457032,0.0036219485311266625,48.231955392537046,0.023494403991974382,0.0066424609369539226,0.0066645985516493025,a23e8f1a47e21f38b7cd534d72d254e1897952766bed0387806182765a08713a,9eb3f75c3271232bff3dde19e4eb574fbf098e451e3b6ed5b617e11201d2b139
A,50862,20.000134183706955,50400.483061345032,12,8.0607587753450406e+20,18.238383780781994,4.1365021161420117,0.2268020108503635,0.0035427673504422044,51.656761946128945,0.02354248533121877,0.0065932029847887283,0.0066150118366036766,75134195865ee63efbb62f205d40fe6d7f31b7772ee4dda1778ff9386e769207,8d9d57bc618aa7ca4c4c25d6bcac127dbf5a64bddb7a624555590909c390a164
A,54495,21.000143768257452,54000.517565726819,11,7.3890288773996203e+20,18.862931758256103,4.0209123798426942,0.2131647631117991,0.0034539369241743697,55.180912164331744,0.023530231617186446,0.0066076795368715481,0.0066295860363913429,0a1916966a8df235ee6a979fa019b807c9612b1346e2849886002ad40b3d0f70,00b64527c21dff38d662a4ce0b5ce0910cb2a3b5af53d5fcc3fa828d45d5c550
A,58128,22.000153352807946,57600.552070108606,11,7.3890288773996203e+20,18.560343019442364,4.7910677368283787,0.25813465472107011,0.0034118069063058371,58.432208446311876,0.023567395292606524,0.0065680375946212417,0.0065896804074456533,773b392ba707ca54b8109cc7d50f7a68de7cc4c2fbe93bd1af65c4010aeb6143,3a12dc7bfa353020d093d500a29bb621dd02c617e5826fe61409a9285444591b
A,61761,23.000162937358443,61200.586574490393,10,6.7172989794542014e+20,19.310522866376051,4.6350060107658129,0.24002488398884306,0.0033290395624603901,62.394724771539742,0.023603062493800644,0.0065315122196698784,0.0065529137261388275,e5fb1cf672eafd652253cfb0460e3ca756197011a215a4725681976604b366c3,63fc38c09eaeb89711c74616079f3e5db934cbbf16190649a332153ba475ed6c
A,65393,23.999897264660234,64799.630152776837,10,6.7172989794542014e+20,18.723579109887247,5.9879045020072397,0.31980554929507271,0.0032619137427315182,66.097472585587056,0.02359280073378868,0.0065419911906859753,0.0065634624731142352,77da08d61b1e55585e05c72c2dd5783d59da40476d14a4fbd8d6a4d656afa72e,96776bf816dc6a4f325cc7b78db4e23b45ecd6b2184d871fb3733258ceb26135
A,65394,24.00017252190894,64800.62107887218,10,6.7172989794542014e+20,18.72315386243535,5.9888689088804563,0.31986432162457673,0.0032618768238878468,66.098705221907011,0.023592788797665451,0.0065420033285479434,0.006563474691634201,515dcad04032d9f9707a689c11543a5fdeb1c82fd415c8df25ae0e854cda0979,758e7ec570566b083d805c47dbb583ba692551788672b61dabc72b473e525e9f
A,69027,25.000182106459437,68400.655583253974,9,6.0455690815087811e+20,19.921300895120872,5.0259461538246768,0.25229005777708186,0.00320686958398377,69.538540058637636,0.023625880481348276,0.0065083019202310452,0.0065295520380331982,c6e658917deb12706476b13fd4f2fb17104ac33a0fafe65a0d223599e94867e5,7a989455752ad912631faedc7e05c7269161d454396aa15e1eac10c88d15a022
A,72660,26.000191691009931,72000.690087635754,9,6.0455690815087811e+20,19.269077348659899,6.4699718912485693,0.33576967771622623,0.0031387960001166403,73.681345384170513,0.023631260237465833,0.0065039692321014284,0.0065251915110441623,4b2d01a64d1f9ce5797f675311569f20ae54d2f0d69ae300e3c0a8ebfe066107,3a4daab339164fd2b9863db8ebb1cd30ecf72b2aa80380e7dd0ca5cd72ed0e18
A,76293,27.000201275560428,75600.724592017548,8,5.3738391835633608e+20,20.282253363425255,6.4377365271185329,0.31740736158673699,0.0030578390200927119,77.833325761327771,0.023674625434794788,0.0064599518506295601,0.006480887386881992,d80de3850dbbca4292ed4849e0595a2e89327293da5ce9f8fbfad5a837161e2e,c93aac2c9acb8aa5742bb712de861783c0cf78a4a8dbf8e51741c20754e13f1d
A,79926,28.000210860110926,79200.759096399328,7,4.7021092856179406e+20,22.259579100838803,4.0496455298184193,0.18192821667799719,0.0030246696437959421,80.415078624648785,0.023737943437968971,0.0063948851556156171,0.0064153988483531153,d3ddb043c7290e0e72e287c119a2a703364f792821d9beecce3d35c48104f724,66e3cd0fe06a86c59321465b9444a03280cddb41ba90e0039e444e1ddf7e0718
A,83559,29.000220444661423,82800.793600781122,7,4.7021092856179406e+20,22.049104712568568,4.6895095264186635,0.21268480455560265,0.0030026061801813127,82.607040739944694,0.023735122702079076,0.0063979526577958292,0.0064184863263235361,b65e3527f974e89a6a77988ba2067c253c80985eb57f5dfd62805d1216527b86,b9be08a7a46a6d8890c4d29992c92f2acbe513faa8df201635744a1ebb2ac9d6
A,87192,30.000230029211917,86400.828105162902,7,4.7021092856179406e+20,21.635827892149887,5.805611074027337,0.26833320652055026,0.0029651420378412601,85.323078896894941,0.023726947467444612,0.0064067350863117652,0.0064273259006754017,721ce9dfc648c1ffef047d46c529ba0680be864a42019d4158768f6f37ea2004,6af506e7b66aae4da9e87b7ff82a760f49a21a943cc09e57f85e2c5d1b0a286d
A,90825,31.000239613762414,90000.862609544696,6,4.0303793876725203e+20,23.819266875251277,2.9082146929978827,0.12209505473989124,0.0029163450615026991,88.091151359914107,0.023795887690152933,0.0063357800587641715,0.0063559151017786777,8675ed5f48e8a1bf881dfaa584370372d321af2e36d6f7681491ac846aa74723,72cb8534101de0f86a598f6529c30fbc3638edb2cfa0bd4928a5232a2a7eb927
A,94458,32.000249198312915,93600.89711392649,6,4.0303793876725203e+20,23.768529749760535,3.1322614622996721,0.13178187693040749,0.002910970787322107,89.194533967852962,0.023801080158312286,0.0063303157183719613,0.0063504160054930325,446cefdf4f313ab3ecc3e32e604e113bb8a5bc85530066c4ac01b6873cb634ed,8407deecf6cbddeeb3f5d289521072c90aa87b420e1c2ce394f62215cc1501a0
A,98091,33.000258782863412,97200.93161830827,6,4.0303793876725203e+20,23.70536219336697,3.3839815400202009,0.14275173323304369,0.0029040901542359923,90.415435504425261,0.023801050827947607,0.006330344433684929,0.0063504449211622908,f89b805a1e24c48a34771ee651990ae0cd1f6961d3ae36b3e72fd69d9aa94e06,cfedb5ee3bc34fb6466b43e14007f1c293cdc6973fd6ef6a020bd356e7c5983d
A,101724,34.000268367413909,100800.96612269006,6,4.0303793876725203e+20,23.628107931443648,3.670852148951218,0.15535954718008321,0.0028958200277095429,91.817713478947013,0.023800804798489193,0.0063305964396184935,0.006350698552303336,0a182d50870d7ead586b9db612a5bf9cfbf6f43c48750efb18c54ef04e7e963b,24320e0982abd07261822297ec1752c6f7d241e1c5c7ced0c70bb1569d93d022
A,105357,35.000277951964399,104401.00062707184,6,4.0303793876725203e+20,23.531443806313785,4.0046998568554155,0.17018504643480073,0.0028857099704630222,93.437898306666298,0.023800317360684935,0.0063310904183200619,0.0063511957012662946,7e57ee82636aaa34995753db0799a0d2e0946385113e36bb3e7d2135eef414c4,91917a6bf27a0df89ab3f9f536a5ec1a96df93946a0613266184cfd9dc8ae027
A,108989,36.000012279266194,108000.0442053583,6,4.0303793876725203e+20,23.406473483058875,4.4049521994531853,0.18819375770730262,0.0028730488502025269,95.322155080577815,0.023799474825655496,0.0063319490859755842,0.0063520598691038264,bf94cb8d6f53d2e68e94e8f93f8762b184940b4440f4ba94de5379fc87195556,4c4b940232b5127028173a5e28aca8dcdc0c4e3244a0cfdcdf9278f94dd573b7
A,108990,36.000287536514904,108001.03513145364,6,4.0303793876725203e+20,23.406433896635022,4.4050743579551286,0.18819929500616558,0.0028730449152363029,95.322715878070483,0.023799474533383817,0.0063319493500489064,0.0063520601348645333,bf40186e454cf4feedb96935dde519a74bb45f6c6d30788215a1ea45af9e4c8f,78ad41e4fc9bf48f08fa3afe6b9f89a21f851605e0088e0485f6e7e6880e80ff
A,112623,37.000297121065394,111601.06963583542,6,4.0303793876725203e+20,23.235694273400128,4.9099928196056828,0.21131250746514463,0.0028565323445667143,97.539734167747653,0.02379807683950684,0.0063333795996426637,0.0063534995400124673,8a94e456ce4069eca96d89a4c0bc346847dbef47aea3220af9ff107fb4f4bb10,0e9caa38707b7d75e670dcf0b3a9ef0d2c7321f5d51df260d2b058e81b61cd2c
A,116256,38.000306705615891,115201.10414021721,6,4.0303793876725203e+20,22.976525032531125,5.6123868569358581,0.24426613027816896,0.0028333058791240135,100.19726984670304,0.023795583410664248,0.0063359278175798093,0.0063560640696410714,6d98f91a2686badf17af0122b4dffd659344771c2a220f4fb737eb42d013c1fd,eac729c94eba7c3d6c1156513a4a7bbf4dce95a582a010c0ee16eaeec5d36021
A,119889,39.000316290166388,118801.13864459899,6,4.0303793876725203e+20,22.437836432027712,6.9253392581016193,0.30864558974217349,0.0027927741014644267,103.52931979505063,0.023789427551640291,0.0063422515894456643,0.0063624283799383749,0c80d5fe0091c209b1af800da942487aa1637ef56e2bacd7ba5ea7ffdd92c1f8,8280d9425966dd115c43820f16e665b62cc426bf6568bb6384d15a340904231d
A,123522,40.000325874716886,122401.17314898079,5,3.3586494897271007e+20,25.352954771070749,2.9429683226355436,0.11607989479765286,0.0027494419471788189,106.14732605494483,0.02383366964086445,0.0062973424195578599,0.006317233633015948,3a26640e968307a6671574d0ec054f91086dd3ce5948b1a70742a696ea5d7f6c,6d10511217e5e9412ade3bb183382d37fb4d7d02cd0c90e5e22e5b949a53c181
A,127155,41.000335459267383,126001.20765336258,5,3.3586494897271007e+20,25.317734159389378,3.1021079507742955,0.12252707652449389,0.0027459699037803396,107.07502635967408,0.023835404110916534,0.0062955262971496669,0.0063154060412766314,fb222b92ab23275f98f6b56ee201e191612d51e04a932d50c6776779a281caf3,5d47f7847a5f09042c2ccf32663af384334486e6f10c4deef9a7c8a275cdb4ab
A,130788,42.00034504381788,129601.24215774436,5,3.3586494897271007e+20,25.27716619230403,3.2732626446483133,0.12949484209368778,0.0027419123943917953,108.07193389285268,0.023835156629384714,0.006295789715838232,0.0063156711476587777,7d4cb8d46d6056bc97cc8dae2d5c1f47866428c13b1cf0588e857f6fded8c260,8131d20dabd46d098eae2a81a09fef5d1d4fb16b28d6d4433ab82a4f67ed5079
A,134421,43.000354628368378,133201.27666212615,5,3.3586494897271007e+20,25.23107021582058,3.4582998064270143,0.13706512553155847,0.0027373430118327702,109.16374974768442,0.023834793521179044,0.0062961698754515297,0.0063160537364663049,668a1a16431c92afe1b9561db64f5d906bfae4f96e933c98b54c860d6781c136,119054056c7026c0df9a4133dbd23293319898b8c0e17c46b9ab859b6b271ac7
A,138054,44.000364212918875,136801.31116650795,5,3.3586494897271007e+20,25.178308780300419,3.6596864990640441,0.14535076724165816,0.0027321676932284393,110.36177026239437,0.023834292330277732,0.0062966952639783112,0.0063165824769721279,33afd50d58af49998d22b0f374f30940db7fbf191f7b98f2dbe1ed3e6cccc7a7,7174984d95fa0736e799563e3f5eeed9726b049ef809ffa5d31618f337bc48c1
A,141687,45.000373797469365,140401.34567088971,5,3.3586494897271007e+20,25.117381541053259,3.8806555962043983,0.15450080215812451,0.0027262664667389263,111.67944389509442,0.023833640071608406,0.0062973797343816255,0.00631727131135967,cfc7d7249b1fd3d12afe7cf33945e36476b5dcbaf47de2e9b9355f5123f436bd,6402f16b07b63b3f91710e788c25cdecaeb309ef046c807e8e3aabad07fc358e
A,145320,46.000383382019862,144001.38017527151,5,3.3586494897271007e+20,25.046206443688003,4.1256567978715779,0.16472182352834122,0.0027194761822546482,113.13298523101425,0.023832793445420358,0.0062982617162909019,0.0063181589139348791,bd026f42503f6da92cb998686d183bcd301a6abf532fb409d0f9b767c9fac984,d5bd61e2b8cd9c37caa357a1115dafbf0348b3002cdc22277bad4653990b2775
A,148953,47.000392966570359,147601.4146796533,5,3.3586494897271007e+20,24.961834878384643,4.4009349836778684,0.17630654978367785,0.0027115749087282207,114.74232057520648,0.023831715944742787,0.0062993853958448172,0.006319289753602045,7370fbbd44df63ba13b967a1fb8ec140abb184f7f842e5142567fd521e9671ca,b2876dfb081d295d03b38969fd90140c5209e5a72b5ac6b650e65c3a045564f5
A,152585,48.000127293872154,151200.45825793975,5,3.3586494897271007e+20,24.859869085436504,4.7156697965746703,0.18969004946760643,0.0027022440128109571,116.53186425143576,0.023830338389357261,0.0063008215309075279,0.0063207350405438669,e18e134d5c8682ec998c734372f1ea33a7361abd136a4d545bc8832ce247dc3e,8566bde9830f0104b0d7d0e3d4faa5ca6ef76e2aab40f58884c6bc5ac4228954
B,0,6,0,96,6.4486070202760325e+21,9.5416103775373191,0.77364692530963997,0.081081378792299583,0.0074261706209764189,5.3578305742470258,0.023929618199627172,0.0062032544917148096,0.0062225546123188796,7f038dfff5aaa0904d93de2eb33e8a7e440c786c2b51bf74ef4ebd956a73baa2,9c6fb6633c600655948920de9421d4fa19cc2c662cd781d38ee45beed3464c15
B,3633,7.0000095845504964,3600.0345043817879,88,5.9112231019196963e+21,9.2198159543074691,2.1654618023883607,0.23487039363043508,0.0066627225065711872,6.4169220078904923,0.022448583019116956,0.0077040684690182024,0.0077338711509719474,f31ee268ede403d2a2da9808fdf7314dc98a7c02dbf7fa1b50f77e4dcfeb008c,d65b94705d683cf65481408fdda195610434adcc6f35b142f4b8a477170d9057
B,7266,8.0000191691009928,7200.0690087635758,57,3.8288604182888946e+21,10.719529484701869,2.5826661375621733,0.2409309234372615,0.0058497337036010899,9.8233805336237801,0.022809521347972997,0.0073352132948504341,0.0073622229291113901,066e2d3911dbe31cc21822095ec6ee2be98d955f447016c3711bfef38768cd7a,b9c53674498c9436867097b6506e48219a1f09f42f69691b6b0a5ef8f08a781f
B,10899,9.00002875365149,10800.103513145363,45,3.0227845407543903e+21,11.700422016464916,2.4990560827499579,0.21358683295638983,0.0054374304467613094,12.800380521893715,0.022962785392925664,0.0071792094495938021,0.0072050770692249416,1ec2f979f3603258d65e19b8e4ea23c3d7333f750467fd2b888ce303fbb6d84b,85b037f400a2ee0c64a29863c847118b5d9ed7d2bd2a37925460582e07e15cba
B,14532,10.000038338201986,14400.138017527152,37,2.4854006223980541e+21,12.339028758362721,3.1107570133668907,0.25210712076982472,0.0050574243876154419,16.101828161389133,0.023061927809837669,0.0070795249813909601,0.0071046787515869495,3f31062b74a9464d79f118805d529558b3828f0f95c18f9374598f77da7ff5a9,4ff491ccf2a49f0604aa375792582bbedb883561d62dff2ce7e6cac81d637176
B,18165,11.000047922752483,18000.172521908939,28,1.8808437142471762e+21,14.050633589434574,2.0806936838000865,0.14808539917834537,0.0047684280703616817,18.731802057102314,0.023231384069210086,0.0069071618071722607,0.0069311005551842197,382a3be3ac191809baf05921467d779a4777c362da848af32e706965980c0fdd,032d5c5d12265b66ad6113f80867e2b183cefd1c92363cea1a462951228f5081
B,21798,12.00005750730298,21600.207026290725,26,1.7464977346580922e+21,14.400873830734051,2.151822398884657,0.14942304364144079,0.0046531335441326333,20.360254293691124,0.023261207225661194,0.0068773635843168068,0.0069010961270786729,2d63b4879367debbc380ec9a63c7d224d5fd6e7b3ce4f985bd3412dec8816ffc,bdc625963225fbb3ce0f331cfe571cfaa85d8d76a95870b115d2f6ea75a24486
B,25431,13.000067091853477,25200.241530672516,24,1.6121517550690081e+21,14.804474909074777,2.1691202383557595,0.14651787730925481,0.0045355123022783571,22.109019701786579,0.023286376360738662,0.0068530334266405602,0.0068765979408256413,c6aa5bb7c646cbe7b5204d65731ff0806c5720b21e089b0e987fc702dec85957,fbabbfa6b7dced51406f2d9d006b6a1cc0f0e70269c5f2c959a624678ce7f518
B,29064,14.000076676403973,28800.276035054303,23,1.5449787652744662e+21,14.610885028307468,3.4280253338622546,0.23462133383574771,0.0043727767220065814,25.70225413346029,0.023279238143784683,0.0068608639405174712,0.006884484594169054,b2d31e6889189c71b76950c7f2d6d1b02a3fc81b68d15da6dc4f35ecd21cda55,af5a3edade569cec392ef370f7c7c58da6682dd98b11c1f32d3b73d782ba7884
B,32697,15.00008626095447,32400.31053943609,20,1.3434597958908403e+21,15.514111526654045,3.0790008129762954,0.19846452745208212,0.0042234380240861362,28.322145071725441,0.023348417045547361,0.006789928033158108,0.0068130599773014219,76ff6d630d914d4a8e01b76037bcb336ef259fcc4c99aa7915771701be515b13,2d0ccc2fbe7ec81c277931ebe7f854d1925d523e497297c56c1cae7fe3f34b57
B,36330,16.000095845504966,36000.345043817877,18,1.2091138163017562e+21,16.238121030857368,2.7060521598966596,0.16664810877775438,0.0041176099578644001,30.426442802079535,0.02341202233419892,0.0067243387406305871,0.0067470240292700039,045a09effcb5816f7ce194d4e4ae5630160d623a60632ad9aedea9b51a1f38d0,0b888bd790bef89757acffa086e986159110e0c69b9abd39fd1a18068057ce1f
B,39963,17.000105430055463,39600.379548199664,17,1.1419408265072142e+21,16.490634395701143,2.9927584132575493,0.18148230937905674,0.0040308954358061764,32.293364207278579,0.023413585925648652,0.0067236490548157335,0.0067463302482511905,5bbb050381a9765b8492c9fa4237e3b78909265b489027448bb23b8173ab1602,2ac2e349471aa0dcdcd340f0bd79032cb1e78af8133ace141c4092921de6c814
B,43596,18.00011501460596,43200.414052581451,16,1.0747678367126722e+21,16.982304292176448,2.5132101683627077,0.14798993853387227,0.0039803988820483844,33.65392780798588,0.023457964561853069,0.0066777650452750697,0.0067001367263468834,571799febe4a901becd8be7a48911cd7ed68b3ba83f4e620ccc947552b23b3d0,8b1fac2853fe060d8e2e01378aaa4f5d4559129c28d55f638eff9fca9727f423
B,47229,19.000124599156457,46800.448556963245,16,1.0747678367126722e+21,16.838271221352759,3.0018484634198734,0.17827533622413702,0.0039510044050646955,34.866450278562937,0.023452189120158687,0.0066838022625822294,0.0067062148029290647,0ed19e2866463e526522b5f9e000b78d5a5b889d3f37754594818c3eb9f0d11a,d76271f24f1f4e045bcb0987c34cdfd7cd4839a0216047d64917a32b90a37882
B,50862,20.000134183706955,50400.483061345032,16,1.0747678367126722e+21,16.52024413170281,3.913627542872737,0.23689889275681927,0.0038928812907485602,36.711713115415854,0.023437232690128242,0.0066994279073907441,0.0067219463214066881,ebe55e6edab4b944ad9972778d26548f0fa877ddd682a98d9db5ce9d011411c6,91b016ca4d44fc18754c8780573ca83613a5b454ee8ddd53ff88d817a91d5627
B,54495,21.000143768257452,54000.517565726819,14,9.4042185712358811e+20,17.680416016662132,2.9823416357655352,0.16868051254874084,0.0037992864239034863,38.953134182780964,0.023515437537679033,0.0066195933433740931,0.0066415767901951911,c7abd8b6fcd96f6f0b2b86e7c17600277f77a8813722c08d25f8ed6d8455fe65,e3b8dcfa07520af0e728aa21a7dfd95559a6d7f1592c3b68e987375627b71c6d
B,58128,22.000153352807946,57600.552070108606,14,9.4042185712358811e+20,17.28311985175694,4.2612643132207859,0.24655642903428696,0.0037446075483161248,40.512790609631793,0.023503208870712371,0.0066325258064488151,0.0066545970801221103,f4428c27516deba98c97b0242555683199c965c2596be97fabf539897768f1ec,ca0b254fbe75cfd26c7171acbecf297e3b336afbe45423db9ab2291a471a8293
B,61761,23.000162937358443,61200.586574490393,13,8.7324886732904609e+20,18.151334742197214,2.9791500192621521,0.16412842700412492,0.0037128663026357099,41.856749563282349,0.023541793869578831,0.0065931271373246064,0.0066149346753637921,da95ec65a475cc3e29c23f062dff3e59b87c00fb2ad06b3284e8b9cb19baeed5,b24c503dffb4aa584a1975013dc319a335475f281e3ccdf2b434ecd11540aadd
B,65393,23.999897264660234,64799.630152776837,13,8.7324886732904609e+20,17.921446966173246,3.7174475168521077,0.2074300989127047,0.0036761200961275835,43.395881692890249,0.023532755387263796,0.0066027558767045424,0.0066246278508269888,14a5ab104a3b5f71cda0bcbf1f66099bcaa96fd51bd3809933cc3f37f617b6ce,f822b52f68758f7ab3aa7e98d1371a69b926ddd74a4b8b24be112100c632486e
B,65394,24.00017252190894,64800.62107887218,13,8.7324886732904609e+20,17.921349492987609,3.7177396892028924,0.20744753014596337,0.0036761055961427426,43.396387881802447,0.023532751266332311,0.0066027604826782976,0.0066246324876957988,4c3e0129ac8c9c29f4afe43fa2a58eb6dfb57b29e66cf2c8ab196446d1315bfe,4ab3cedb7b97bdf5ad84c64d27fd02a9c7943ab49e63e526995d73e49e4ed338
B,69027,25.000182106459437,68400.655583253974,12,8.0607587753450406e+20,18.505849745070936,3.6201284894151895,0.19562076528690162,0.0036017461880581613,45.48351849009277,0.023564015993416666,0.0065708457174384468,0.0065925062389412606,c3a2f5c92252182ff1ad5f91083e18f7299d5fbfe795c25b7ab516b6e3ba1d47,b9a1a84951f7ae5cc71d1445c64dde37a04ad40ded761735242971428c873756
B,72660,26.000191691009931,72000.690087635754,10,6.7172989794542014e+20,20.154026801453362,1.8622094830109841,0.092398878961334668,0.0034579625061856595,50.266505655920135,0.023607769471922592,0.0065258863528918918,0.0065472501279846039,2ad0d4677223bab1665e4b57cd2431dbc2fa7759d4c3fab9c8445201205cce9f,3b3f0035d19ddb1bfd23a7629128cea2c83f41fa6ec6e36f419c8411ffe4a98a
B,76293,27.000201275560428,75600.724592017548,10,6.7172989794542014e+20,20.121008613765131,2.047362319843482,0.10175246972673357,0.0034528476381971056,50.766123399434228,0.02360924922614983,0.0065243870039993837,0.0065457410167457349,2780cda971de8dfae791efc1c576c86dfc9e50c863beb72c3039beaf521e809b,29e6d9e0f30adb3fb1851259c6e033bb1ba867c0e804e136829b3845d5d8dbf1
B,79926,28.000210860110926,79200.759096399328,10,6.7172989794542014e+20,20.076886489673619,2.2720662138984422,0.11316825520067869,0.0034460691456265078,51.382851899032921,0.02360984238875297,0.0065238233575199136,0.0065451737636421647,385958dea3c9d8b978382ed463a442f377186d2994131c7d482766ad9bd5fc7d,405b4471d3173d66b17c1fd95518a8ade0fe2a5b1436de47b29698c427e2c68f
B,83559,29.000220444661423,82800.793600781122,10,6.7172989794542014e+20,20.016036177728814,2.5535747849348192,0.12757644731758119,0.0034369424490557909,52.150565189564638,0.023609883986413501,0.0065238439613204118,0.0065451946212985194,055a5e5a54514842ef0e7c907df5b9dd602739573f533f39d82aee4f23c39167,b9159b90c8fb56e61e312483052601bbd2e5438d0a0dd1dde894d1b9f53cc14d
B,87192,30.000230029211917,86400.828105162902,10,6.7172989794542014e+20,19.926276610517355,2.9285071435389791,0.14696710282508443,0.003424029134695296,53.116091473597443,0.023609001216959014,0.0065248183456903851,0.0065461755654695215,b90f7662c4ceda85cbdd096294ff4e2e98a961bb518a713a4fb53978c70bf7ab,16dce03ea1d8d9af28f9f5deb79f4121b4dc91f0966d67d297564ecc09cc3824
