step,age_h,temperature_K,replicate_count,kappa_L_no_dis_fixed_6h_matrix_W_mK_mean,kappa_L_no_dis_fixed_6h_matrix_W_mK_sample_std,kappa_L_no_dis_fixed_6h_matrix_W_mK_min,kappa_L_no_dis_fixed_6h_matrix_W_mK_max,kappa_L_no_dis_pf_time_varying_matrix_W_mK_mean,kappa_L_no_dis_pf_time_varying_matrix_W_mK_sample_std,kappa_L_no_dis_pf_time_varying_matrix_W_mK_min,kappa_L_no_dis_pf_time_varying_matrix_W_mK_max,delta_kappa_PSD_W_mK_mean,delta_kappa_PSD_W_mK_sample_std,delta_kappa_PSD_W_mK_min,delta_kappa_PSD_W_mK_max,delta_kappa_PSD_plus_matrix_W_mK_mean,delta_kappa_PSD_plus_matrix_W_mK_sample_std,delta_kappa_PSD_plus_matrix_W_mK_min,delta_kappa_PSD_plus_matrix_W_mK_max,delta_kappa_matrix_given_PSD_W_mK_mean,delta_kappa_matrix_given_PSD_W_mK_sample_std,delta_kappa_matrix_given_PSD_W_mK_min,delta_kappa_matrix_given_PSD_W_mK_max
3633,7.0000095845504964,500,3,1.4699937938934464,3.4510463634181909e-05,1.4699544446084163,1.4700189180704333,1.4468240878641738,7.5479950771940684e-05,1.4467744847218498,1.446910952863957,0.0019624627532608407,3.4900763818352563e-05,0.0019222892639065847,0.0019853119931745322,-0.021207243276011829,7.4594901659986499e-05,-0.021253747276938517,-0.021121202480552714,-0.023169706029272669,0.00010930715559790186,-0.023233534279639922,-0.023043491744459299
3633,7.0000095845504964,550,3,1.3490998759352089,2.8842731434793981e-05,1.349066988382311,1.3491208705143234,1.3294472788229601,6.4656114924758091e-05,1.329404898582778,1.329521698160862,0.0016475576255370328,2.9174653822641311e-05,0.0016139723035508702,0.0016666262557709643,-0.018005039486711949,6.3910387095704059e-05,-0.018044796008925834,-0.017931317917898149,-0.019652597112248982,9.2932560079565012e-05,-0.019706870326215098,-0.019545290221449019
3633,7.0000095845504964,600,3,1.2465932364718144,2.4463857289399249e-05,1.2465653415018958,1.2466110418452381,1.2297131357977167,5.5997015631623545e-05,1.229676509409859,1.2297775960017765,0.0014027901873699584,2.4749532489908578e-05,0.001374296865517044,0.001418944023120261,-0.015477310486727772,5.5360030175212832e-05,-0.015511686984978068,-0.015413448634602256,-0.016880100674097731,7.9983738923364604e-05,-0.016926816658450639,-0.0167877455001193
7266,8.0000191691009928,300,3,2.2881115189379613,0.00031480939104557292,2.2877499539806712,2.2883248289270459,2.2455644421244316,0.0010160954431991975,2.2445442077132958,2.2465763473922737,0.0016414371141449575,0.00030872636303649648,0.001287148661743398,0.0018528119787406538,-0.040905639699384842,0.0010223937777406498,-0.041931215490919715,-0.039886457926654018,-0.042547076813529795,0.0012833169982702556,-0.043715566192870536,-0.041173606588397416
7266,8.0000191691009928,350,3,2.0081197945989318,0.00024035697757708498,2.0078437365891917,2.0082826320320835,1.9748903737861172,0.00080190501510141307,1.9740880570761703,1.975691866471307,0.001273242529533795,0.0002356187794087936,0.0010028522664282669,0.0014345726648818946,-0.031956178283280533,0.0008068190122928968,-0.032762655442058142,-0.031149017851456406,-0.033229420812814325,0.001006372785720818,-0.034144958099349365,-0.032151870117884673
7266,8.0000191691009928,400,3,1.7891090055478729,0.00018950932628019097,1.788891346366329,1.7892373836747633,1.7624392309287504,0.00064887474832267208,1.7617917855411822,1.76308952565379,0.0010158627112698178,0.00018571481554574589,0.00080274245213751705,0.0011430337378015576,-0.025653911907852638,0.00065281488076050851,-0.026304689117474078,-0.024999078260401486,-0.026669774619122455,0.00081034883908885191,-0.027406501061344457,-0.025801820712539003
7266,8.0000191691009928,450,3,1.6131575947103052,0.00015324539396300497,1.6129815854488467,1.6132614014194262,1.591279525303344,0.00053579244674365227,1.5907460615384141,1.5918176164580251,0.00082910330886210026,0.00015013834154472983,0.00065681066238432173,0.00093192160196253759,-0.021048966098098958,0.00053902180785229687,-0.02158515806198924,-0.020507158328437303,-0.021878069406961059,0.00066653171192418859,-0.022483735724228682,-0.021163968990821624
7266,8.0000191691009928,500,3,1.4687207139842702,0.00012647686738038598,1.46857544922729,1.4688063851804587,1.4504491933824635,0.00044988507754618792,1.4500020445008546,1.4509017656207588,0.00068938284408459616,0.00012388603413517033,0.00054721722850170629,0.00077422983594899186,-0.017582137757722327,0.00045257994160607836,-0.018031561576404176,-0.017126466378029503,-0.018271520601806923,0.00055789568622356363,-0.018778263044207266,-0.01767368360653121
7266,8.0000191691009928,550,3,1.3480344866602862,0.00010615598949515517,1.3479125612123262,1.3481063916399989,1.3325454063215973,0.00038309851287812968,1.3321651875099936,1.3329313210185596,0.00058216835061397632,0.00010396261928474664,0.00046286662062233752,0.00065337556123878926,-0.014906911988074775,0.00038538136738778221,-0.015289056748558849,-0.014518373573144228,-0.015489080338688751,0.00047382979274261541,-0.015919319618539651,-0.014981240193766565
7266,8.0000191691009928,600,3,1.2456885682422658,9.0366647265127775e-05,1.2455847775335953,1.2457497774321797,1.2323911439323458,0.00033015340947077469,1.2320638705020981,1.2327241038596279,0.00049812195782135882,8.8485803855992991e-05,0.0003965811387582896,0.00055873279580098689,-0.012799302352098771,0.00033211199555841084,-0.013128227320019725,-0.012464092535209081,-0.013297424309920128,0.00040744253229165709,-0.013667279258924525,-0.012860673673967371
10899,9.00002875365149,300,3,2.286573019854838,0.00030242879689131925,2.2862292382370266,2.2867980503535281,2.2490983629464147,0.0013406377717113641,2.2478571311340483,2.2505201138761217,0.00010293803102179311,0.00029653752363752726,-0.00023356708190114261,0.00032603340522285862,-0.037371718877401282,0.0013457576985358526,-0.038614885814256983,-0.035942691442806041,-0.037474656908423075,0.0016365501849321972,-0.038940919219479841,-0.035709124360904898
10899,9.00002875365149,350,3,2.0069382786517256,0.00023259931560372488,2.0066736648402306,2.0071104238517865,1.9776892710735463,0.0010543735237349065,1.976713309133034,1.9788075910363745,9.1726582328070336e-05,0.00022800075633216678,-0.00016721948253284324,0.00026236448458494266,-0.029157280995851576,0.0010583624486120717,-0.030134750234167562,-0.028033293286388927,-0.029249007578179647,0.0012817564859047691,-0.030397114718752505,-0.027866073803856084
10899,9.00002875365149,400,3,1.788173219555194,0.00018443514645541032,1.7879632751342327,1.7883091567189033,1.764710073594415,0.00085088325965380093,1.7639226289328627,1.7656126677168082,8.0076718590819482e-05,0.00018074654345995393,-0.00012532877995874436,0.00021480678194163438,-0.023383069242188286,0.00085407838543618783,-0.024171721004099034,-0.022475936197383195,-0.023463145960779103,0.0010310568048543254,-0.024386527786040668,-0.022350607417424451
10899,9.00002875365149,450,3,1.6123981440944448,0.00014981861149938994,1.6122275262160459,1.6125082072460042,1.5931585499208729,0.00070110008923626732,1.5925098350507432,1.593902333270828,6.9652693001890739e-05,0.00014679447705908446,-9.7248570416486046e-05,0.00017872742854052603,-0.019169941480570385,0.00070371682799085888,-0.01981964476672049,-0.018422441515634436,-0.019239594173572277,0.00084737603077578811,-0.019998372195261016,-0.01832519294521795
10899,9.00002875365149,500,3,1.4680920738099112,0.00012410685972537227,1.467950686000671,1.4681830069877293,1.4520296039004237,0.0005876651605315502,1.4514859311903414,1.452653101070934,6.0742669725666332e-05,0.00012158261739547013,-7.75459981172677e-05,0.0001508516432195961,-0.016001727239761676,0.00058984749680078422,-0.016546224154168288,-0.015375130927854253,-0.016062469909487342,0.00070878286766080641,-0.016697075797387884,-0.015297584929736985
10899,9.00002875365149,550,3,1.3475055545249841,0.00010448821546930136,1.3473864820258217,1.3475819458073262,1.3338930701849296,0.0004997017119074931,1.3334308376832524,1.3344232811309371,5.3236215311984005e-05,0.00010234944664044351,-6.3212565882153626e-05,0.00012892972856604068,-0.013559248124742703,0.00050154951845014014,-0.014022178395507678,-0.013026413460766717,-0.013612484340054687,0.0006016353270416558,-0.014151108124073719,-0.012963200894884563
10899,9.00002875365149,600,3,1.2452373739312541,8.9179132172729001e-05,1.2451357225144544,1.2453024530501942,1.2335539086372924,0.00043011587168676868,1.2331560909513579,1.2340103159844207,4.6927646809654298e-05,8.7343838975110217e-05,-5.2473880382652993e-05,0.00011140841381540589,-0.011636537647152112,0.00043170059189329504,-0.012034953685020833,-0.011177880410416341,-0.011683465293961767,0.00051708743671203725,-0.012146362098836239,-0.011125406530033688
14532,10.000038338201986,300,3,2.2853465484333069,0.00025217532947756572,2.2851650034970756,2.2856344844728391,2.252079729907662,0.0020194019215530028,2.2497691191564839,2.253506683195404,-0.0011235333905091534,0.0002469451347569854,-0.0012978018218521292,-0.00084093873137636166,-0.034390351916154138,0.0020233727260780686,-0.036706304047731564,-0.032965333752901227,-0.033266818525644982,0.0022625479660451338,-0.035865365316355202,-0.031733474134602258
14532,10.000038338201986,350,3,2.0059825500930208,0.00019354510487106836,2.0058387698898836,2.0062026128894725,1.9800323454219113,0.0015842555985705409,1.9782200649156807,1.9811543451817766,-0.00086400197637696385,0.00018939395648980223,-0.001002114432879786,-0.00064809962875589378,-0.026814206647486422,0.0015873413945445677,-0.028630647602547743,-0.025693714185424987,-0.025950204671109461,0.0017694572000171633,-0.027982547973791849,-0.024751922317929775
14532,10.000038338201986,400,3,1.7874078199941958,0.00015328933894163621,1.7872912792234084,1.7875814650214799,1.7666001557445339,0.0012760049015525733,1.7651407498711766,1.7675053277137915,-0.00068532284240759489,0.00014991867170900943,-0.00079732469078308554,-0.00051500963717643344,-0.021492987092069409,0.0012784719632094354,-0.022955724787479648,-0.020589022223170161,-0.020807664249661812,0.0014217541002592338,-0.022440715150303214,-0.019845388023906896
14532,10.000038338201986,450,3,1.6117715330383502,0.0001244381382249866,1.6116752338555969,1.6119120390090174,1.5947155430405893,0.0010497286072314582,1.5935150973952963,1.5954611200457103,-0.00055695836309318147,0.00012164878275310827,-0.00064954093086555531,-0.00041918059138601471,-0.017612948360853808,0.0010517461439809009,-0.018816122205107089,-0.016868359771753383,-0.017055989997760628,0.0011674107342996651,-0.018396941613721074,-0.016266206204725409
14532,10.000038338201986,500,3,1.4675697296298946,0.00010304682935785231,1.4674888587585773,1.4676857532635077,1.453334508972367,0.00087874143687112461,1.4523297061885523,1.4539592420327128,-0.00046160151029088031,0.0001007014152493325,-0.00053937324021102739,-0.00034785281375104837,-0.014696822167818535,0.00088042210772275352,-0.015703899888706463,-0.014072913311796942,-0.014235220657527655,0.00097574776168050177,-0.015356047074955415,-0.013575334834886377
14532,10.000038338201986,550,3,1.3470635024964013,8.6743429137694868e-05,1.3469946491286235,1.3471609278533541,1.3350025789412794,0.00074639137429345528,1.3341491849700078,1.3355336269257967,-0.00038881581327084486,8.4744386849077918e-05,-0.0004550454630802836,-0.00029331640519836277,-0.012449739368392665,0.00074781308687472384,-0.013305059288544641,-0.011919389152963422,-0.012060923555121819,0.00082772847144065064,-0.013011742883346278,-0.011501303581429534
14532,10.000038338201986,600,3,1.2448584524949926,7.4030670139837551e-05,1.2447991361395467,1.2449414184357883,1.2345088886064071,0.00064185377560893511,1.2337750696579182,1.2349658457479866,-0.00033199378945184915,7.2306901956030231e-05,-0.00038906025529028554,-0.00025067938632949982,-0.010681557678037542,0.00064307212660578799,-0.01141702816419965,-0.010225198888392129,-0.010349563888585692,0.00071103309985457634,-0.01116634877787015,-0.0098689571616563665
18165,11.000047922752483,300,3,2.2842875458236978,0.00029800117430817233,2.2839881995729185,2.2845841834566984,2.2564709618183758,0.001305166562672581,2.2555801016650547,2.257969119731059,-0.0021825360001181218,0.00029339498668753668,-0.0024746057460092175,-0.0018878334916068162,-0.02999912000544051,0.001311616308494591,-0.030895321539160747,-0.0284936855878688,-0.027816584005322387,0.0015566928984095379,-0.028720519397685162,-0.026019079841859583
18165,11.000047922752483,350,3,2.0051515978302947,0.00023585108392705926,2.0049183319090238,2.0053899517475062,1.9834659600388724,0.0010212914893915996,1.9827639588438863,1.984637589692628,-0.0016949542391032264,0.00023236047851716887,-0.0019225524137396199,-0.0014581076196953369,-0.0233805920305253,0.0010263192333004045,-0.024086753674342098,-0.022203294630135373,-0.021685637791422074,0.0012166878458404655,-0.022393620167403094,-0.020280742216395753
18165,11.000047922752483,400,3,1.786738862857888,0.00019116407808456474,1.7865520454763091,1.7869340956823832,1.7693589702284545,0.0008209847778428178,1.7687917794939638,1.7703003930871293,-0.0013542799787153263,0.00018842693084771317,-0.0015365584378823627,-0.0011602542545785521,-0.018734172608148841,0.00082501342114150696,-0.019304695164692465,-0.017788210827062167,-0.017379892629433513,0.00097709932810747017,-0.017949357578113334,-0.016251652389179805
18165,11.000047922752483,450,3,1.6112216313865197,0.00015800068112339636,1.6110686832697763,1.6113842412122819,1.596980928338297,0.00067437865597953144,1.5965132353049964,1.5977539723990739,-0.0011068600149232537,0.00015579639120489791,-0.001256091516686153,-0.00094523860518180847,-0.01534756306314633,0.00067767880954310706,-0.015817984295406928,-0.014570802387388504,-0.014240703048223077,0.00080194811771616876,-0.014708663901461749,-0.013314710870702351
18165,11.000047922752483,500,3,1.4671098180933952,0.00013273438864626067,1.466982315009576,1.4672472285834492,1.4552281341149067,0.00056384838739008435,1.4548359289354402,1.4558742992856908,-0.00092151304679018631,0.00013092089945473462,-0.0010459169892123032,-0.000784926761060456,-0.012803197025278878,0.00056660113650004599,-0.01319767714181852,-0.012153932713097504,-0.011881683978488692,0.00067003171913287475,-0.012273054459860155,-0.011108015723885201
18165,11.000047922752483,550,3,1.3466732298802873,0.00011305408042493698,1.3465653217531641,1.3467908086416973,1.3366091171267716,0.0004784508763109253,1.3362755210023092,1.3371572948690467,-0.00077908842938486289,0.00011153576538139751,-0.00088437283853970428,-0.00066220743706280061,-0.010843201182900645,0.00048078192807700701,-0.01117872325624325,-0.010292399722657164,-0.010064112753515783,0.00056820194857772261,-0.01039627313273872,-0.0094080268841174597
18165,11.000047922752483,600,3,1.2445231553760296,9.7432771090317382e-05,1.2444306546865223,1.2446248661725741,1.2358890925589163,0.0004111002452466553,1.2356019000863372,1.2363600170317091,-0.00066729090841488592,9.6142884977079129e-05,-0.00075754170831476841,-0.00056617846380468961,-0.0093013537255282053,0.00041309957529300079,-0.0095901977357806256,-0.0088281793631279637,-0.0086340628171133194,0.00048795476188184973,-0.0089195056138713369,-0.0080706376548131953
21798,12.00005750730298,300,3,2.2839452007738408,0.00036269920026390986,2.2837335683947178,2.2843640018064093,2.2576075974533327,0.0018327004882394825,2.2554958398609664,2.2587824341534413,-0.0025248810499753915,0.00036103948754797601,-0.0027373910838202065,-0.0021080151418959581,-0.028862484370483738,0.0018347927563663541,-0.030976177087338908,-0.027680371165486495,-0.026337603320508347,0.0021948763462303804,-0.028868161945442949,-0.024951134241276485
21798,12.00005750730298,350,3,2.0048730111322635,0.00028414368433536387,2.004706774672822,2.0052011022441816,1.984344740220467,0.0014318283586701548,1.9826951585910411,1.9852659301253599,-0.0019735409371340515,0.00028291910817977186,-0.0021439378454064517,-0.0016469571230199875,-0.022501811848930853,0.0014334696879460902,-0.024152900776160502,-0.021574954197403517,-0.020528270911796802,0.0017153038466496922,-0.022505943653140514,-0.019445226354427803
21798,12.00005750730298,400,3,1.786508590198727,0.00022850929043138793,1.7863725463385787,1.7867724067837345,1.7700590073316513,0.0011496314919111014,1.7687347035637817,1.770800640125235,-0.0015845526378760095,0.0002275696511864799,-0.0017239283200776168,-0.0013219431532272008,-0.018034135504951882,0.0011509528975705485,-0.019359646373179995,-0.017287963788956473,-0.016449582867075874,0.0013774148293009476,-0.018037703219952794,-0.015580177348633262
21798,12.00005750730298,450,3,1.6110285138347871,0.00018770203120195859,1.6109152683337542,1.6112451792199018,1.5975518970800386,0.00094345945108654258,1.5964651977146553,1.598161798267608,-0.0012999775666561557,0.00018695881358909232,-0.0014159512666491736,-0.0010843005975618158,-0.014776594321404731,0.0009445458861991003,-0.015864282102808325,-0.014162976518854453,-0.013476616754748575,0.0011304287166931939,-0.014779981505246509,-0.012763295683096976
21798,12.00005750730298,500,3,1.4669457456929618,0.00015689911430581628,1.4668500879461936,1.4671268206870489,1.4557028196273023,0.00078823949695867044,1.4547949789800503,1.4562132246742054,-0.0010855854472236655,0.00015629687830699202,-0.0011835181310650977,-0.00090533465746078789,-0.0123285115128835,0.00078914837441762531,-0.013237176364459424,-0.011815007324582849,-0.011242926065659834,0.00094442642096013302,-0.012331841706998636,-0.010647103771437738
21798,12.00005750730298,550,3,1.3465322255297123,0.0001330857513383561,1.346450396788579,1.3466857891792501,1.3370100427948231,0.00066844958155644113,1.3362402189777187,1.3374434656407741,-0.00092009277995974692,0.0001325880502693196,-0.0010038474699733957,-0.00076722689951003176,-0.01044227551484922,0.00066922106258635158,-0.011212797101041394,-0.01000622895092973,-0.0095221827348894728,0.00080085731019201669,-0.010445570201531362,-0.0090170249805339164
21798,12.00005750730298,600,3,1.2444007422310737,0.00011430056016204721,1.2443299713020901,1.2445326068371529,1.2362322503051602,0.00057406217855176882,1.2355711650628962,1.2366048893832597,-0.00078970405337086547,0.00011388247117070806,-0.00086212652002770618,-0.00065843779922580836,-0.0089581959792843779,0.00057472518420704133,-0.0096198795734825371,-0.0085833070115772792,-0.0081684919259135125,0.00068772468507625811,-0.0089614417742567287,-0.0077347591707181973
25431,13.000067091853477,300,3,2.2836372335289643,0.00025605839009246634,2.2834663087355405,2.2839316323642924,2.2586520289779144,0.0016569771046433535,2.2567487654626919,2.2597732606147396,-0.0028328482948515679,0.00025505553689376297,-0.0030091144686750226,-0.0025403845840128447,-0.027818052845901775,0.001658010953683712,-0.029723251485613389,-0.026702162589475886,-0.024985204551050206,0.0019130249631096438,-0.027182866901600544,-0.023693048120800864
25431,13.000067091853477,350,3,2.004616571865169,0.00019303755939594527,2.0044829490119098,2.0048378895996071,1.9851466820815957,0.0013005819166053204,1.9836522341794396,1.9860222899203195,-0.0022299802042291539,0.00019239194004673415,-0.0023677635063186209,-0.0020101697675944941,-0.021699869987802305,0.001301405493778197,-0.023195825187761976,-0.020828422597908958,-0.019469889783573151,0.0014935846037830033,-0.021185655420167482,-0.018460659091590337
25431,13.000067091853477,400,3,1.7862932287975166,0.00015074846596485638,1.7861859392169517,1.786465582515085,1.7706944263557582,0.0010478591737603706,1.7694900493546322,1.7713971925745435,-0.0017999140390866735,0.00015031892911573046,-0.0019105354417046083,-0.0016287674218766757,-0.017398716480844973,0.0010485296907349322,-0.018604300582329536,-0.016699282084112754,-0.0155988024417583,0.0011984778542117589,-0.01697553316045286,-0.014788746642408146
25431,13.000067091853477,450,3,1.6108457844701818,0.00012099403979449784,1.6107577625469425,1.6109837563994303,1.5980679554059798,0.00086222002946847868,1.5970767450984436,1.5986444924687324,-0.0014827069312612906,0.00012070127178590851,-0.0015734570534609027,-0.0013457234180334066,-0.014260535995463211,0.00086277604102929758,-0.015252734719020111,-0.013686727131670962,-0.012777829064201921,0.00098299693155935145,-0.013907011300986705,-0.012113270078210059
25431,13.000067091853477,500,3,1.4667891082737829,9.9264027954879043e-05,1.4667156022728922,1.4669020255579879,1.4561303643598251,0.00072187681097625293,1.4553003610954931,1.4566119021935939,-0.0012422228664027053,9.9061043721692491e-05,-0.0013180038043665299,-0.0011301297865218274,-0.011900966780360308,0.00072234508895706003,-0.012731794249016604,-0.011421703883664813,-0.010658743913957602,0.00082085966048273129,-0.011601664462494776,-0.010103700079298283
25431,13.000067091853477,550,3,1.3463966584764517,8.2909673690971839e-05,1.346334357260367,1.346490760914073,1.3373701106146465,0.00061321163709209502,1.3366649589261639,1.3377783581216773,-0.0010556598332201645,8.2767407648497724e-05,-0.0011198869981854376,-0.00096225516468706473,-0.010082207695025621,0.00061361128896949288,-0.010788057152596231,-0.0096758861368750892,-0.0090265478618054562,0.00069579828286406428,-0.0098258019879091663,-0.0085559991386896517
25431,13.000067091853477,600,3,1.2442823749429452,7.0292076270753667e-05,1.2442289015588557,1.2443619928592757,1.2365396866992346,0.00052736210391334242,1.2359331925666523,1.2368902036185121,-0.00090807134149935764,7.019188878825364e-05,-0.00096319626326213381,-0.00082905177710301814,-0.0086507595852098884,0.00052770710432812945,-0.0092578520697264022,-0.0083018942036057197,-0.0077426882437105311,0.00059730670019169383,-0.008428800292623384,-0.0073386979403435859
29064,14.000076676403973,300,3,2.2833526953643859,0.00010773526588475093,2.2832554805153573,2.2834685251241877,2.2599066406779786,0.00078656044536135614,2.2590835141750607,2.260650656037797,-0.0031173864594304193,0.0001142261715846167,-0.0032199426888581684,-0.0029942801947400177,-0.02656344114583753,0.00078013031123144586,-0.027379291143867057,-0.025824767166418461,-0.023446054686407109,0.00089410779808226921,-0.024385010949127039,-0.022604824477560292
29064,14.000076676403973,350,3,2.0043733627641012,8.5452195780626026e-05,2.0043025102151635,2.0044682618474452,1.9861072542099401,0.00061371960998598217,1.9854687732023453,1.9866927807664831,-0.0024731893052966449,9.0536278548218577e-05,-0.0025482023030649614,-0.0023726224753182201,-0.020739297859457606,0.00060872242607834927,-0.021372111120418147,-0.020157931751745295,-0.01826610855416096,0.0006980720018947722,-0.018999488645099927,-0.017609729448680334
29064,14.000076676403973,400,3,1.7860853750309664,6.9771983588645109e-05,1.7860315999474403,1.7861642174568859,1.7714537687236185,0.00049228280364266774,1.7709439661869513,1.7719264276300914,-0.0020077678056367918,7.3837640320846914e-05,-0.0020648747112159693,-0.0019243864573055269,-0.016639374112984589,0.00048828816606446862,-0.017144637727240175,-0.016170047028564838,-0.014631606307347797,0.00056013652037490054,-0.015220251269934648,-0.014105172317348869
29064,14.000076676403973,450,3,1.6106671983320835,5.8181613333529944e-05,1.6106250756937968,1.6107335847285893,1.5986834719396334,0.00040368798510333556,1.5982669467222761,1.5990729638141492,-0.0016612930693597299,6.1496756520456803e-05,-0.0017061439066066164,-0.0015911900578731153,-0.013645019461809701,0.00040042191569547965,-0.014057828064186317,-0.013258255786254169,-0.01198372639244997,0.00045941599179986231,-0.012466638006313202,-0.011552111879647553
29064,14.000076676403973,500,3,1.4666345676002706,4.931689609739064e-05,1.4666007289501422,1.4666911525976321,1.4566394823220286,0.00033706161344061177,1.4562927424637599,1.4569659506975008,-0.0013967635399150247,5.2067064929064676e-05,-0.0014328771271165941,-0.0013370794011562381,-0.011391848818157024,0.00033434153528452075,-0.011735489535028343,-0.011067655379757957,-0.0099950852782419997,0.00038362913442976883,-0.010398410133872105,-0.0096347782526413628
29064,14.000076676403973,550,3,1.3462619133446576,4.2361831937773876e-05,1.3462341630364576,1.3463106735256491,1.3377982848623555,0.00028568885030995063,1.3375051246520622,1.3380758647290172,-0.0011904049650145836,4.4677774242848652e-05,-0.0012200812220948265,-0.0011390210660546796,-0.0096540334473164489,0.00028338844964626014,-0.0099445699396416565,-0.0093783795295352412,-0.0084636284823018659,0.00032517296443232944,-0.0088055488735869769,-0.0081582983074404147
29064,14.000076676403973,600,3,1.2441640236464051,3.6794195712680403e-05,1.2441408725198158,1.2442064509817945,1.2369048382975334,0.00024523987215041825,1.2366537144979395,1.237143736964756,-0.0010264226380392778,3.8769993244204597e-05,-0.0010512253023020612,-0.00098174541304252294,-0.0082856079869112111,0.00024326899265487468,-0.0085344818968975389,-0.0080483608573618248,-0.0072591853488719327,0.00027913679243555753,-0.0075527364838550159,-0.0069971355550597636
