step,age_h,temperature_K,replicate_count,kappa_L_no_dis_fixed_6h_matrix_W_mK_mean,kappa_L_no_dis_fixed_6h_matrix_W_mK_sample_std,kappa_L_no_dis_fixed_6h_matrix_W_mK_min,kappa_L_no_dis_fixed_6h_matrix_W_mK_max,kappa_L_no_dis_pf_time_varying_matrix_W_mK_mean,kappa_L_no_dis_pf_time_varying_matrix_W_mK_sample_std,kappa_L_no_dis_pf_time_varying_matrix_W_mK_min,kappa_L_no_dis_pf_time_varying_matrix_W_mK_max,delta_kappa_PSD_W_mK_mean,delta_kappa_PSD_W_mK_sample_std,delta_kappa_PSD_W_mK_min,delta_kappa_PSD_W_mK_max,delta_kappa_PSD_plus_matrix_W_mK_mean,delta_kappa_PSD_plus_matrix_W_mK_sample_std,delta_kappa_PSD_plus_matrix_W_mK_min,delta_kappa_PSD_plus_matrix_W_mK_max,delta_kappa_matrix_given_PSD_W_mK_mean,delta_kappa_matrix_given_PSD_W_mK_sample_std,delta_kappa_matrix_given_PSD_W_mK_min,delta_kappa_matrix_given_PSD_W_mK_max
32697,15.00008626095447,300,3,2.2829954768337588,8.6837525366027343e-05,2.2829249900820798,2.2830924815987506,2.2621544081690996,0.00077161147706703817,2.2612807803627772,2.2627427645202971,-0.0034746049900572138,9.255952777319897e-05,-0.0035470268662254334,-0.0033703237201772041,-0.024315673654716541,0.00076577257699867471,-0.025182024956150517,-0.023729252428008163,-0.020841068664659328,0.00085831651951134326,-0.021811701235973313,-0.02018222556178273
32697,15.00008626095447,350,3,2.0040754160032521,7.6095044445501989e-05,2.0040059855430763,2.0041567682807271,1.9878436647020428,0.00059542805699120099,1.9871673701801398,1.9882890680154355,-0.002771136066145985,8.0197535457954714e-05,-0.0028420738241252685,-0.002684116042036333,-0.019002887367354965,0.00059084294941545864,-0.019673514142623638,-0.018558991351766085,-0.01623175130120898,0.00067008978969901442,-0.016989398100587305,-0.015716917527640817
32697,15.00008626095447,400,3,1.7858347956158342,6.6676289458396661e-05,1.7857703381672119,1.7859034887826033,1.772835860261359,0.00047359236276804515,1.7722967315507541,1.7731847650295873,-0.002258347220768675,6.9756861824889015e-05,-0.0023240117697498341,-0.0021851151315881445,-0.015257282575244021,0.00046989816690518125,-0.015791872363437376,-0.014909584907374374,-0.012998935354475346,0.00053764780130903501,-0.013606757231849231,-0.012585573137624539
32697,15.00008626095447,450,3,1.6104543259183395,5.8510470435012702e-05,1.6103958423005333,1.6105128632044832,1.5998098677147918,0.00038578442560900623,1.5993699610292593,1.6000905763376605,-0.0018741654831035959,6.0910630428314673e-05,-0.0019336375169303199,-0.001811911581979242,-0.012518623686651317,0.00038274533962842774,-0.012954813757203087,-0.012238903479803165,-0.010644458203547721,0.00044094153969727486,-0.011142902175223846,-0.010305265962872845
32697,15.00008626095447,500,3,1.4664518986214059,5.1518731917435883e-05,1.4663992918924915,1.4665022556507206,1.4575752612261779,0.00032038472851325255,1.4572094591035132,1.4578059951167706,-0.0015794325187794556,5.3443556444407834e-05,-0.0016328634520181851,-0.0015259763480677258,-0.01045606991400779,0.00031784113614898306,-0.010818772895275108,-0.010226160227739145,-0.0088766373952283342,0.00036817869914395707,-0.0092927965472073826,-0.00859329677572096
32697,15.00008626095447,550,3,1.34610367213852,4.5565584062467724e-05,1.3460564561227553,1.3461473850796883,1.338588138348922,0.0002703513962537181,1.3382791492173745,1.3387811577754416,-0.0013486461711522679,4.7145010787893612e-05,-0.0013965599560048503,-0.0013023095120154871,-0.0088641799607502101,0.0002681915032873251,-0.0091705453743293752,-0.0086718583033185137,-0.007515533789597943,0.00031205813784317523,-0.0078682358623138882,-0.0072752983473136634
32697,15.00008626095447,600,3,1.2440257491460638,4.0499592504623862e-05,1.2439833336501949,1.2440640130153535,1.2375804817502984,0.00023121152876680965,1.2373160103201315,1.2377443389454832,-0.0011646971383807436,4.1819888852991583e-05,-0.0012077109861838853,-0.001124183379483501,-0.007609964534146159,0.00022935474890600763,-0.0078721860747055228,-0.0074467056908955609,-0.0064452673957654154,0.00026786388281319052,-0.0067480026952220218,-0.0062389947047116756
36330,16.000095845504966,300,3,2.2828345275177697,0.00010481633728922579,2.2827612152735401,2.2829545829845896,2.2633497665461144,0.00087135674453092248,2.2624683346488528,2.2642106859384565,-0.0036355543060464512,0.00010094332550635199,-0.0037108016747651185,-0.0035208402196258426,-0.023120315277701753,0.00087321046931958485,-0.02400708855536271,-0.022261331009848728,-0.019484760971655302,0.00096961049501058589,-0.020486248335736867,-0.01855052933508361
36330,16.000095845504966,350,3,2.003922176035557,0.00010278509188916084,2.0038293349830565,2.0040326292045969,1.9887499238673947,0.00065516915417391619,1.9880784022424538,1.9893874141133125,-0.0029243760338405109,0.00010085242076179883,-0.0030187243841450773,-0.0028180833136315364,-0.018096628202002824,0.00065673304914787094,-0.01877231027577464,-0.017460645253889018,-0.015172252168162315,0.00075747456541611687,-0.015954226962143103,-0.014441920869743941
36330,16.000095845504966,400,3,1.7856950619201488,9.750969615365438e-05,1.7855988734101793,1.7857938411705105,1.7735465876730097,0.0005106144769975073,1.7730178902856688,1.7740369594818335,-0.0023980809164541781,9.6436279208296562e-05,-0.002495476526782392,-0.0023026334881457444,-0.014546555163593414,0.00051194460496043815,-0.01507858437298748,-0.014057390455128216,-0.012148474247139237,0.00060805184137478503,-0.012775950884841736,-0.011561913928345824
36330,16.000095845504966,450,3,1.6103289365464335,9.0312657106324227e-05,1.610236078167224,1.6104164676470831,1.600382199992584,0.00040920198336190556,1.5999550862679759,1.6007707616058975,-0.0019995548550093556,8.9667566935515658e-05,-0.0020934016502396346,-0.0019147519533202484,-0.011946291408859278,0.00041034358027007935,-0.012376133332427486,-0.011558718211566177,-0.0099467365538499219,0.0004988629044514845,-0.010461381379107237,-0.0094653165613265422
36330,16.000095845504966,500,3,1.466339949585687,8.2607432102103803e-05,1.46625301284781,1.4664174104617995,1.4580460509523006,0.00033531345730323023,1.4576937736229607,1.4583613320873867,-0.001691381554498476,8.2198050797429863e-05,-0.0017791424966997482,-0.0016161956154592261,-0.0099852801878850261,0.00033630202710052893,-0.010339832454298037,-0.0096708232571229846,-0.0082938986333865507,0.00041666024003782979,-0.0087236368388388108,-0.0078916807604232364
36330,16.000095845504966,550,3,1.3460037344445193,7.5138708150061144e-05,1.3459234905528465,1.3460724310968173,1.3389822188530849,0.00027980956584621651,1.3386866700441711,1.3392430488602391,-0.001448583865152786,7.4868869744447187e-05,-0.0015295255259135665,-0.0013818131617351348,-0.0084700994565871657,0.00028067283141201252,-0.0087675742143813462,-0.0082099672185209638,-0.0070215155914343796,0.0003532301528591618,-0.0073857610526462114,-0.0066804416926073973
36330,16.000095845504966,600,3,1.2439363359971451,6.8228718035342526e-05,1.2438627414519747,1.2439974856855369,1.2379151972351281,0.0002370537236334479,1.2376636796177296,1.2381344901765925,-0.0012541102872993815,6.8046129541116609e-05,-0.0013283031844040227,-0.001194612136580897,-0.0072752490493164972,0.00023781341450683369,-0.0075284182043882097,-0.0070565544597862573,-0.0060211387620171157,0.00030326157453856167,-0.0063338060678073127,-0.0057282512753822346
39963,17.000105430055463,300,3,2.2827766561780067,0.00015275802676615759,2.2826233424214517,2.2829288523426174,2.2640509836029787,0.0015182590846804756,2.2629861450083393,2.265789512233543,-0.0036934256458091377,0.00015122665699683876,-0.0038486745268535572,-0.0035465708615980418,-0.02241909822083743,0.0015174236683709451,-0.023489278195876206,-0.020682504714762295,-0.018725672575028291,0.0016606635055837944,-0.019942707334278165,-0.016833830187908738
39963,17.000105430055463,350,3,2.0038588042643219,0.00013977575943688113,2.0037097046231152,2.003986872639373,1.9892792640436063,0.0011601819092616438,1.9884578938088231,1.9906064835387696,-0.0029877478050760096,0.00013919134589176661,-0.0031383547440864135,-0.002863839878855412,-0.017567288025791401,0.0011595678691884112,-0.018392818709405345,-0.016241575828431998,-0.014579540220715392,0.0012958693906984459,-0.015528978830549933,-0.013103221084345584
39963,17.000105430055463,400,3,1.7856331166830401,0.000125549273090669,1.7854955314045893,1.7857414736791895,1.773960247825116,0.0009155504065715593,1.7733072635740734,1.7750067685770758,-0.0024600261535630739,0.00012536713230277158,-0.0025988185323724267,-0.002355000979466837,-0.014132895011487253,0.00091508210946101697,-0.014789211084582865,-0.013087581359885858,-0.011672868857924179,0.0010393453824068448,-0.012434210105116028,-0.010488762827513431
39963,17.000105430055463,450,3,1.6102709793092922,0.00011191275626044248,1.6101465616488249,1.6103634313096091,1.6007143215570967,0.00074099815343394359,1.6001826667906429,1.6015607397345777,-0.0020575120921509558,0.000111915748017221,-0.0021829181686388033,-0.0019677882907942479,-0.0116141698443466,0.00074063038845933083,-0.01214855280976046,-0.010768740082885975,-0.009556657752195644,0.00085213042703972811,-0.010180764518966212,-0.0085858219142471714
39963,17.000105430055463,500,3,1.4662867378108249,9.9598821958696111e-05,1.4661750485892837,1.4663663324464213,1.4583185580999618,0.00061207415250101593,1.4578772355474763,1.4590172994653743,-0.0017445933293609439,9.9690032660864304e-05,-0.0018571067552259901,-0.001667273630837407,-0.0097127730402238512,0.00061177838790344439,-0.010156370529782466,-0.0090148558791354194,-0.0079681797108629073,0.00071132638824775835,-0.0084890968989450588,-0.0071577491239094293
39963,17.000105430055463,550,3,1.3459552694644195,8.8773724671764977e-05,1.3458551553796467,1.3460243961610943,1.3392098288083367,0.00051413872051935341,1.3388375835680861,1.3397964682630275,-0.001497048845252591,8.8906346325739861e-05,-0.0015978606991133848,-0.001429848097458164,-0.0082424895013354735,0.00051389613779373314,-0.0086166606904662935,-0.0076565478157326616,-0.0067454406560828835,0.00060276518708997633,-0.0071868125930081295,-0.0060586871166192768
39963,17.000105430055463,600,3,1.2438923145458307,7.9366499478464298e-05,1.2438024574987736,1.2439528419334238,1.2381081543332988,0.00043798997093636517,1.2377899222701734,1.2386076840545688,-0.0012981317386138909,7.951670525747185e-05,-0.0013885871376051462,-0.0012392558886940019,-0.0070822919511455877,0.00043778769557009531,-0.0074021755519444454,-0.0065833605818099716,-0.0057841602125316971,0.00051730037266096865,-0.0061629196632504435,-0.0051947734442048255
43596,18.00011501460596,300,3,2.2828080858041342,0.00023358276379703476,2.2825909182623421,2.2830551961126937,2.2643582026884084,0.0013839970204687945,2.2627902589741939,2.2654097789820589,-0.0036619960196821268,0.00022751116670092697,-0.0038718870565856989,-0.0034202270915217881,-0.022111879135407502,0.0013876554928360899,-0.023685164230021538,-0.0210622379662464,-0.018449883115725374,0.0015814831843298173,-0.02026493713849975,-0.017368364055307506
43596,18.00011501460596,350,3,2.0038590596853774,0.00016559001397440615,2.0037261094365997,2.0040445441633503,1.9894956017897003,0.0010794389863534894,1.9882660469746329,1.9902873954191416,-0.0029874923840204439,0.00016124472942804838,-0.0031147748861637403,-0.0028061683548781247,-0.017350950279697575,0.001082412827047395,-0.018584665543595502,-0.016560663948059995,-0.014363457895677131,0.0012330728435653708,-0.015778497188717377,-0.013519130037040528
43596,18.00011501460596,400,3,1.7856184772003221,0.00012550276419206823,1.7855342360828865,1.7857627178815414,1.7741194440335566,0.00086598458007926087,1.7731295415685913,1.7747368661822867,-0.0024746656362812183,0.00012238055854305342,-0.0025543678313049156,-0.0023337567771148926,-0.01397369880304633,0.00086844079851738747,-0.014966933090065027,-0.013357483754675048,-0.011499033166765113,0.00098837627465412563,-0.012633176312950134,-0.010821611454251201
43596,18.00011501460596,450,3,1.6102493880011648,9.9911767771428153e-05,1.6101886434571833,1.6103647010561846,1.6008355909007068,0.00071042607926419526,1.6000215480116069,1.6013303952885212,-0.0020791034002782816,9.7653017099276186e-05,-0.0021408363602803959,-0.0019665185442188093,-0.011492900500736406,0.00071248481787757707,-0.012309671588796478,-0.010999084528942493,-0.0094137971004581242,0.00080995949557748548,-0.010343153044577669,-0.0088582481686620973
43596,18.00011501460596,500,3,1.4662622440622322,8.2418535273822251e-05,1.4662037343981253,1.4663565010431827,1.4584135450181168,0.00059348159164895604,1.4577323410929741,1.4588188872996855,-0.0017690870779535721,8.0768520163655174e-05,-0.001828420946384357,-0.0016771050340760318,-0.0096177861220688356,0.00059522993433849055,-0.01030126498428463,-0.0092132680448242521,-0.0078486990441152624,0.00067586921390113937,-0.0086241599502085986,-0.0073848470984398951
43596,18.00011501460596,550,3,1.3459299895564312,6.9765232203133925e-05,1.3458749492370266,1.3460084519388396,1.3392859516563878,0.00050330624764547641,1.3387075308164549,1.3396240412934872,-0.0015223287532409497,6.8546084214282443e-05,-0.0015780668417335608,-0.0014457923197128686,-0.0081663666532844435,0.00050480826133675999,-0.0087467134420975423,-0.0078289747852728908,-0.0066440379000434939,0.00057254367332719208,-0.0073009211223846737,-0.00625090794353933
43596,18.00011501460596,600,3,1.2438673598474428,6.0190270605942295e-05,1.2438161874621705,1.2439336757456361,1.2381703371791637,0.00043228652430169184,1.2376730708674986,1.2384566041038096,-0.0013230864370018154,5.9278724153452728e-05,-0.001374857174208266,-0.0012584220764817466,-0.0070201091052809099,0.00043359013353935056,-0.0075190269546192567,-0.0067344405325691081,-0.0056970226682790948,0.00049123864177217768,-0.0062606048781375101,-0.0053595833583608421
47229,19.000124599156457,300,3,2.2826402788165647,0.00011640223284272713,2.2825227568511366,2.2827555280329404,2.2662250121987033,0.0014874075655703786,2.2647008294056872,2.2676726919383308,-0.0038298030072512943,0.00011837794012995263,-0.003952666353078893,-0.0037164889153649128,-0.020245069625113004,0.0014810308918929847,-0.021761975913240583,-0.01880273126588472,-0.016415266617861708,0.0015461927700918486,-0.017941722159930507,-0.014850064912805827
47229,19.000124599156457,350,3,2.0037009568447006,9.6201467078024555e-05,2.0035898798718765,2.0037575685734628,1.9909244932042311,0.0011224695598073947,1.9897894347168272,1.9920339353425236,-0.0031455952246971877,9.9907308234133019e-05,-0.0032608326463519077,-0.0030833157493006524,-0.015922058865166511,0.001117531275792872,-0.017051449605936186,-0.014816777175704843,-0.012776463640469323,0.0012063534024981668,-0.013968133856635534,-0.011555944529352935
47229,19.000124599156457,400,3,1.785475035356163,9.1978657092150161e-05,1.7853740726970253,1.7855540645307533,1.7752484213657633,0.00087723037901497685,1.774371373517621,1.7761258341617809,-0.0026181074804402607,9.5630927646151901e-05,-0.0027224019616309825,-0.0025345393834381724,-0.012844721470839815,0.00087329601105867109,-0.013717230396570468,-0.011970640496875351,-0.010226613990399555,0.00096741899524872821,-0.011182691013132295,-0.0092482385352443686
47229,19.000124599156457,450,3,1.6101210259133918,8.8574366914142999e-05,1.6100305651445264,1.6102075849252691,1.601750175512576,0.00070451145705094408,1.6010526867692991,1.6024615057124918,-0.0022074654880515818,9.1766987758687616e-05,-0.0023006544558770159,-0.0021171898611933582,-0.010578315888867188,0.00070130467233645466,-0.011272088017163284,-0.0098697138879115798,-0.0083708504008156073,0.00079306823842944759,-0.0091548981559699261,-0.0075690594320345639
47229,19.000124599156457,500,3,1.4661478272379138,8.4013059203461439e-05,1.4660671205130014,1.4662347961828737,1.4591695542691987,0.00057827951471112876,1.4586019090282363,1.4597579115468933,-0.0018835039022718398,8.6742244080692985e-05,-0.0019664855642573809,-0.0017934358159146235,-0.0088617768709871036,0.00057561646006752426,-0.0094263229705520146,-0.0082756945303654739,-0.006978272968715264,0.00066195738880892062,-0.0076328871546373911,-0.006309208966108093
47229,19.000124599156457,550,3,1.3458279515246308,7.8699463139050006e-05,1.3457559251484059,1.3459119517562479,1.3399213657377385,0.00048321854359956591,1.3394505764618911,1.3404161216183119,-0.0016243667850410759,8.1034637955577671e-05,-0.0016983191101465067,-0.0015377428354559353,-0.0075309525719337396,0.00048097227700383814,-0.0079991181298126879,-0.0070381226402405073,-0.0059065857868926637,0.00056088205099228924,-0.0064613752943567526,-0.0053398035300940005
47229,19.000124599156457,600,3,1.2437761260121682,7.3156324164001877e-05,1.2437116886514448,1.2438556492131643,1.2387118985583634,0.00040984049894211112,1.2383152381182574,1.2391337564187974,-0.0014143202722761334,7.5168393368876436e-05,-0.0014804091706730471,-0.0013325471816727497,-0.0064785477260810671,0.00040792061598993857,-0.0068729582765796327,-0.0060583414033203997,-0.005064227453804933,0.00048131909697467451,-0.005540411094906883,-0.0045779322326473526
50862,20.000134183706955,300,3,2.2826524921585691,0.00010567368889034272,2.2825445002732621,2.2827556840670589,2.2669022988439664,0.002322032302875887,2.2642325855811838,2.2684523468703772,-0.003817589665246738,0.00011192834057741495,-0.0039309229309534288,-0.0037071212518688945,-0.019567782979849586,0.0023156002153900449,-0.022230219737743973,-0.018023076333838262,-0.01575019331460285,0.0024167151243660308,-0.018523098485875078,-0.014092153402884833
50862,20.000134183706955,350,3,2.0036912068785759,0.00012333838928460782,2.00358969230258,2.0038284711108996,1.9914333651037637,0.0017633169126829063,1.9894077064645028,1.9926245671860146,-0.0031553451908221675,0.00012842282139902545,-0.0032610202156484469,-0.0030124132118638514,-0.015413186965634281,0.0017582996778391195,-0.017433177858260596,-0.014226145332213891,-0.012257841774812114,0.0018850212943975376,-0.014420764646396744,-0.010965125116565444
50862,20.000134183706955,400,3,1.7854553660424159,0.00012704028446628948,1.7853633411112315,1.7856003117830355,1.775644480190911,0.0013844370346637886,1.7740552146467992,1.7765885859560877,-0.0026377767941873445,0.00013108853017759707,-0.0027331335474247709,-0.002488292131155978,-0.012448662645691963,0.0013804146351426515,-0.014033389267392282,-0.011507888702568581,-0.0098108858515046169,0.0015113523923777823,-0.011545097136236304,-0.0087747551551438097
50862,20.000134183706955,450,3,1.6100972147275001,0.00012303300747168607,1.6100148831369154,1.6102386464333571,1.6020670533971186,0.0011157582152160142,1.6007870200217564,1.602833767808896,-0.0022312766739431091,0.00012632069195582938,-0.0023163364634879446,-0.0020861283531052877,-0.010261438004324516,0.0011124616838733921,-0.011537754764705976,-0.0094974517915074053,-0.0080301613303814055,0.0012387706997447963,-0.0094516264116006887,-0.0071811153280194606
50862,20.000134183706955,500,3,1.4661227476171188,0.00011568320970756228,1.4660493570120952,1.4662561019560882,1.459428760890872,0.00091834496635238795,1.458375783620262,1.460063815763603,-0.0019085835230669239,0.00011840608093370526,-0.0019842490651635902,-0.0017721300427000486,-0.0086025702493136205,0.00091559418855653176,-0.0096524483785263016,-0.0079697903136557446,-0.0066939867262466963,0.001033840615817825,-0.007880318335826253,-0.0059855412484921544
50862,20.000134183706955,550,3,1.345803050777878,0.00010720839137335265,1.3457375881610818,1.3459267745229535,1.340137286226712,0.00076905096635368584,1.3392559153666166,1.3406719314571016,-0.0016492675317942111,0.00010950125976521862,-0.0017166560974706258,-0.0015229200687503219,-0.0073150320829598785,0.00076672082696787811,-0.0081937792250872388,-0.0067823128014508072,-0.005665764551165668,0.00087588779753509721,-0.0066708591563369168,-0.0050656567039801814
50862,20.000134183706955,600,3,1.2437521209308968,9.8672549674501804e-05,1.2436935748298676,1.2438660434799331,1.2388945117674808,0.00065341712886145254,1.238145983128971,1.2393508285229435,-0.0014383253535477092,0.00010063043633582506,-0.001498522992250173,-0.0013221529149038957,-0.0062959345169639009,0.00065141802356804722,-0.0070422132658660708,-0.0058412692991742787,-0.0048576091634161917,0.00075157283738154805,-0.005720060350962175,-0.0043427463069241057
54495,21.000143768257452,300,3,2.282672451118704,0.0002031219061821101,2.282439387470899,2.2828117757227111,2.267490705410161,0.00057707938304035246,2.2668558837248445,2.2679835348527999,-0.0037976307051120393,0.00019706578835892148,-0.0040234178480287319,-0.003660241225594163,-0.018979376413655213,0.00057055830581102861,-0.019606921594083282,-0.018491888351415575,-0.015181745708543174,0.00040043088258024919,-0.01558350374605455,-0.014782655309702353
54495,21.000143768257452,350,3,2.003681777725197,0.00010099008529308909,2.0035655641411196,2.0037482391258115,1.991867966917545,0.000400733841111982,1.9914369239583614,1.9922292247581317,-0.003164774344201001,9.6223759837782053e-05,-0.0032753201816437816,-0.0030998202413901055,-0.014978585151852833,0.00039567946589541081,-0.015403960364402058,-0.014621487760096752,-0.011813810807651834,0.00031318074410116353,-0.012128640182758277,-0.011502305150527636
54495,21.000143768257452,400,3,1.7854324390322132,4.5740023264048869e-05,1.7853796336201799,1.7854597588386585,1.7759779597264551,0.00029195193065261382,1.775671856636178,1.7762533289048437,-0.0026607038043899855,4.1846849131470709e-05,-0.0027089702940115146,-0.0026345910983032184,-0.012115183110147957,0.00028793845104593379,-0.012416747278013451,-0.011843145753812623,-0.009454479305757971,0.00025160799855662475,-0.0097077769840019368,-0.0092045957329573991
54495,21.000143768257452,450,3,1.6100684545767923,1.5072846381029204e-05,1.6100513961048719,1.6100799749830634,1.6023306764052203,0.00022095522701813143,1.6021054455712964,1.6025470921879528,-0.002260036824650665,1.1747496919458851e-05,-0.0022733786815904988,-0.0022512446173399425,-0.0099978149962227647,0.00021770644095951127,-0.010219329215165995,-0.009784127412450605,-0.0077377781715721001,0.0002065533662659478,-0.0079459505335754965,-0.0075328827951106625
54495,21.000143768257452,500,3,1.4660919954992766,5.8882115113328667e-06,1.4660851984025283,1.4660955377196645,1.4596421967323086,0.00017246613223993013,1.4594716320966594,1.4598165034600958,-0.001939335640908979,7.1816501378696395e-06,-0.001946956941981437,-0.0019326942791237922,-0.0083891344078770302,0.0001697946993352588,-0.0085565999021288697,-0.008217102617162908,-0.0064497987669680512,0.00017259963245734261,-0.0066239056230050775,-0.0062787469155412001
54495,21.000143768257452,550,3,1.3457722631151461,1.4702880914661294e-05,1.3457584918468746,1.345787747518661,1.3403135007772979,0.00013808696555364652,1.3401812208377875,1.3404567414815383,-0.0016800551945259645,1.6590660611030751e-05,-0.0016945242318855414,-0.001661947073042791,-0.0071388175323742571,0.00013586117414082232,-0.0072684737539163713,-0.006997502777014164,-0.0054587623378482926,0.00014637932842603756,-0.0056065266808735803,-0.0053138084983646028
54495,21.000143768257452,600,3,1.2437222841173641,2.0370680870258143e-05,1.2437046781048746,1.2437445958571647,1.2390423853692771,0.00011293547921873395,1.2389377206604781,1.2391620853458358,-0.0014681621670804557,2.2080391089539756e-05,-0.0014863665315041352,-0.0014436005376723404,-0.0061480609151673233,0.00011105998194226994,-0.0062504757343588846,-0.0060300124762819873,-0.0046798987480868677,0.00012571079186526898,-0.0048068751966865442,-0.004555493044217096
58128,22.000153352807946,300,3,2.2826350464378371,0.00014153079242828148,2.2825304729311848,2.2827960955536106,2.2687327549528984,0.002114557859845918,2.2664639326750451,2.2706486320515915,-0.0038350353859795128,0.00013893399326343837,-0.0039323323877429317,-0.0036759213946946367,-0.017737326870917929,0.0021080730623690052,-0.01999887264388267,-0.015826791152623976,-0.013902291484938415,0.0020749665113943675,-0.016066540256139739,-0.011929938777123006
58128,22.000153352807946,350,3,2.0036309555717335,8.0652007320626215e-05,2.0035556115445234,2.0037160322734788,1.9928141142050453,0.0015926905997679247,1.9911166716587918,1.9942757628378285,-0.0032155964976641194,8.1612899178040203e-05,-0.0032951009737050008,-0.0031320270937227335,-0.014032437864352451,0.0015876498350184363,-0.015724212663971615,-0.012574949680399961,-0.010816841366688331,0.0016176258414541296,-0.012504551238406991,-0.0092798487066949598
58128,22.000153352807946,400,3,1.7853783408951189,6.9129655460060965e-05,1.7852986112960323,1.7854215676191318,1.7767225797411454,0.0012422576300980333,1.7754061886904851,1.7778742729572936,-0.0027148019414842128,7.1934962273742195e-05,-0.0027978633626239979,-0.0026727823178298582,-0.011370563095457623,0.0012382283953279098,-0.012682415223706389,-0.010222201701362676,-0.0086557611539734101,0.0012964334450435724,-0.010008655079707607,-0.0074243383387386785
58128,22.000153352807946,450,3,1.6100154304461001,7.0326605097398583e-05,1.609937501255263,1.610074171600778,1.6029319085104505,0.00099575361247457371,1.6018819382984144,1.6038627226101763,-0.0023130609553431527,7.327282474706681e-05,-0.0023937183451403499,-0.0022506031856843745,-0.0093965828909926188,0.00099245998231603841,-0.010442836488048002,-0.0084684969902271146,-0.0070835219356494656,0.0010622611583753485,-0.0081922333023636273,-0.0060747786450867647
58128,22.000153352807946,500,3,1.4660418507855855,7.1216702377723546e-05,1.4659682682255699,1.4661104386667281,1.4601377951519892,0.00081585670724036599,1.4592812139937501,1.4609056791737154,-0.0019894803546002628,7.3860618475475451e-05,-0.002065337851688831,-0.0019177933320602136,-0.0078935359881964207,0.00081311452938286337,-0.0087470180050381874,-0.0071279269035433579,-0.0059040556335961574,0.00088628716030235487,-0.0068292246729779738,-0.0050625890518545269
58128,22.000153352807946,550,3,1.3457256393621331,7.0171146868114475e-05,1.3456572887536931,1.345797499352861,1.3407290423943821,0.00068059084217919554,1.3400171764889359,1.3413733138529549,-0.0017266789475388993,7.247177896474811e-05,-0.0017969555048593655,-0.0016521952388428573,-0.0067232759152899097,0.00067827258525583755,-0.0074325181027679044,-0.0060809304055975399,-0.0049965969677510103,0.00075070375157209289,-0.005780322863925047,-0.0042839749007381744
58128,22.000153352807946,600,3,1.2436792828014103,6.7717922294213185e-05,1.2436162816204435,1.2437508939316237,1.2393958102570668,0.00057634023365549561,1.2387949996541858,1.2399440825178412,-0.0015111634830341873,6.9714478722804972e-05,-0.0015758162016743515,-0.0014373024632132747,-0.0057946360273777309,0.00057435481410757422,-0.0063931967406511969,-0.0052480153042766542,-0.0042834725443435433,0.00064402846258967397,-0.0049558942774379222,-0.0036721991026023026
61761,23.000162937358443,300,3,2.2826487104651996,0.00022183243657023652,2.2823933777232561,2.2827940834192231,2.2696036596725087,0.0015781092303154844,2.2677835180958592,2.2705895079213385,-0.0038213713586164508,0.00021569807471984225,-0.0040694275956716375,-0.0036779335290821891,-0.016866422151307365,0.0015717337029698979,-0.018679287223068552,-0.015885915282876972,-0.013045050792690915,0.001358384806776095,-0.014609859627396915,-0.012169162331781447
61761,23.000162937358443,350,3,2.0036205784774235,9.8371722377876494e-05,2.0035074507612167,2.0036860071893337,1.9934719610773266,0.0011568528438220115,1.9921381756533549,1.9942026568798312,-0.0032259735919746291,9.3619437228176298e-05,-0.0033334335615466948,-0.0031620521778679134,-0.013374590992071278,0.0011518792204779564,-0.014702708669408482,-0.012648055638397215,-0.010148617400096649,0.0010596152885728946,-0.011369275107861787,-0.0094656206018879363
61761,23.000162937358443,400,3,1.7853570225074451,3.2820323937251217e-05,1.7853194170179358,1.7853798926878066,1.7772367611448689,0.00088182976218127772,1.7762204258747887,1.7777989722213441,-0.0027361203291578948,2.9092322120784177e-05,-0.0027691868962556043,-0.0027144572491550889,-0.010856381691734418,0.00087784160403032443,-0.011868178039402766,-0.0102975024373122,-0.0081202613625765228,0.00084959452773807162,-0.0090989911431471615,-0.0075727855952492096
61761,23.000162937358443,450,3,1.609989488865202,3.5113510884829617e-06,1.609986257504465,1.6099932254692624,1.6033447136060541,0.00069304938527145498,1.602546226806685,1.6037901259763827,-0.0023390025362413822,6.8300016141044671e-06,-0.0023449620959383743,-0.0023315493172000323,-0.0089837777953892441,0.00068978021214611662,-0.0097785479797773966,-0.0085410936240206681,-0.0066447752591478615,0.00069636993442545895,-0.0074469986625773643,-0.0061961315280822937
61761,23.000162937358443,500,3,1.4660144457896138,2.3027553971556387e-05,1.4660009556810001,1.4660410347590866,1.4604764365857374,0.00055820849600681432,1.4598335132282643,1.4608376964092282,-0.0020168853505715401,2.5716115032804628e-05,-0.002032259148503357,-0.0019871972397016435,-0.0075548945544482811,0.00055547992998669876,-0.0081947187705240232,-0.0071959096680305201,-0.005538009203876741,0.00058116557589805431,-0.0062075215308223797,-0.0051636505195271631
61761,23.000162937358443,550,3,1.3456983725623897,3.3818963019584264e-05,1.3456777578534682,1.3457374026881614,1.3410118126215635,0.00045873147794461692,1.3404836244640084,1.3413105119242417,-0.0017539457472823816,3.6076554554193471e-05,-0.001775258225291898,-0.0017122919035423845,-0.0064405056881087219,0.00045641963400965452,-0.0069660701276954562,-0.0061437323343107586,-0.0046865599408263403,0.00049236679361342589,-0.0052537782241530717,-0.0043694452212978963
