case_id,gate_id,dt_id,V1_status,V1_failure_reasons,V1_g_D_raw,V2_g_D_floor,V2_peak_localization_class,V2_eta_global_max,V2_eta_interface_max,V2_eta_cell_max,V2_b_signed_max,V2_b_interface_max,V2_global_defect_gate,V2_interface_defect_gate,V2_material_cell_defect_gate,V2_signed_bias_gate,V2_signed_growth_gate,V2_QoI_status,V2_replay_alignment_status,V2_holdout_status,V2_holdout_eta_global,V2_holdout_eta_interface,V2_holdout_eta_cell_max,V2_holdout_b_signed,V2_holdout_b_interface,V2_numerical_contract_status,V2_status,physical_s_per_GPU_hour_V1,V2_run_wall_seconds,hard_numerical_pass,retry_efficiency_pass,persistent_failed_cells,max_mass_error,max_phase_kkt,observed_time_code,time_closure_error,time_roundoff_bound,retry_fraction,fallback_fraction,retry_wall_fraction,V2_vs_V1_D_bitwise_equal,V2_sum_A_vs_legacy_increment_relative_difference,V2_triangle_inequality_pass,observer_consistency_pass
V2_G12_dt32_5windows_holdout,G12,dt32,STRICT_REFERENCE,NONE,nan,1.0133354354746,PEAK_LOCALIZATION_STABLE,1.9144399881015166e-11,5.983217496895989e-12,3.917472425185705e-08,0.010766275180085447,0.060832165922307425,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,2.5082292075579392e-12,4.30989864247888e-12,2.1711940903239417e-08,0.0027713794852434557,0.0020516282721815913,PASS,FAIL_V2_MATERIAL_TRANSPORT_DEFECT,nan,2535.233140707016,True,True,,9.947598300641403e-13,1.0005563044757082e-10,7.812500000011303,1.1302958569103794e-11,2.77566164497145e-10,3.74999999999999967e-05,3.74999999999999967e-05,6.82563934511870547e-05,True,8.486516760566111e-16,True,True
V2_G9_dt4_5windows_holdout,G9,dt4,FAIL_PREREGISTERED_LOCAL_PEAK_DEFECT_RATE_GATE,LOCAL_DEFECT_RATE_GROWTH_GATE,2.791611414868852,5.660269623544879,PEAK_LOCALIZATION_WARNING,1.2634271165706875e-08,9.797781657774532e-09,0.0003032108167992316,1.1181747187008216e-05,0.17489127119825706,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,8.986670298924801e-09,6.9754311210831634e-09,0.00020862437666567692,1.6289499219003544e-07,0.0034306596418943866,PASS,FAIL_V2_MATERIAL_TRANSPORT_DEFECT,3083.0273511256078,375.7519762516022,True,True,,9.876544027065393e-13,1.0078504697474955e-10,7.812500000001241,1.240785252321075e-12,3.470140841344005e-11,2.00000000000000010e-04,2.00000000000000010e-04,1.70113316582191888e-04,True,1.3578315988219208e-15,True,True
