target_radius_nm,converged_iter,F_surf_hat,F_el_hat,F_chem_excess_hat,F_total_excess_hat,total_interface_sum,total_el_core_sum,projected_kkt_rms,mass_error_relative,energy_trace_sha256,run_log_sha256,profile_manifest_sha256,orientation_label,elastic_runtime_marker
11.5,3198,0.000265828135,0.00014112,-0.000357125193,4.98229415e-05,557.482004,154.947674,0.00041527029,0.0,066b864e423f2e942fde8baf3b7392d71e6a91ee41038037f40ba2fa34ce25fd,99ceb462bd8bf6b3d166a7b41df7d7fdf0f24d473bf42d69dfd765732b97dd6f,4da1c0a07b4d9095ad6cc946abfebe680829e206839c79c21a414ecf84f7098f,variant_100_identity,PASS
