target_radius_nm,converged_iter,F_surf_hat,F_el_hat,F_chem_excess_hat,F_total_excess_hat,total_interface_sum,total_el_core_sum,projected_kkt_rms,mass_error_relative,energy_trace_sha256,run_log_sha256,profile_manifest_sha256,case_source_root,case_source_profile_sha256,orientation_label,elastic_runtime_marker
8.0,6019,0.000299989999,0.000111607012,-0.000286972529,0.000124624482,265.411952,49.1788855,0.000449206943,3.53796028672398e-16,a992c8d175d4ac75e1b85675d215dae1cb28dc40d793de7e8ddca3136e0ae750,463cfeaf569bbbc36eb2fa637362ff5a7a008fdc667ae21fe63d74b7b9e66c86,10bfe6686f5cfa95a972f254d9df49df63fe42e6c6662021a4b4680539c8bc3d,/data/home/luozhiheng/tmp/pf_elastic_target_profile_cluster_full_minpt300_dt0p05_v12_20260730,10bfe6686f5cfa95a972f254d9df49df63fe42e6c6662021a4b4680539c8bc3d,variant_100_identity,PASS
8.5,6019,0.00033952228,0.000134609813,-0.000343665569,0.000130466524,300.387584,60.0766893,0.000477496638,2.2340821254451063e-16,986652cfa7a66be15f7117a60021b0606017698ccf1d8758c48375607e7e261a,311c5af389443b6422f902d15388777ca086df16fd578f23d8f161878ebede85,21ad93fb3252356bc8a741704e42eaf5690d97ff2a54691dab328c8a14d3296c,/data/home/luozhiheng/tmp/pf_elastic_target_profile_cluster_full_minpt300_dt0p05_v12_20260730,21ad93fb3252356bc8a741704e42eaf5690d97ff2a54691dab328c8a14d3296c,variant_100_identity,PASS
9.0,6019,0.000381553322,0.00016060604,-0.000407406031,0.000134753331,337.57396,72.4970819,0.000523355815,0.0,153c61cb1d4bbe5d3e6fd204cce3e62c6a0ee558832505a8e46e824dcd7ab3b4,dd3c4782c1254489c27e290215ec3153c319f2bcdfa22e9d0559379fbf93cbd8,206754573dc5609150e665efa1a1481df0a9f8dd654ad676d0e96996e81e55c0,/data/home/luozhiheng/tmp/pf_elastic_target_profile_cluster_full_minpt300_dt0p05_v12_20260730,206754573dc5609150e665efa1a1481df0a9f8dd654ad676d0e96996e81e55c0,variant_100_identity,PASS
9.5,6019,0.000426085601,0.000189790661,-0.000478608913,0.00013726735,376.97327,86.5585289,0.000529291725,0.0,cdfb765c4eb00f85207b9a9c1e77168d4c12dcbfa0776e117a46c148298c3355,0e4d1a01531e711894b6938a5ed75c970ae62035e4c7bc3b717a2ac364fcbd34,5cdb986073f7927597dad3ac2de91b4d5bd6369b68cb2d8919ada77d87cf7c1d,/data/home/luozhiheng/tmp/pf_elastic_target_profile_cluster_full_minpt300_dt0p05_v12_20260730,5cdb986073f7927597dad3ac2de91b4d5bd6369b68cb2d8919ada77d87cf7c1d,variant_100_identity,PASS
10.0,6019,0.000473168055,0.000222344603,-0.000557688335,0.000137824323,418.628812,102.350483,0.000589188446,1.8631802335437667e-16,6383095eecb58b44f910a0a12a042b35f68db0e3426fc0822c62605861ce65bc,fced41082f5a95d76bdc37f0daa16cbc3b1558790a1735d469ea9e0cd737e7dd,131ab22db23e1bb42889e4d0c4b866f2cf7d551f91423e2c4aabacbab04678f2,/data/home/luozhiheng/tmp/pf_elastic_target_profile_cluster_full_minpt300_dt0p05_v12_20260730,131ab22db23e1bb42889e4d0c4b866f2cf7d551f91423e2c4aabacbab04678f2,variant_100_identity,PASS
10.5,6019,0.000522770297,0.000258513056,-0.000645059435,0.000136223918,462.513701,120.04095,0.000606898746,1.7450337628251027e-16,e07ae845862bb8293a912ecff6ca992a9563b8eaaf439e2d206c4613cedb6f0d,52c4ea6e08d947dc23e49b777ece8c5281aa8d0301e1d9c40746580f77bd295d,83e0968e9c2f874e0767081b08c3603e23d6f633cb97cc9bddda0fd0daafde50,/data/home/luozhiheng/tmp/pf_elastic_target_profile_cluster_full_minpt300_dt0p05_v12_20260730,83e0968e9c2f874e0767081b08c3603e23d6f633cb97cc9bddda0fd0daafde50,variant_100_identity,PASS
11.0,6052,0.000574965921,0.000298446244,-0.000741136475,0.000132275691,508.693049,139.696642,0.000640146265,0.0,c452f386c5af21378c8a936b39de85aef090eb01508d9f72a57bcbc0def51656,66768349cbbe37808c058d9ae754e9eee1554b4a8f7101908a44698569cd4e51,5037e591881617cca8b2c961c374d7b6fbea027421af1cf90e203619a7eef434,/data/home/luozhiheng/tmp/pf_elastic_target_profile_cluster_full_minpt300_dt0p05_v12_20260730,5037e591881617cca8b2c961c374d7b6fbea027421af1cf90e203619a7eef434,variant_100_identity,PASS
11.5,6409,0.000629732268,0.000342427601,-0.000846334413,0.000125825456,557.146808,161.505386,0.000665190159,3.0454623131766526e-16,13c7bac14247caac86d03fda110d240d436fb87306d5bf744f682d3a51a4711a,b8d58a10f84d04b9630a260677eab863abc514d31de1c7a7a3631612ce041c0e,6af24421c53159fac4e887b38b9abfdbb263412011e3ed2d45fa82037e51db90,/data/home/luozhiheng/tmp/pf_elastic_target_profile_cluster_minpt314_dt0p05_R11p5_contract_v17_20260730,6af24421c53159fac4e887b38b9abfdbb263412011e3ed2d45fa82037e51db90,variant_100_identity,PASS
