diagnostic,time_s,time_h,N_beta_m3,Rbar_m,Rbar_cubed_m3,inverse_N_beta_m3,S_v_m_inv,f_beta,matrix_xB,inventory_relative_residual,config_label
N4_closed_coarsening_sanity,0.0,0.0,2e+22,4.288972625563025e-09,1.7953642339159793e-25,5e-23,6589015.51455171,0.015040808234102152,0.0066,0.0,synthetic_N4_qualification_not_physical_fit
N4_closed_coarsening_sanity,25000.0,6.944444444444445,1.9967673868215166e+22,4.190661101640879e-09,1.8323992202755238e-25,5.0080946163279164e-23,6597557.368720772,0.01532625977177776,0.006312018767291157,0.0,synthetic_N4_qualification_not_physical_fit
N4_closed_coarsening_sanity,50000.0,13.88888888888889,1.1668691468281887e+22,6.261208423419735e-09,3.153448209958339e-25,8.569941220214997e-23,6465501.919944825,0.015413329722748418,0.00622414396010765,0.0,synthetic_N4_qualification_not_physical_fit
N4_closed_coarsening_sanity,75000.0,20.833333333333332,1.0003303833068265e+22,7.171217223349644e-09,3.694068007774945e-25,9.996697258102525e-23,6468648.999305461,0.015478788130990703,0.006158070233201865,0.0,synthetic_N4_qualification_not_physical_fit
N4_closed_coarsening_sanity,100000.0,27.77777777777778,1.0000000604220066e+22,7.1766432031796185e-09,3.7005842889038426e-25,9.999999395779972e-23,6474700.560406583,0.015500972157946612,0.006135675679691552,0.0,synthetic_N4_qualification_not_physical_fit
N4_closed_coarsening_sanity,125000.0,34.72222222222222,1.0000000000043346e+22,7.177591531272773e-09,3.702129629944964e-25,9.999999999956654e-23,6476456.255362561,0.015507444330830148,0.006129141895669786,0.0,synthetic_N4_qualification_not_physical_fit
N4_closed_coarsening_sanity,150000.0,41.666666666666664,9.999999999999977e+21,7.177714659246657e-09,3.70239598308425e-25,1.0000000000000023e-22,6476722.257688094,0.015508560028183752,0.006128015568876897,0.0,synthetic_N4_qualification_not_physical_fit
