scenario,parameter_set,time_s,time_h,matrix_xB,g_number_density_m3,g_mean_radius_m,g_mean_radius_nm,g_mean_radius_cubed_m3,g_specific_surface_area_m_inv,g_volume_fraction,g_B_inventory_mol_m3,beta_number_density_m3,beta_mean_radius_m,beta_mean_radius_nm,beta_mean_radius_cubed_m3,beta_specific_surface_area_m_inv,beta_volume_fraction,beta_B_inventory_mol_m3,C_B_total_mol_m3,C_B_matrix_mol_m3,C_B_GP_mol_m3,C_B_beta_mol_m3,inventory_residual_mol_m3,inventory_relative_residual,matrix_Ag_at_fraction
effective_cnt,30,21600.0,6.0,0.007830537,215593.52995736228,2.648587166590176e-09,2.648587166590176,1.8769373017146e-26,1.9072986475273937e-11,1.6950171555008958e-20,3.931467303613973e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,3.931467303613973e-17,0.0,0.0,0.0,0.007799997913867769
effective_cnt,30,28800.0,8.0,0.007830537,284067.0648680968,2.631626082423728e-09,2.631626082423728,1.8579917012566683e-26,2.4890899435197052e-11,2.2108193808784922e-20,5.127832530728203e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,5.127832530728203e-17,0.0,0.0,0.0,0.007799997913867769
effective_cnt,30,57600.0,16.0,0.007830537,486577.9495651592,2.651789383543664e-09,2.651789383543664,1.9897657091880946e-26,4.394721774316688e-11,4.0554866433221086e-20,9.406402222373038e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,9.406402222373038e-17,0.0,0.0,0.0,0.007799997913867769
effective_cnt,30,86400.0,24.0,0.007830537,608066.4372288346,2.795149558826236e-09,2.795149558826236,2.5320082648664405e-26,6.257385387618748e-11,6.449183898998034e-20,1.495840649849461e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,1.495840649849461e-16,0.0,0.0,0.0,0.007799997913867769
effective_cnt,30,172800.0,48.0,0.007830537,890612.6916374175,3.6465546760753946e-09,3.6465546760753944,8.098632385853324e-26,1.769643670407856e-10,3.0212674716537847e-19,7.0076071157930125e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,7.0076071157930125e-16,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,1800.0,0.5,0.007830537,1.452452058377962e-65,5.7558271381731105e-09,5.75582713817311,1.9068867370076834e-25,6.046829306695237e-81,1.1601531239325088e-89,1.2829101723801378e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,1.2829101723801378e-86,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,3600.0,1.0,0.007830537,2.904904116755924e-65,5.756013064664192e-09,5.7560130646641925,1.90708630853771e-25,1.2094470995473077e-80,2.3205490871795025e-89,2.5660888791635193e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,2.5660888791635193e-86,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,7200.0,2.0,0.007830537,5.809808233511848e-65,5.756386079524869e-09,5.7563860795248685,1.9074870687972136e-25,2.41922032058272e-80,4.642073467244498e-89,5.133256248000546e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,5.133256248000546e-86,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,14400.0,4.0,0.007830537,1.1619616467023689e-64,5.757136764057192e-09,5.757136764057192,1.9082950962763194e-25,4.839754513962306e-80,9.288079776795414e-89,1.0270861476577181e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,1.0270861476577181e-85,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,21600.0,6.0,0.007830537,1.742942470053553e-64,5.757893667968145e-09,5.757893667968145,1.9091118725186771e-25,7.261621460214346e-80,1.3938082801801517e-88,1.5412886317365165e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,1.5412886317365165e-85,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,28800.0,8.0,0.007830537,2.32392329340474e-64,5.758663915073756e-09,5.758663915073757,1.9099452260439014e-25,9.684865240684696e-80,1.8592222621565267e-88,2.055948567160845e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,2.055948567160845e-85,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,57600.0,16.0,0.007830537,4.647846586809488e-64,5.7618231439880096e-09,5.76182314398801,1.9133867711722613e-25,1.9391983728843248e-79,3.7251448183650685e-88,4.119306393685774e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,4.119306393685774e-85,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,86400.0,24.0,0.007830537,6.971769880214099e-64,5.76505748940495e-09,5.76505748940495,1.916950050737304e-25,2.912234707505613e-79,5.598123173126373e-88,6.190466600388692e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,6.190466600388692e-85,0.0,0.0,0.0,0.007799997913867769
effective_cnt,31,172800.0,48.0,0.007830537,1.394353970166044e-63,5.7753285550156155e-09,5.775328555015616,1.9285579468224601e-25,5.846589455953797e-79,1.1264044029909068e-87,1.2455904630179463e-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,1.2455904630179463e-84,0.0,0.0,0.0,0.007799997913867769
effective_cnt,36,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,36,1800.0,0.5,0.005191513479731362,2.3585942988524885e+24,1.5141866814055526e-09,1.5141866814055525,3.835886040375867e-27,70379956.46270707,0.03789723720426954,69.14988266134701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,121.79690950622596,69.14988266134701,0.0,0.0,0.0,0.0051780724632354055
effective_cnt,36,3600.0,1.0,0.005025086782151079,2.2137578071877195e+24,1.5810740771104112e-09,1.5810740771104113,4.334224877806941e-27,71835403.46857996,0.040191124342741025,73.33546552082274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,117.61132664675023,73.33546552082274,0.0,0.0,0.0,0.0050124926768031625
effective_cnt,36,7200.0,2.0,0.005011253593467179,1.9249910470822158e+24,1.6722027327709928e-09,1.6722027327709927,5.007984119118293e-27,69273628.30447724,0.04038129722709419,73.68246793072161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,117.26432423685135,73.68246793072161,0.0,0.0,0.0,0.004998728645024606
effective_cnt,36,14400.0,4.0,0.005005708172580195,1.75331037892207e+24,1.720935697881582e-09,1.720935697881582,5.508733474676019e-27,67016417.86539573,0.0404575121921205,73.82153495189262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,117.12525721568035,73.82153495189262,0.0,0.0,0.0,0.004993210894289714
effective_cnt,36,21600.0,6.0,0.005003248615648899,1.6014399575731122e+24,1.7642287988452892e-09,1.7642287988452892,6.036185505316828e-27,64699684.2698106,0.04049131189077204,73.88320818635941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,117.06358398121355,73.88320818635941,0.0,0.0,0.0,0.004990763600112253
effective_cnt,36,28800.0,8.0,0.00499945660030331,1.4431572878563778e+24,1.818841633690192e-09,1.818841633690192,6.706842085383826e-27,62258614.96171021,0.04054341782077066,73.97828421857632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,116.96850794899665,73.97828421857632,0.0,0.0,0.0,0.004986990479070192
effective_cnt,36,57600.0,16.0,0.004985675362718198,9.435502000999885e+23,2.0548761048411778e-09,2.0548761048411777,1.0305996227692329e-26,53119998.19989559,0.040732737603397795,74.32373000090536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,116.62306216666762,74.32373000090536,0.0,2.842170943040401e-14,1.4884622625899578e-16,0.00497327778844729
effective_cnt,36,86400.0,24.0,0.0049709037024489935,6.086356236306142e+23,2.364013075757857e-09,2.364013075757857,1.6056651251806708e-26,45773396.66321838,0.040935580377251084,74.69385075496066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,116.25294141261229,74.69385075496066,0.0,-2.842170943040401e-14,1.4884622625899578e-16,0.004958579392119407
effective_cnt,36,172800.0,48.0,0.004946307227185777,2.8454050853892877e+23,3.065918978646423e-09,3.065918978646423,3.4628594308317127e-26,35881582.94446787,0.04127314612648712,75.30979623468899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,115.63699593288396,75.30979623468899,0.0,-2.842170943040401e-14,1.4884622625899578e-16,0.004934104428987382
effective_cnt,37,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,37,1800.0,0.5,0.007081552031758043,3.024984657808932e+23,2.1869773546123957e-09,2.1869773546123956,1.1604630468780628e-26,18885403.556892212,0.014704257560020063,20.803090376298133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,170.14370179127482,20.803090376298133,0.0,0.0,0.0,0.00705656631100956
effective_cnt,37,3600.0,1.0,0.006556242870159805,2.8086922302424344e+23,2.6850668315460004e-09,2.6850668315460005,2.1047037703487585e-26,26220089.904070318,0.024761887218827012,35.032287458127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,155.91450470944596,35.032287458127,0.0,0.0,0.0,0.0065348209335830175
effective_cnt,37,7200.0,2.0,0.006512209967418434,2.4494524526078893e+23,2.8208838251376597e-09,2.82088382513766,2.4946415537747503e-26,25425874.625790317,0.025595627144058976,36.21183473850699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,154.734957429066,36.21183473850699,0.0,0.0,0.0,0.00649107434788466
effective_cnt,37,14400.0,4.0,0.0064886412723565694,1.7934994946241103e+23,3.1013994655757418e-09,3.1013994655757418,3.4663533852130634e-26,22866552.834522396,0.02604130257719398,36.84236139217577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,154.1044307753972,36.84236139217577,0.0,0.0,0.0,0.006467658115664174
effective_cnt,37,21600.0,6.0,0.0064655247393443594,1.3357585474424705e+23,3.4182072477060924e-09,3.4182072477060923,4.732265806081852e-26,20835634.14143071,0.02647803193727492,37.460231441762566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,153.4865607258104,37.460231441762566,0.0,0.0,0.0,0.006444690586133327
effective_cnt,37,28800.0,8.0,0.006447317076983948,1.045374232664431e+23,3.7141790299763965e-09,3.7141790299763966,6.125289577445966e-26,19316559.1332762,0.02682174476215849,37.946504817372286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,153.00028735020067,37.946504817372286,0.0,-2.842170943040401e-14,1.4884622625899578e-16,0.006426599913299967
effective_cnt,37,57600.0,16.0,0.006405716033625322,5.495104496486276e+22,4.631083861947162e-09,4.631083861947162,1.1993372643648057e-25,15847340.766876472,0.02760615312425149,39.05625945693413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,151.89053271063884,39.05625945693413,0.0,0.0,0.0,0.006385264936633553
effective_cnt,37,86400.0,24.0,0.006384926384473595,3.7267641771440724e+22,5.290863128665682e-09,5.290863128665682,1.7935005021941368e-25,14043985.159351826,0.027997678628629324,39.61017660772884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,151.33661555984412,39.61017660772884,0.0,0.0,0.0,0.006364607608948995
effective_cnt,37,172800.0,48.0,0.006355350946348268,1.906229490216769e+22,6.653008133785671e-09,6.653008133785671,3.5760617390796386e-25,11371432.888188757,0.02855412138402129,40.39741315349835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,150.54937901407462,40.39741315349835,0.0,0.0,0.0,0.0063352196741724804
effective_cnt,39,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,39,1800.0,0.5,0.007830536966651298,4.776167453363949e+16,2.4170314905981294e-09,2.4170314905981294,1.4123164362471113e-26,3.5065703550533205,2.8255315923006404e-09,1.3527306753810746e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.9467908148423,1.3527306753810746e-06,0.0,0.0,0.0,0.007799997880778678
effective_cnt,39,3600.0,1.0,0.007830536933854505,9.552315792230285e+16,2.409844787199497e-09,2.409844787199497,1.4006325512301054e-26,6.972953701852713,5.604301560189678e-09,2.683074100184385e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94678948449885,2.683074100184385e-06,0.0,-2.842170943040401e-14,1.4884622625899578e-16,0.007799997848237201
effective_cnt,39,7200.0,2.0,0.00783053687084103,1.9103680518162646e+17,2.3878344498915907e-09,2.387834449891591,1.3675403058155857e-26,13.70880240261498,1.0943236651647449e-08,5.239103306073704e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94678692846966,5.239103306073704e-06,0.0,0.0,0.0,0.0077999977857142735
effective_cnt,39,14400.0,4.0,0.007830536762632364,3.696864200710399e+17,2.3317864807618684e-09,2.3317864807618682,1.2987352065480232e-26,25.47769642043619,2.01114193000272e-08,9.628394843197028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94678253917812,9.628394843197028e-06,0.0,0.0,0.0,0.007799997678347989
effective_cnt,39,21600.0,6.0,0.00783053668247637,4.954229542153273e+17,2.3153170681611024e-09,2.3153170681611024,1.2963806243466128e-26,33.88698085926826,2.6902786522542927e-08,1.2879779748858026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94677928779322,1.2879779748858026e-05,0.0,0.0,0.0,0.007799997598815991
effective_cnt,39,28800.0,8.0,0.007830536613731152,5.737810820412372e+17,2.3353419126412865e-09,2.3353419126412867,1.3616831412096294e-26,40.21747925702803,3.272735406902393e-08,1.566830676884386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.9467764992662,1.566830676884386e-05,0.0,0.0,0.0,0.0077999975306059415
effective_cnt,39,57600.0,16.0,0.007830536102124464,7.438111460922401e+17,2.6227868529862035e-09,2.6227868529862035,2.4416647827091293e-26,70.5863015266376,7.607418888444695e-08,3.6420717853285224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94675574685513,3.6420717853285224e-05,0.0,2.842170943040401e-14,1.4884622625899578e-16,0.007799997022982003
effective_cnt,39,86400.0,24.0,0.00783053455119763,8.838048642627324e+17,3.1283631517987554e-09,3.1283631517987556,5.604409687361543e-26,132.85655333974938,2.074793467206923e-07,9.933128250340343e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94669283629045,9.933128250340343e-05,0.0,0.0,0.0,0.007799995484128801
effective_cnt,39,172800.0,48.0,0.007830515948208912,1.2995794869058642e+18,5.112319387289159e-09,5.112319387289158,3.27655939449221e-25,604.7319301407128,1.783649439968337e-06,0.0008539268568598326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94593824071612,0.0008539268568598326,0.0,0.0,0.0,0.00779997702596019
effective_cnt,40,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,40,1800.0,0.5,0.007797662864782966,1.9304223562778344e+23,1.325949479087776e-09,1.325949479087776,2.5831350852279913e-27,4404167.109217375,0.002088757710332024,1.1987993769274667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,189.7479927906455,1.1987993769274667,0.0,0.0,0.0,0.00776737916275591
effective_cnt,40,3600.0,1.0,0.007703619474761216,1.1397705343779467e+23,2.2499495055257476e-09,2.2499495055257475,1.679043540939486e-26,8341144.384876545,0.008016189828279317,4.6007267017800695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,186.3460654657929,4.6007267017800695,0.0,0.0,0.0,0.0076740604539793315
effective_cnt,40,7200.0,2.0,0.007549431591346251,5.969121875914235e+22,3.946672967353821e-09,3.9466729673538214,7.032465077998737e-26,12258422.774800174,0.017583553202176267,10.091717444618878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,180.8550747229541,10.091717444618878,0.0,0.0,0.0,0.007521041796078675
effective_cnt,40,14400.0,4.0,0.007510782657877927,4.471921295449509e+22,4.491384227551081e-09,4.491384227551081,1.065178685796579e-25,12014454.427387124,0.019952863358328236,11.451534107362116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,179.49525806021086,11.451534107362116,0.0,0.0,0.0,0.007482682257809743
effective_cnt,40,21600.0,6.0,0.007500412022229087,3.4536707234310207e+22,4.9273994021669005e-09,4.9273994021669,1.4230385605574254e-25,11215459.372148527,0.02058667492793641,11.815297176183977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,179.131494991389,11.815297176183977,0.0,0.0,0.0,0.007472389023993919
effective_cnt,40,28800.0,8.0,0.007492725131994386,2.7951509703670823e+22,5.316262363033786e-09,5.316262363033786,1.7983768941676835e-25,10590229.915617144,0.021055937998382394,12.08462103011067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,178.8621711374623,12.08462103011067,0.0,0.0,0.0,0.007464759436676646
effective_cnt,40,57600.0,16.0,0.0074746762703690045,1.5736322831500735e+22,6.528518220389647e-09,6.528518220389647,3.3612404837752156e-25,9022037.88817916,0.02215600485055036,12.715981695081185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,178.23081047249178,12.715981695081185,0.0,0.0,0.0,0.007446844892963728
effective_cnt,40,86400.0,24.0,0.007465229056111832,1.0963176917825906e+22,7.420801951745968e-09,7.420801951745968,4.9498279091512395e-25,8129371.849056972,0.022730821519624213,13.0458858583667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,177.90090630920628,13.0458858583667,0.0,0.0,0.0,0.007437467855542286
effective_cnt,40,172800.0,48.0,0.0074514695072013274,5.784307548850748e+21,9.286565044281606e-09,9.286565044281605,9.726596545790148e-25,6723926.6562151,0.023566814715876946,13.52568689887325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,177.4211052686997,13.52568689887325,0.0,0.0,0.0,0.007423810358942874
effective_cnt,44,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,44,1800.0,0.5,0.006368570030930562,2.055402315805737e+25,1.6276958995968967e-09,1.6276958995968966,4.674531005829437e-27,703377092.5929049,0.4024607160809286,98.15080163206352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,92.79599053550945,98.15080163206352,0.0,0.0,0.0,0.006348355059043197
effective_cnt,44,3600.0,1.0,0.006300566479310966,1.0022810011160962e+25,2.0432539588632514e-09,2.0432539588632515,9.847723436460527e-27,552724868.308696,0.41344138874409525,100.82873212635896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,90.11806004121401,100.82873212635896,0.0,0.0,0.0,0.006280780242580805
effective_cnt,44,7200.0,2.0,0.006237398615944361,4.5723331017058717e+24,2.653191458261354e-09,2.653191458261354,2.210075864461689e-26,429235582.290021,0.42328575479324787,103.22954388431823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,87.71724828325473,103.22954388431823,0.0,0.0,0.0,0.00621800652330317
effective_cnt,44,14400.0,4.0,0.00619318775344205,2.1989791710470446e+24,3.3906803632236056e-09,3.3906803632236056,4.6680987287513595e-26,338767234.1689247,0.42998148736892333,104.86247722056045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,86.08431494701252,104.86247722056045,0.0,0.0,0.0,0.006174069168659925
effective_cnt,44,21600.0,6.0,0.006172984357307844,1.4531217268672807e+24,3.8963139381346746e-09,3.8963139381346745,7.113561082716362e-26,296124199.82344335,0.4329898049401339,105.59613585947906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,85.3506563080939,105.59613585947906,0.0,0.0,0.0,0.006153990114950536
effective_cnt,44,28800.0,8.0,0.0061605269592717934,1.0870259078099401e+24,4.294951449037191e-09,4.294951449037191,9.549704938852278e-26,269419600.41302794,0.43482895677240135,106.04466218626676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,84.9021299813062,106.04466218626676,0.0,0.0,0.0,0.006141609184793677
effective_cnt,44,57600.0,16.0,0.006135535909086936,5.440918316746175e+23,5.417513217356925e-09,5.417513217356925,1.923940879328807e-25,214901464.58673954,0.4384827752258447,106.93574346673485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,84.01104870083812,106.93574346673485,0.0,0.0,0.0,0.0061167710747983915
effective_cnt,44,86400.0,24.0,0.00612357294916458,3.639071295321316e+23,6.199750981556182e-09,6.199750981556182,2.887924353741994e-25,188357955.5829153,0.440215151960179,107.35822983225991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,83.58856233531306,107.35822983225991,0.0,0.0,0.0,0.00610488110676296
effective_cnt,44,172800.0,48.0,0.006106660353065243,1.8327735671457298e+23,7.8017238049692e-09,7.801723804969201,5.765795759104964e-25,150339832.37464347,0.44264613487361004,107.95108998524718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,82.99570218232579,107.95108998524718,0.0,0.0,0.0,0.006088071460757226
effective_cnt,47,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,47,1800.0,0.5,0.007788639568781368,5.50532184685846e+22,1.2478424990007802e-09,1.2478424990007801,2.001004408512688e-27,1087962.8417994843,0.00046144438753977,1.1093041828431633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,189.8374879847298,1.1093041828431633,0.0,0.0,0.0,0.007758425777779237
effective_cnt,47,3600.0,1.0,0.00767285130742384,1.1003972848749336e+23,1.508347615298601e-09,1.5083476152986008,3.762986491112241e-27,3247504.654320726,0.0017344859197786467,4.169673611486273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,186.7771185560867,4.169673611486273,0.0,0.0,0.0,0.007643527482505105
effective_cnt,47,7200.0,2.0,0.0072579075401096324,2.193763377137584e+23,1.7917703184353729e-09,1.7917703184353728,6.823325254325025e-27,9397744.337077131,0.006270099967758393,15.073209922787731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,175.87358224478524,15.073209922787731,0.0,0.0,0.0,0.007231664165173655
effective_cnt,47,14400.0,4.0,0.006488868033235545,4.197791118197109e+23,1.8375579514330335e-09,1.8375579514330336,8.285046619071481e-27,19731175.338130753,0.014568149517587219,35.021574934100386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,155.92521723347258,35.021574934100386,0.0,0.0,0.0,0.006467883412277235
effective_cnt,47,21600.0,6.0,0.0063180964112365115,4.538018402301813e+23,1.8525773181341408e-09,1.8525773181341407,8.623387871620025e-27,21797957.364531323,0.016392031601976977,39.40615535128422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,151.54063681628875,39.40615535128422,0.0,0.0,0.0,0.006298200093532413
effective_cnt,47,28800.0,8.0,0.006300854463853967,4.0517683348857324e+23,1.9609977485179333e-09,1.9609977485179333,9.766555059224316e-27,21454215.92058859,0.016575804584355903,39.84794236517208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,151.09884980240088,39.84794236517208,0.0,0.0,0.0,0.0062810664211552176
effective_cnt,47,57600.0,16.0,0.006289846797124965,3.2838442705460886e+23,2.148795390234817e-09,2.148795390234817,1.213572336519068e-26,20463582.55530799,0.016693093689086558,40.129903307796894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,150.81688885977607,40.129903307796894,0.0,0.0,0.0,0.006270127725728346
effective_cnt,47,86400.0,24.0,0.006286474943833114,2.931026001939266e+23,2.248828707655084e-09,2.248828707655084,1.3625803266495517e-26,19858563.35077881,0.0167290159285628,40.21625973900315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,150.7305324285698,40.21625973900315,0.0,-2.842170943040401e-14,1.4884622625899578e-16,0.006266776975615217
effective_cnt,47,172800.0,48.0,0.0062815703109152035,2.3861491175765043e+23,2.4266244381232595e-09,2.4266244381232593,1.678952676135302e-26,18691247.32375527,0.01678126304167958,40.34186087900386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,150.6049312885691,40.34186087900386,0.0,0.0,0.0,0.0062619030188686255
effective_cnt,50,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,50,1800.0,0.5,0.005937562866066347,2.587327056954432e+24,1.7904154138974953e-09,1.7904154138974953,6.4301097522684714e-27,108373366.19788699,0.06968805206644765,56.24987988226709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,134.69691228530587,56.24987988226709,0.0,0.0,0.0,0.005919987716449965
effective_cnt,50,3600.0,1.0,0.005752958611554043,1.0471874697244657e+24,2.4511419768421135e-09,2.4511419768421137,1.731874921494606e-26,83702165.02635866,0.07596780352054083,61.31868657880702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,129.62810558876595,61.31868657880702,0.0,0.0,0.0,0.005736457809376908
effective_cnt,50,7200.0,2.0,0.005639011763300801,4.787012913734455e+23,3.217116836384456e-09,3.2171168363844562,3.979785606124155e-26,66340238.30246779,0.07980183637530593,64.41339049361247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,126.53340167396048,64.41339049361247,0.0,-2.842170943040401e-14,1.4884622625899578e-16,0.005623157238393705
effective_cnt,50,14400.0,4.0,0.005562670289732905,2.3337993786290357e+23,4.119951183520634e-09,4.119951183520634,8.424151953546886e-26,53212458.9242431,0.08235279077828177,66.47243611904784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,124.47435604852514,66.47243611904784,0.0,2.842170943040401e-14,1.4884622625899578e-16,0.005547241551847687
effective_cnt,50,21600.0,6.0,0.005528127903893975,1.553892520529423e+23,4.735586792740288e-09,4.735586792740288,1.2828896251266442e-25,46863786.81215759,0.08350238471693025,67.40035014512367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,123.5464420224493,67.40035014512367,0.0,0.0,0.0,0.0055128899235851415
