target_identity,target_kappa,target_uncertainty,equivalent_mode,matrix_xAg,N_6h_m-3,root_exists,radius_nm,kappa_W_mK,absolute_mismatch_W_mK,omega50_rad_s,sigma_long_over_short_at_omega50,branch,reachable_kappa_min_W_mK,reachable_kappa_max_W_mK,closest_radius_nm,minimum_absolute_mismatch_W_mK
T1_YU_AQ_TWO_POPULATION_300K,1.66666248947741,0.0,E1,0.0069,1.68e+24,False,,,,,,NO_ROOT,0.0009839911077798669,2.3626489561500494,3.8000000000000016,0.00033264155016166086
T1_YU_AQ_TWO_POPULATION_300K,1.66666248947741,0.0,E2,0.0062,1.68e+24,False,,,,,,NO_ROOT,0.000984011325711727,2.3892154836195583,3.8200000000000016,0.003448560470413309
T2_TAILORING_AQ_FIG5C_EXTRAPOLATED_300K,1.254520133173364,0.015,E1,0.0069,1.68e+24,False,,,,,,NO_ROOT,0.0009839911077798669,2.3626489561500494,4.7600000000000025,0.002727271701279843
T2_TAILORING_AQ_FIG5C_EXTRAPOLATED_300K,1.254520133173364,0.015,E2,0.0062,1.68e+24,False,,,,,,NO_ROOT,0.000984011325711727,2.3892154836195583,4.780000000000003,0.0038050967978819905
T3_LITERAL_ENVELOPE_MIN,0.784067517601117,0.0,E1,0.0069,1.68e+24,False,,,,,,NO_ROOT,0.0009839911077798669,2.3626489561500494,6.380000000000004,0.00047630179799162953
T3_LITERAL_ENVELOPE_MIN,0.784067517601117,0.0,E2,0.0062,1.68e+24,False,,,,,,NO_ROOT,0.000984011325711727,2.3892154836195583,6.400000000000004,0.00010369630113959971
T3_LITERAL_ENVELOPE_MAX,2.36264889968699,0.0,E1,0.0069,1.68e+24,False,,,,,,NO_ROOT,0.0009839911077798669,2.3626489561500494,0.17999999999999997,9.311929005662023e-10
T3_LITERAL_ENVELOPE_MAX,2.36264889968699,0.0,E2,0.0062,1.68e+24,False,,,,,,NO_ROOT,0.000984011325711727,2.3892154836195583,1.6399999999999992,3.565318528409023e-05
