particle_count,target_h_volume_nm3,relative_h_volume_tolerance,absolute_h_volume_tolerance_nm3,nearest_ideal_lattice_q3_sum,target_fractional_lattice_coordinate,nearest_ideal_lattice_distance_nm3,minimum_profile_correction_nm3,maximum_profile_correction_nm3,rigorous_lower_bound_absolute_h_volume_error_nm3,lower_bound_relative_h_volume_error,integer_histogram_can_meet_requested_tolerance,status
256,1531490.9025410344,1e-10,0.00015314909025410345,23399457,0.35420868173241615,0.023182904114946723,4.9694208428263664e-06,5.109165795147419e-05,0.02313181245699525,1.510411352663942e-08,False,BLOCKED_INTEGER_LATTICE_MISMATCH
512,1531490.9025410344,1e-10,0.00015314909025410345,23399457,0.35420868173241615,0.023182904114946723,9.938841685652733e-06,0.00010218331590294838,0.023080720799043775,1.5070752794383874e-08,False,BLOCKED_INTEGER_LATTICE_MISMATCH
640,1531490.9025410344,1e-10,0.00015314909025410345,23399457,0.35420868173241615,0.023182904114946723,1.2423552107065916e-05,0.00012772914487868547,0.023055174970068038,1.50540724282561e-08,False,BLOCKED_INTEGER_LATTICE_MISMATCH
704,1531490.9025410344,1e-10,0.00015314909025410345,23399457,0.35420868173241615,0.023182904114946723,1.3665907317772508e-05,0.00014050205936655402,0.02304240205558017,1.5045732245192214e-08,False,BLOCKED_INTEGER_LATTICE_MISMATCH
