target_identity,target_kappa,equivalent_mode,matrix_xAg,N_6h_m-3,radius_nm,branch,mean_separation_nm,spherical_volume_fraction,interface_area_density_m-1,M6_m3,equivalent_count_246cube,equivalent_count_512cube,diameter_over_separation,overlap_status,inventory_status,pf_resolution_status,profile_library_status,integer_population_246_status,interpretation
T1_YU_AQ_TWO_POPULATION_300K,1.66666248947741,E1,0.0069,1.68e+24,3.7992686084558964,GEOMETRIC_SIDE,8.41195432869988,0.3859205356043274,304732759.4148498,5.052534380497595e-27,25010.052480000002,225485.78304000007,0.9033022434497924,NO_GEOMETRIC_SPHERE_OVERLAP,INVENTORY_OR_OBJECT_DEFINITION_CONFLICT,BELOW_PF_RESOLVED_RANGE,OUTSIDE_CURRENT_PROFILE_LIBRARY,AT_LEAST_ONE_EXPECTED,SCATTERING_EQUIVALENT_RADIUS_NOT_MATERIAL_INVENTORY_EQUIVALENT
T1_YU_AQ_TWO_POPULATION_300K,1.66666248947741,E2,0.0062,1.68e+24,3.8274979925877433,GEOMETRIC_SIDE,8.41195432869988,0.3945870298547642,309278043.2169372,5.282008689056946e-27,25010.052480000002,225485.78304000007,0.910013973691963,NO_GEOMETRIC_SPHERE_OVERLAP,INVENTORY_OR_OBJECT_DEFINITION_CONFLICT,BELOW_PF_RESOLVED_RANGE,OUTSIDE_CURRENT_PROFILE_LIBRARY,AT_LEAST_ONE_EXPECTED,SCATTERING_EQUIVALENT_RADIUS_NOT_MATERIAL_INVENTORY_EQUIVALENT
T2_TAILORING_AQ_FIG5C_EXTRAPOLATED_300K,1.254520133173364,E1,0.0069,1.68e+24,4.767156877729578,GEOMETRIC_SIDE,8.41195432869988,0.7623883001097916,479775463.4453454,1.9718139979173056e-26,25010.052480000002,225485.78304000007,1.133424336712102,SERIOUS_SPHERICAL_OVERLAP,INVENTORY_OR_OBJECT_DEFINITION_CONFLICT,BELOW_PF_RESOLVED_RANGE,OUTSIDE_CURRENT_PROFILE_LIBRARY,AT_LEAST_ONE_EXPECTED,SCATTERING_EQUIVALENT_RADIUS_NOT_MATERIAL_INVENTORY_EQUIVALENT
T2_TAILORING_AQ_FIG5C_EXTRAPOLATED_300K,1.254520133173364,E2,0.0062,1.68e+24,4.789960306055731,GEOMETRIC_SIDE,8.41195432869988,0.7733812423391123,484376399.54637694,2.029087467835565e-26,25010.052480000002,225485.78304000007,1.1388460086411452,SERIOUS_SPHERICAL_OVERLAP,INVENTORY_OR_OBJECT_DEFINITION_CONFLICT,BELOW_PF_RESOLVED_RANGE,OUTSIDE_CURRENT_PROFILE_LIBRARY,AT_LEAST_ONE_EXPECTED,SCATTERING_EQUIVALENT_RADIUS_NOT_MATERIAL_INVENTORY_EQUIVALENT
T3_LITERAL_ENVELOPE_MIN,0.784067517601117,E1,0.0069,1.68e+24,6.377769808059098,GEOMETRIC_SIDE,8.41195432869988,1.8255948915250941,858730377.4518,1.1306347342300756e-25,25010.052480000002,225485.78304000007,1.516358638871693,SERIOUS_SPHERICAL_OVERLAP,INVENTORY_OR_OBJECT_DEFINITION_CONFLICT,BELOW_PF_RESOLVED_RANGE,OUTSIDE_CURRENT_PROFILE_LIBRARY,AT_LEAST_ONE_EXPECTED,SCATTERING_EQUIVALENT_RADIUS_NOT_MATERIAL_INVENTORY_EQUIVALENT
T3_LITERAL_ENVELOPE_MIN,0.784067517601117,E2,0.0062,1.68e+24,6.4004857013898455,GEOMETRIC_SIDE,8.41195432869988,1.8451712797175472,864858402.5350797,1.1550129989519648e-25,25010.052480000002,225485.78304000007,1.5217594987535032,SERIOUS_SPHERICAL_OVERLAP,INVENTORY_OR_OBJECT_DEFINITION_CONFLICT,BELOW_PF_RESOLVED_RANGE,OUTSIDE_CURRENT_PROFILE_LIBRARY,AT_LEAST_ONE_EXPECTED,SCATTERING_EQUIVALENT_RADIUS_NOT_MATERIAL_INVENTORY_EQUIVALENT
T3_LITERAL_ENVELOPE_MAX,2.36264889968699,E1,0.0069,1.68e+24,0.1795243835449218,RAYLEIGH_SIDE,8.41195432869988,4.0716292288908396e-05,680402.7088396059,5.624060014338195e-35,25010.052480000002,225485.78304000007,0.042683156976357106,NO_GEOMETRIC_SPHERE_OVERLAP,BELOW_3_PERCENT_SPHERICAL_FRACTION,BELOW_PF_RESOLVED_RANGE,OUTSIDE_CURRENT_PROFILE_LIBRARY,AT_LEAST_ONE_EXPECTED,SCATTERING_EQUIVALENT_RADIUS_NOT_MATERIAL_INVENTORY_EQUIVALENT
T3_LITERAL_ENVELOPE_MAX,2.36264889968699,E2,0.0062,1.68e+24,1.6395698071899818,RAYLEIGH_SIDE,8.41195432869988,0.031016131370375007,56751712.37179486,3.2635386066190147e-29,25010.052480000002,225485.78304000007,0.3898189988017654,NO_GEOMETRIC_SPHERE_OVERLAP,INVENTORY_OR_OBJECT_DEFINITION_CONFLICT,BELOW_PF_RESOLVED_RANGE,OUTSIDE_CURRENT_PROFILE_LIBRARY,AT_LEAST_ONE_EXPECTED,SCATTERING_EQUIVALENT_RADIUS_NOT_MATERIAL_INVENTORY_EQUIVALENT
