snapshot_id,replicate,step,registered_age_h,age_h,elapsed_physical_time_s,particle_count,box_volume_nm3,Nv_nm-3,mean_radius_nm,Sv_nm-1,M6_nm3,beta_volume_fraction,matrix_xAg,matrix_xB,matrix_xAg_source_column,matrix_xB_source_column,matrix_observation_contract,full_psd_canonical_sha256
B_step_000000,B,0,6.0,6.0,0.0,96,14886936.0,6.448607020276033e-06,9.541610377537319,0.007426170620976416,5.357830574247023,0.023929618199627172,0.0062032544917148096,0.0062225546123188796,far_field_matrix_xAg,far_field_matrix_xB,production registered far-field matrix observation,9c6fb6633c600655948920de9421d4fa19cc2c662cd781d38ee45beed3464c15
B_step_021798,B,21798,12.0,12.0,21600.207026290725,26,14886936.0,1.7464977346580923e-06,14.400873830734051,0.004653133544132633,20.36025429369112,0.023261207225661194,0.006877363584316807,0.006901096127078673,far_field_matrix_xAg,far_field_matrix_xB,production registered far-field matrix observation,bdc625963225fbb3ce0f331cfe571cfaa85d8d76a95870b115d2f6ea75a24486
B_step_043596,B,43596,18.0,18.0,43200.41405258145,16,14886935.999999998,1.0747678367126722e-06,16.98230429217645,0.003980398882048383,33.65392780798587,0.02345796456185307,0.00667776504527507,0.0067001367263468834,far_field_matrix_xAg,far_field_matrix_xB,production registered far-field matrix observation,8b1fac2853fe060d8e2e01378aaa4f5d4559129c28d55f638eff9fca9727f423
B_step_065393,B,65393,24.0,24.0,64799.63015277684,13,14886936.0,8.732488673290461e-07,17.921446966173246,0.0036761200961275826,43.395881692890214,0.023532755387263796,0.006602755876704542,0.006624627850826989,far_field_matrix_xAg,far_field_matrix_xB,production registered far-field matrix observation,f822b52f68758f7ab3aa7e98d1371a69b926ddd74a4b8b24be112100c632486e
B_step_108989,B,108989,36.0,36.0,108000.0442053583,9,14886935.999999998,6.045569081508781e-07,20.698668111447912,0.0033142431953391365,60.200735237460016,0.023665039522111804,0.006468631313237943,0.006489621489145073,far_field_matrix_xAg,far_field_matrix_xB,production registered far-field matrix observation,44841e3c336f1350853b10d35a6fd4b555da45f4b360bf4fda7e21422154712e
B_step_152585,B,152585,48.0,48.0,151200.45825793975,8,14886935.999999998,5.373839183563361e-07,20.10153948446456,0.003018791134043532,87.06737420255713,0.023661711537232476,0.006474212975184828,0.006495241781736361,far_field_matrix_xAg,far_field_matrix_xB,production registered far-field matrix observation,aba442a9cb3a4792fb00e9d17d7085a1ae7d47f694852496799174eb56b6c282
