step,time_code,dt,phi_rhs_total_explicit_signed_mean,phi_rhs_total_explicit_abs_mean,phi_rhs_total_explicit_abs_max,phi_rhs_total_explicit_rms,phi_rhs_chem_signed_mean,phi_rhs_chem_abs_mean,phi_rhs_chem_abs_max,phi_rhs_chem_rms,phi_rhs_double_well_signed_mean,phi_rhs_double_well_abs_mean,phi_rhs_double_well_abs_max,phi_rhs_double_well_rms,phi_rhs_elastic_signed_mean,phi_rhs_elastic_abs_mean,phi_rhs_elastic_abs_max,phi_rhs_elastic_rms,phi_update_explicit_est_signed_mean,phi_update_explicit_est_abs_mean,phi_update_explicit_est_abs_max,phi_update_explicit_est_rms,dphi_actual_signed_mean,dphi_actual_abs_mean,dphi_actual_abs_max,dphi_actual_rms,eta_rhs_total_explicit_signed_mean,eta_rhs_total_explicit_abs_mean,eta_rhs_total_explicit_abs_max,eta_rhs_total_explicit_rms,eta_rhs_bulk_signed_mean,eta_rhs_bulk_abs_mean,eta_rhs_bulk_abs_max,eta_rhs_bulk_rms,eta_rhs_double_well_signed_mean,eta_rhs_double_well_abs_mean,eta_rhs_double_well_abs_max,eta_rhs_double_well_rms,eta_rhs_elastic_signed_mean,eta_rhs_elastic_abs_mean,eta_rhs_elastic_abs_max,eta_rhs_elastic_rms,eta_update_explicit_est_signed_mean,eta_update_explicit_est_abs_mean,eta_update_explicit_est_abs_max,eta_update_explicit_est_rms,deta_actual_signed_mean,deta_actual_abs_mean,deta_actual_abs_max,deta_actual_rms,phi_grad_denom_min,phi_grad_denom_max,phi_grad_denom_mean,phi_grad_denom_at_kmax,eta_grad_denom_min,eta_grad_denom_max,eta_grad_denom_mean,eta_grad_denom_at_kmax,eta_rhs_total_absmax_over_phi_rhs_total_absmax,eta_rhs_bulk_absmax_over_phi_chem_absmax,eta_rhs_dw_absmax_over_phi_dw_absmax,eta_rhs_elastic_absmax_over_phi_elastic_absmax,eta_Ldt_rhs_absmax_over_phi_Ldt_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,eta_Ldt_dw_absmax_over_phi_Ldt_dw_absmax,eta_Ldt_elastic_absmax_over_phi_Ldt_elastic_absmax,deta_absmax_over_dphi_absmax,deta_absmean_over_dphi_absmean,deta_rms_over_dphi_rms,phi_damping_stronger_than_eta,phi_actual_over_explicit_est_absmax,eta_actual_over_explicit_est_absmax,corr_abs_deta_abs_dxB,corr_abs_deta_abs_dY,corr_abs_deta_local_xB,corr_abs_deta_eta_before,corr_abs_deta_phi_before,max_abs_deta_idx,max_abs_deta_i,max_abs_deta_j,max_abs_deta_k,max_abs_deta_value,max_abs_deta_eta_before,max_abs_deta_phi_before,max_abs_deta_xB_before,max_abs_deta_Y_before,max_abs_deta_eta_rhs_bulk,max_abs_deta_eta_rhs_dw,max_abs_deta_eta_rhs_total,max_abs_deta_dxB,max_abs_dphi_idx,max_abs_dphi_i,max_abs_dphi_j,max_abs_dphi_k,max_abs_dphi_value,max_abs_dphi_eta_before,max_abs_dphi_phi_before,max_abs_dphi_xB_before,max_abs_dphi_Y_before,max_abs_dphi_phi_rhs_chem,max_abs_dphi_phi_rhs_dw,max_abs_dphi_phi_rhs_total,max_abs_dphi_dxB,xB_min_after,xB_max_after,xBtot_rel_delta,eta_far_field_max,xB_clip_low_count,xB_clip_high_count,nan_inf_flag,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
141,1.4100000000e-02,1.0000000000e-04,-9.2737841540e-02,1.3407607965e-01,1.4794754277e+00,2.6500028065e-01,-2.1190092269e-01,2.1190092269e-01,1.4168700220e+00,3.3982134802e-01,1.1916308115e-01,1.1933292197e-01,1.9245007683e-01,1.2841083382e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2218362519e-05,3.2122280327e-05,3.5445639930e-04,6.3489425732e-05,2.2218362519e-05,2.3740288006e-05,2.1507287546e-04,2.9261812938e-05,-1.1440539291e+01,1.1440557509e+01,2.8656612297e+03,1.4965757470e+02,-1.1441169998e+01,1.1441169998e+01,2.8656848016e+03,1.4965829503e+02,6.3070654948e-04,3.0448109125e-03,3.7755002990e-01,2.7679774421e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4336911992e-06,5.4336998516e-06,1.3610475702e-03,7.1079957496e-05,5.6543817208e-06,5.8529284673e-06,1.3423924595e-03,7.0896151864e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9369441195e+03,2.0225460043e+03,1.9618076340e+00,nan,3.8398166118e+00,4.0095146097e+00,3.8891062815e-03,nan,6.2415702427e+00,2.4653990996e-01,2.4228215802e+00,4.1909914012e+00,6.0676821151e-01,9.8629356454e-01,-1.1286641523e-01,-1.1747334662e-01,-5.3356189224e-03,5.6521293656e-01,3.1440436879e-01,493770,53,55,42,1.3423924595e-03,5.3946555321e-01,4.8269994355e-01,2.8014695622e-02,-3.5466114692e+00,-2.8092478533e+03,-7.6941464818e-02,-2.8093247948e+03,-4.1525632030e-06,447024,48,48,48,-2.1507287546e-04,1.0000000000e+00,5.6363620176e-01,6.1100197904e-02,-2.7321936613e+00,-1.4168700220e+00,-6.2605405723e-02,-1.4794754277e+00,1.0956733169e-04,2.7635761154e-02,6.1209765236e-02,1.0739824409e-05,1.5634480616e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
142,1.4200000000e-02,1.0000000000e-04,-9.2754889644e-02,1.3409483694e-01,1.4800699143e+00,2.6502425052e-01,-2.1193464028e-01,2.1193464028e-01,1.4176691653e+00,3.3985194880e-01,1.1917975064e-01,1.1934869495e-01,1.9245006616e-01,1.2842272813e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2222446946e-05,3.2126774244e-05,3.5459882786e-04,6.3495168494e-05,2.2222446946e-05,2.3736537284e-05,2.1347458743e-04,2.9226957001e-05,-1.1444506454e+01,1.1444524728e+01,2.8666892845e+03,1.4969879378e+02,-1.1445133820e+01,1.1445133820e+01,2.8667102306e+03,1.4969948558e+02,6.2736586514e-04,3.0459420486e-03,3.7754649666e-01,2.7684575886e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4355754055e-06,5.4355840848e-06,1.3615358454e-03,7.1099534523e-05,5.6579915666e-06,5.8580316751e-06,1.3420140306e-03,7.0913902461e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9368607232e+03,2.0221292110e+03,1.9617893836e+00,nan,3.8396512860e+00,4.0086883545e+00,3.8890701016e-03,nan,6.2865282782e+00,2.4679386067e-01,2.4263183628e+00,4.1909914012e+00,6.0201718296e-01,9.8566191634e-01,-1.4416429297e-01,-1.5343774893e-01,-4.6165712732e-03,5.6529773370e-01,3.1440908104e-01,382986,41,53,42,1.3420140306e-03,5.4080794567e-01,4.8264453094e-01,2.8010543059e-02,-3.5467639805e+00,-2.8071703726e+03,-7.9524066058e-02,-2.8072498967e+03,-3.7869254508e-06,447024,48,48,48,-2.1347458743e-04,1.0000000000e+00,5.6342112889e-01,6.1209765236e-02,-2.7302853226e+00,-1.4176691653e+00,-6.2400748987e-02,-1.4800699143e+00,1.0837057223e-04,2.7612970643e-02,6.1318135808e-02,1.0608998471e-05,1.5804083951e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
143,1.4300000000e-02,1.0000000000e-04,-9.2770792499e-02,1.3411273406e-01,1.4806552509e+00,2.6504743419e-01,-2.1196720704e-01,2.1196720704e-01,1.4184577074e+00,3.3988130854e-01,1.1919641454e-01,1.1936446731e-01,1.9245008358e-01,1.2843462961e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2226256992e-05,3.2131062081e-05,3.5473906426e-04,6.3500722896e-05,2.2226256992e-05,2.3732523382e-05,2.1189578397e-04,2.9192098842e-05,-1.1448486168e+01,1.1448504500e+01,2.8676492795e+03,1.4974030365e+02,-1.1449110200e+01,1.1449110200e+01,2.8676675975e+03,1.4974096697e+02,6.2403172181e-04,3.0472095547e-03,3.7754853035e-01,2.7689392469e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4374655732e-06,5.4374742801e-06,1.3619917956e-03,7.1119249663e-05,5.6616178297e-06,5.8635117587e-06,1.3418823711e-03,7.0931795139e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9367433964e+03,2.0216800139e+03,1.9617997734e+00,nan,3.8394186963e+00,4.0077978620e+00,3.8890906985e-03,nan,6.3327469097e+00,2.4706651140e-01,2.4298285479e+00,4.1909914012e+00,5.9732858690e-01,9.8523528221e-01,-1.7453698116e-01,-1.9095140299e-01,-3.8564801878e-03,5.6538161732e-01,3.1441945090e-01,401416,43,53,40,1.3418823711e-03,4.9065939225e-01,4.8014412968e-01,2.8005948847e-02,-3.5469327378e+00,-2.8676675975e+03,1.8318080791e-02,-2.8676492795e+03,-3.4714538522e-06,447024,48,48,48,-2.1189578397e-04,1.0000000000e+00,5.6320765430e-01,6.1318135808e-02,-2.7284009665e+00,-1.4184577074e+00,-6.2197543507e-02,-1.4806552509e+00,1.0734396101e-04,2.7595124169e-02,6.1425479769e-02,1.0487311834e-05,1.5975455801e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
144,1.4400000000e-02,1.0000000000e-04,-9.2785532044e-02,1.3412973824e-01,1.4812322864e+00,2.6506972157e-01,-2.1199860481e-01,2.1199860481e-01,1.4192365138e+00,3.3990933792e-01,1.1921307277e-01,1.1938023895e-01,1.9245008972e-01,1.2844653811e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2229788328e-05,3.2135135984e-05,3.5487731185e-04,6.3506062560e-05,2.2229788328e-05,2.3728239413e-05,2.1033593013e-04,2.9157228363e-05,-1.1452469813e+01,1.1452488195e+01,2.8685385757e+03,1.4978198539e+02,-1.1453090517e+01,1.1453090517e+01,2.8685542637e+03,1.4978262024e+02,6.2070419142e-04,3.0486989246e-03,3.7755000541e-01,2.7694223923e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4393576080e-06,5.4393663383e-06,1.3624141674e-03,7.1139046429e-05,5.6657359308e-06,5.8685569924e-06,1.3425297891e-03,7.0949655627e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9365892859e+03,2.0211953650e+03,1.9618073754e+00,nan,3.8391131862e+00,4.0068370895e+00,3.8891057689e-03,nan,6.3827886577e+00,2.4732374325e-01,2.4333470501e+00,4.1909914012e+00,5.9270041533e-01,9.8540504145e-01,-1.9066504172e-01,-2.1187033604e-01,-3.0626931580e-03,5.6546263736e-01,3.1440810637e-01,493576,53,53,40,1.3425297891e-03,4.9200127462e-01,4.8009271333e-01,2.8002477393e-02,-3.5470602711e+00,-2.8685542637e+03,1.5687944836e-02,-2.8685385757e+03,-3.2325868323e-06,447024,48,48,48,-2.1033593013e-04,1.0000000000e+00,5.6299575852e-01,6.1425479769e-02,-2.7265375274e+00,-1.4192365138e+00,-6.1995772517e-02,-1.4812322864e+00,1.0647323959e-04,2.7582153541e-02,6.1531953009e-02,1.0377622264e-05,1.6148445377e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
145,1.4500000000e-02,1.0000000000e-04,-9.2799090562e-02,1.3414581878e-01,1.4818017930e+00,2.6509099113e-01,-2.1202881583e-01,2.1202881583e-01,1.4200063733e+00,3.3993593967e-01,1.1922972526e-01,1.1939600979e-01,1.9245008594e-01,1.2845845348e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2233036712e-05,3.2138988599e-05,3.5501375567e-04,6.3511158376e-05,2.2233036712e-05,2.3723683424e-05,2.0879451465e-04,2.9122336244e-05,-1.1456447850e+01,1.1456466279e+01,2.8693543693e+03,1.4982370906e+02,-1.1457065235e+01,1.1457065235e+01,2.8693674252e+03,1.4982431548e+02,6.1738522260e-04,3.0501766262e-03,3.7754718033e-01,2.7699069764e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4412469790e-06,5.4412557317e-06,1.3628016291e-03,7.1158863112e-05,5.6704029516e-06,5.8733631249e-06,1.3431590523e-03,7.0967495584e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9363955307e+03,2.0206722161e+03,1.9617927344e+00,nan,3.8387290840e+00,4.0057999940e+00,3.8890767445e-03,nan,6.4329230803e+00,2.4757382823e-01,2.4368750841e+00,4.1909914012e+00,5.8813077329e-01,9.8558662071e-01,-1.8554543986e-01,-2.0430001456e-01,-2.2278766853e-03,5.6554902000e-01,3.1439781633e-01,492616,53,43,40,1.3431590523e-03,4.9334380441e-01,4.8004149700e-01,2.7999244806e-02,-3.5471790428e+00,-2.8693674252e+03,1.3055861310e-02,-2.8693543693e+03,-3.0543599054e-06,447024,48,48,48,-2.0879451465e-04,1.0000000000e+00,5.6278542259e-01,6.1531953009e-02,-2.7246922076e+00,-1.4200063733e+00,-6.1795419711e-02,-1.4818017930e+00,1.0574346530e-04,2.7573955492e-02,6.1637696474e-02,1.0282258816e-05,1.6323349131e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
146,1.4600000000e-02,1.0000000000e-04,-9.2811450946e-02,1.3416094529e-01,1.4823644653e+00,2.6511111169e-01,-2.1205782292e-01,2.1205782292e-01,1.4207679961e+00,3.3996100998e-01,1.1924637197e-01,1.1941177977e-01,1.9245007124e-01,1.2847037559e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2235998043e-05,3.2142612647e-05,3.5514856210e-04,6.3515978909e-05,2.2235998043e-05,2.3718858789e-05,2.0727105061e-04,2.9087414027e-05,-1.1460409922e+01,1.1460428401e+01,2.8700937212e+03,1.4986533092e+02,-1.1461023999e+01,1.1461023999e+01,2.8701041432e+03,1.4986590894e+02,6.1407704042e-04,3.0516262342e-03,3.7754010810e-01,2.7703930794e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4431287674e-06,5.4431375442e-06,1.3631527848e-03,7.1178631440e-05,5.6744142743e-06,5.8787679085e-06,1.3437788608e-03,7.0985268957e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9361592837e+03,2.0201075413e+03,1.9617561358e+00,nan,3.8382607456e+00,4.0046805771e+00,3.8890041910e-03,nan,6.4831960702e+00,2.4785205564e-01,2.4404118184e+00,4.1909914012e+00,5.8361787920e-01,9.8578741562e-01,-1.6765916395e-01,-1.8072532686e-01,-1.3559612798e-03,5.6564237448e-01,3.1441896864e-01,401416,43,53,40,1.3437788608e-03,4.9468696346e-01,4.7999048205e-01,2.7996190446e-02,-3.5472912783e+00,-2.8701041432e+03,1.0421978848e-02,-2.8700937212e+03,-2.9395889189e-06,447024,48,48,48,-2.0727105061e-04,1.0000000000e+00,5.6257662807e-01,6.1637696474e-02,-2.7228624864e+00,-1.4207679961e+00,-6.1596469226e-02,-1.4823644653e+00,1.0513916036e-04,2.7570392485e-02,6.1742835634e-02,1.0203125567e-05,1.6499867859e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
147,1.4700000000e-02,1.0000000000e-04,-9.2822596982e-02,1.3417508062e-01,1.4829209195e+00,2.6512994414e-01,-2.1208560983e-01,2.1208560983e-01,1.4215220138e+00,3.3998444000e-01,1.1926301285e-01,1.1942754880e-01,1.9245007355e-01,1.2848230430e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2238668438e-05,3.2145999225e-05,3.5528187877e-04,6.3520490833e-05,2.2238668438e-05,2.3713765288e-05,2.0576507586e-04,2.9052454191e-05,-1.1464344895e+01,1.1464363419e+01,2.8707535697e+03,1.4990669716e+02,-1.1464955672e+01,1.1464955672e+01,2.8707613562e+03,1.4990724681e+02,6.1077717453e-04,3.0530452318e-03,3.7754272560e-01,2.7708807915e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4449976852e-06,5.4450064835e-06,1.3634661802e-03,7.1198278359e-05,5.6783670688e-06,5.8837757735e-06,1.3443726697e-03,7.1002970193e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9358777208e+03,2.0194983463e+03,1.9617697132e+00,nan,3.8377025727e+00,4.0034729032e+00,3.8890311070e-03,nan,6.5335318155e+00,2.4811647168e-01,2.4439577368e+00,4.1909914012e+00,5.7916006461e-01,9.8599634460e-01,-1.4785566955e-01,-1.5635552017e-01,-4.7768963541e-04,5.6572766260e-01,3.1442312414e-01,400171,43,40,43,1.3443726697e-03,4.9603074232e-01,4.7993966958e-01,2.7993250858e-02,-3.5473993077e+00,-2.8707613562e+03,7.7864293714e-03,-2.8707535697e+03,-2.8907207621e-06,447024,48,48,48,-2.0576507586e-04,1.0000000000e+00,5.6236935702e-01,6.1742835634e-02,-2.7210461272e+00,-1.4215220138e+00,-6.1398905620e-02,-1.4829209195e+00,1.0464450910e-04,2.7571293867e-02,6.1847480143e-02,1.0141756249e-05,1.6677449627e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
148,1.4800000000e-02,1.0000000000e-04,-9.2832513637e-02,1.3418819649e-01,1.4834716935e+00,2.6514734330e-01,-2.1211216150e-01,2.1211216150e-01,1.4222689796e+00,3.4000611728e-01,1.1927964787e-01,1.1944331684e-01,1.9245008700e-01,1.2849423951e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2241044295e-05,3.2149141558e-05,3.5541383457e-04,6.3524659368e-05,2.2241044295e-05,2.3708398708e-05,2.0427615325e-04,2.9017450243e-05,-1.1468240838e+01,1.1468259405e+01,2.8713307420e+03,1.4994765052e+02,-1.1468848323e+01,1.1468848323e+01,2.8713358913e+03,1.4994817184e+02,6.0748546865e-04,3.0544333380e-03,3.7754924323e-01,2.7713699668e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4468480657e-06,5.4468568844e-06,1.3637403085e-03,7.1217729183e-05,5.6826703817e-06,5.8882348341e-06,1.3449382802e-03,7.1020481094e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9355480490e+03,2.0188416766e+03,1.9618034427e+00,nan,3.8370490281e+00,4.0021711148e+00,3.8890979726e-03,nan,6.5839221016e+00,2.4836071413e-01,2.4475093607e+00,4.1909914012e+00,5.7475577307e-01,9.8621289685e-01,-1.4175216313e-01,-1.4888117033e-01,4.0137865262e-04,5.6580772815e-01,3.1441801641e-01,492616,53,43,40,1.3449382802e-03,4.9737511499e-01,4.7988906040e-01,2.7990360137e-02,-3.5475055519e+00,-2.8713358913e+03,5.1493775839e-03,-2.8713307420e+03,-2.9098571932e-06,447024,48,48,48,-2.0427615325e-04,1.0000000000e+00,5.6216359195e-01,6.1847480143e-02,-2.7192411803e+00,-1.4222689796e+00,-6.1202713848e-02,-1.4834716935e+00,1.0424361645e-04,2.7576457348e-02,6.1951723760e-02,1.0099033762e-05,1.6856321493e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
149,1.4900000000e-02,1.0000000000e-04,-9.2841187361e-02,1.3420025754e-01,1.4840172484e+00,2.6516315981e-01,-2.1213746437e-01,2.1213746437e-01,1.4230093692e+00,3.4002592732e-01,1.1929627701e-01,1.1945908818e-01,1.9245008964e-01,1.2850618111e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2243122367e-05,3.2152031173e-05,3.5554453998e-04,6.3528448728e-05,2.2243122367e-05,2.3702762895e-05,2.0280387063e-04,2.8982396788e-05,-1.1472085256e+01,1.1472103866e+01,2.8718219769e+03,1.4998802494e+02,-1.1472689459e+01,1.1472689459e+01,2.8718244878e+03,1.4998851796e+02,6.0420341030e-04,3.0557918992e-03,3.7754923662e-01,2.7718605217e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4486739744e-06,5.4486828135e-06,1.3639736208e-03,7.1236905038e-05,5.6874482583e-06,5.8921420840e-06,1.3454660935e-03,7.1037703696e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9351675191e+03,2.0181346308e+03,1.9618033815e+00,nan,3.8362946620e+00,4.0007694605e+00,3.8890978513e-03,nan,6.6343215707e+00,2.4858461059e-01,2.4510638032e+00,4.1909914012e+00,5.7040355799e-01,9.8643116920e-01,-1.4244918049e-01,-1.4931010100e-01,1.2758868699e-03,5.6588486585e-01,3.1441175297e-01,493576,53,53,40,1.3454660935e-03,4.9872005327e-01,4.7983865501e-01,2.7987450280e-02,-3.5476125102e+00,-2.8718244878e+03,2.5109928330e-03,-2.8718219769e+03,-2.9986960319e-06,447024,48,48,48,-2.0280387063e-04,1.0000000000e+00,5.6195931579e-01,6.1951723760e-02,-2.7174459822e+00,-1.4230093692e+00,-6.1007879242e-02,-1.4840172484e+00,1.0392049309e-04,2.7585650819e-02,6.2055644253e-02,1.0075359455e-05,1.7036542762e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
150,1.5000000000e-02,1.0000000000e-04,-9.2848606388e-02,1.3421122707e-01,1.4845579696e+00,2.6517724202e-01,-2.1216150666e-01,2.1216150666e-01,1.4237435822e+00,3.4004375512e-01,1.1931290027e-01,1.1947486293e-01,1.9245008270e-01,1.2851812901e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2244899836e-05,3.2154659282e-05,3.5567408732e-04,6.3531822577e-05,2.2244899836e-05,2.3696868272e-05,2.0134784090e-04,2.8947289605e-05,-1.1475865171e+01,1.1475883836e+01,2.8725850232e+03,1.5002764719e+02,-1.1476466104e+01,1.1476466104e+01,2.8726151498e+03,1.5002811194e+02,6.0093301178e-04,3.0571297804e-03,3.7754979540e-01,2.7723524141e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4504692477e-06,5.4504781125e-06,1.3643360302e-03,7.1255723652e-05,5.6917550663e-06,5.8966991361e-06,1.3459321296e-03,7.1054570099e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9349766610e+03,2.0176492353e+03,1.9618063557e+00,nan,3.8359163032e+00,3.9998072078e+00,3.8891037474e-03,nan,6.6846116832e+00,2.4883875238e-01,2.4546191049e+00,4.1909914012e+00,5.6610208073e-01,9.8651072747e-01,-1.4420291400e-01,-1.5097779602e-01,2.1401372372e-03,5.6596036748e-01,3.1442644730e-01,373771,40,53,43,1.3459321296e-03,5.0006551937e-01,4.7978845361e-01,2.7984451584e-02,-3.5477227453e+00,-2.8722238165e+03,-1.2853639551e-04,-2.8722239451e+03,-3.1585249504e-06,447024,48,48,48,-2.0134784090e-04,1.0000000000e+00,5.6175651192e-01,6.2055644253e-02,-2.7156591545e+00,-1.4237435822e+00,-6.0814387489e-02,-1.4845579696e+00,1.0365917954e-04,2.7598614481e-02,6.2159303432e-02,1.0070667966e-05,1.7218249408e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
151,1.5100000000e-02,1.0000000000e-04,-9.2854761040e-02,1.3422108219e-01,1.4850941685e+00,2.6518943783e-01,-2.1218427871e-01,2.1218427871e-01,1.4244719439e+00,3.4005948670e-01,1.1932951767e-01,1.1949063657e-01,1.9245006478e-01,1.2853008314e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2246374383e-05,3.2157020394e-05,3.5580255118e-04,6.3534744480e-05,2.2246374383e-05,2.3690720244e-05,1.9990770181e-04,2.8912125710e-05,-1.1479567226e+01,1.1479585950e+01,2.8738160170e+03,1.5006633850e+02,-1.1480164899e+01,1.1480164899e+01,2.8738435959e+03,1.5006677502e+02,5.9767261419e-04,3.0586338385e-03,3.7754550075e-01,2.7728456338e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.4522275411e-06,5.4522364337e-06,1.3649206914e-03,7.1274100114e-05,5.6957883296e-06,5.9011505859e-06,1.3463658988e-03,7.1071006482e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,1.9351069298e+03,2.0174799568e+03,1.9617842227e+00,nan,3.8361745493e+00,3.9994716285e+00,3.8890598707e-03,nan,6.7349376069e+00,2.4909122750e-01,2.4581729893e+00,4.1909914012e+00,5.6185010801e-01,9.8640595553e-01,-1.4511057776e-01,-1.5175363272e-01,2.9850362768e-03,5.6603261830e-01,3.1443644088e-01,492331,53,40,43,1.3463658988e-03,5.0141145150e-01,4.7973845607e-01,2.7981293059e-02,-3.5478388683e+00,-2.8725305034e+03,-2.7689742909e-03,-2.8725332723e+03,-3.3901867114e-06,447024,48,48,48,-1.9990770181e-04,1.0000000000e+00,5.6155516408e-01,6.2159303432e-02,-2.7138796015e+00,-1.4244719439e+00,-6.0622224602e-02,-1.4850941685e+00,1.0344390199e-04,2.7615063281e-02,6.2262747334e-02,1.0084480396e-05,1.7400180355e-03,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
