step,time_code,dt,phi_rhs_total_explicit_signed_mean,phi_rhs_total_explicit_abs_mean,phi_rhs_total_explicit_abs_max,phi_rhs_total_explicit_rms,phi_rhs_chem_signed_mean,phi_rhs_chem_abs_mean,phi_rhs_chem_abs_max,phi_rhs_chem_rms,phi_rhs_double_well_signed_mean,phi_rhs_double_well_abs_mean,phi_rhs_double_well_abs_max,phi_rhs_double_well_rms,phi_rhs_elastic_signed_mean,phi_rhs_elastic_abs_mean,phi_rhs_elastic_abs_max,phi_rhs_elastic_rms,phi_update_explicit_est_signed_mean,phi_update_explicit_est_abs_mean,phi_update_explicit_est_abs_max,phi_update_explicit_est_rms,dphi_actual_signed_mean,dphi_actual_abs_mean,dphi_actual_abs_max,dphi_actual_rms,eta_rhs_total_explicit_signed_mean,eta_rhs_total_explicit_abs_mean,eta_rhs_total_explicit_abs_max,eta_rhs_total_explicit_rms,eta_rhs_bulk_signed_mean,eta_rhs_bulk_abs_mean,eta_rhs_bulk_abs_max,eta_rhs_bulk_rms,eta_rhs_double_well_signed_mean,eta_rhs_double_well_abs_mean,eta_rhs_double_well_abs_max,eta_rhs_double_well_rms,eta_rhs_elastic_signed_mean,eta_rhs_elastic_abs_mean,eta_rhs_elastic_abs_max,eta_rhs_elastic_rms,eta_update_explicit_est_signed_mean,eta_update_explicit_est_abs_mean,eta_update_explicit_est_abs_max,eta_update_explicit_est_rms,deta_actual_signed_mean,deta_actual_abs_mean,deta_actual_abs_max,deta_actual_rms,phi_grad_denom_min,phi_grad_denom_max,phi_grad_denom_mean,phi_grad_denom_at_kmax,eta_grad_denom_min,eta_grad_denom_max,eta_grad_denom_mean,eta_grad_denom_at_kmax,eta_rhs_total_absmax_over_phi_rhs_total_absmax,eta_rhs_bulk_absmax_over_phi_chem_absmax,eta_rhs_dw_absmax_over_phi_dw_absmax,eta_rhs_elastic_absmax_over_phi_elastic_absmax,eta_Ldt_rhs_absmax_over_phi_Ldt_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,eta_Ldt_dw_absmax_over_phi_Ldt_dw_absmax,eta_Ldt_elastic_absmax_over_phi_Ldt_elastic_absmax,deta_absmax_over_dphi_absmax,deta_absmean_over_dphi_absmean,deta_rms_over_dphi_rms,phi_damping_stronger_than_eta,phi_actual_over_explicit_est_absmax,eta_actual_over_explicit_est_absmax,corr_abs_deta_abs_dxB,corr_abs_deta_abs_dY,corr_abs_deta_local_xB,corr_abs_deta_eta_before,corr_abs_deta_phi_before,max_abs_deta_idx,max_abs_deta_i,max_abs_deta_j,max_abs_deta_k,max_abs_deta_value,max_abs_deta_eta_before,max_abs_deta_phi_before,max_abs_deta_xB_before,max_abs_deta_Y_before,max_abs_deta_eta_rhs_bulk,max_abs_deta_eta_rhs_dw,max_abs_deta_eta_rhs_total,max_abs_deta_dxB,max_abs_dphi_idx,max_abs_dphi_i,max_abs_dphi_j,max_abs_dphi_k,max_abs_dphi_value,max_abs_dphi_eta_before,max_abs_dphi_phi_before,max_abs_dphi_xB_before,max_abs_dphi_Y_before,max_abs_dphi_phi_rhs_chem,max_abs_dphi_phi_rhs_dw,max_abs_dphi_phi_rhs_total,max_abs_dphi_dxB,xB_min_after,xB_max_after,xBtot_rel_delta,eta_far_field_max,xB_clip_low_count,xB_clip_high_count,nan_inf_flag,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
1,1.0000000000e-04,1.0000000000e-04,-8.2418518091e-02,1.2314003217e-01,1.1595745640e+00,2.3526897221e-01,-1.9916929124e-01,1.9916929124e-01,1.0873940040e+00,3.1256830626e-01,1.1675077315e-01,1.1713389072e-01,1.9245007717e-01,1.2685701286e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9746033365e-05,2.9502194895e-05,2.7781375545e-04,5.6366324977e-05,1.9746033365e-05,6.3825695833e-05,1.0863349643e-02,1.4531074500e-04,-9.2228114524e+00,9.2228130403e+00,2.4204402844e+03,1.2318959760e+02,-9.2239172383e+00,9.2239172383e+00,2.4204544344e+03,1.2319422218e+02,1.1057858409e-03,2.8959271828e-03,3.7754949360e-01,2.7228285365e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3803799930e-06,4.3803807472e-06,1.1495896073e-03,5.8508975430e-05,5.3596099165e-06,7.5714430711e-06,1.8019800529e-03,7.0251511423e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0873519992e+03,2.2259221823e+03,1.9618048439e+00,nan,4.1379866359e+00,4.4126894967e+00,3.8891007503e-03,nan,1.6587701879e-01,1.1862687860e-01,4.8345710030e-01,4.1909914012e+00,3.9102994109e+01,1.5674985589e+00,4.0802476931e-01,4.0010523091e-01,-3.3569385014e-01,6.3347456079e-01,3.9415280778e-01,447322,48,51,58,1.8019800529e-03,3.7301804624e-01,4.9266208507e-01,2.2526673551e-02,-3.7702709058e+00,-2.1580948887e+03,2.3304688671e-01,-2.1578618418e+03,-8.5658874925e-05,447024,48,48,48,-1.0863349643e-02,9.9995087118e-01,6.6075636877e-01,2.9675461610e-02,-3.4873100953e+00,-9.4097373541e-01,-1.4413891213e-01,-1.0851126475e+00,1.3173993388e-06,2.0903433041e-02,2.9999996157e-02,8.9909219649e-05,2.5065640032e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
2,2.0000000000e-04,1.0000000000e-04,-8.2493573904e-02,1.2321766770e-01,1.1600974875e+00,2.3549181092e-01,-1.9926418167e-01,1.9926418167e-01,1.0875359046e+00,3.1277467087e-01,1.1677060777e-01,1.1715133341e-01,1.9245007975e-01,1.2686765611e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9764015423e-05,2.9520795010e-05,2.7793903877e-04,5.6419713230e-05,1.9764015423e-05,3.1904942906e-05,3.7677629558e-03,6.6284897192e-05,-9.2195436311e+00,9.2195461749e+00,2.4152721039e+03,1.2309538290e+02,-9.2206500089e+00,9.2206500089e+00,2.4152841614e+03,1.2309999606e+02,1.1063777967e-03,2.8987523838e-03,3.7754431154e-01,2.7218719377e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3788279393e-06,4.3788291474e-06,1.1471349768e-03,5.8464228103e-05,4.7648963535e-06,4.9702350190e-06,1.1404563902e-03,5.8563796468e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0819561544e+03,2.2208776291e+03,1.9617778908e+00,nan,4.1272898615e+00,4.4026891262e+00,3.8890473183e-03,nan,3.0268793540e-01,1.5578260189e-01,8.8351644113e-01,4.1909914012e+00,1.3556076802e+01,9.9417802891e-01,2.9894615368e-01,2.9209974497e-01,-2.8858053413e-01,5.4646038759e-01,3.2715674573e-01,492617,53,43,41,1.1404563902e-03,4.9385298668e-01,5.0068936781e-01,2.2912660381e-02,-3.7528864309e+00,-2.4152841614e+03,1.2057435124e-02,-2.4152721039e+03,-1.6540889933e-04,447024,48,48,48,-3.7677629558e-03,9.9950807806e-01,6.4989301912e-01,2.9676779010e-02,-3.4872643450e+00,-9.6953845265e-01,-1.3642188336e-01,-1.1059603360e+00,8.9642745551e-05,2.1085544134e-02,2.9999991413e-02,6.7061110074e-05,2.7906678108e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
3,3.0000000000e-04,1.0000000000e-04,-8.2612760371e-02,1.2334046272e-01,1.1606952369e+00,2.3588879674e-01,-1.9940302669e-01,1.9940302669e-01,1.0873854407e+00,3.1312699345e-01,1.1679026632e-01,1.1716860134e-01,1.9245008790e-01,1.2687843823e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9792570413e-05,2.9550214546e-05,2.7808224904e-04,5.6514824079e-05,1.9792570413e-05,2.8574744501e-05,3.2114135116e-03,6.1322522791e-05,-9.2089856309e+00,9.2089888440e+00,2.4071572975e+03,1.2284591634e+02,-9.2100902757e+00,9.2100902757e+00,2.4071673333e+03,1.2285053024e+02,1.1046448096e-03,2.9002942284e-03,3.7753660548e-01,2.7219865535e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3738134106e-06,4.3738149366e-06,1.1432808445e-03,5.8345743803e-05,4.5964013897e-06,4.7044590517e-06,1.1366173766e-03,5.8334725221e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0738926300e+03,2.2137204005e+03,1.9617377658e+00,nan,4.1113046533e+00,4.3885005674e+00,3.8889677742e-03,nan,3.5393055815e-01,1.6463695945e-01,9.5127732139e-01,4.1909914012e+00,1.1548430447e+01,9.9417162639e-01,2.2696449332e-01,2.2588489204e-01,-2.8954391130e-01,5.4560694573e-01,3.2064116533e-01,400457,43,43,41,1.1366173766e-03,4.9499344307e-01,5.0058547341e-01,2.2747251482e-02,-3.7603009931e+00,-2.4071645350e+03,9.8209169500e-03,-2.4071547141e+03,-1.7494151867e-04,447024,48,48,48,-3.2114135116e-03,9.9942333864e-01,6.4612525617e-01,2.9766421755e-02,-3.4841558733e+00,-9.8034854157e-01,-1.3364464515e-01,-1.1139931867e+00,1.1181591030e-04,2.1325736586e-02,2.9999982429e-02,4.6047147981e-05,2.9801531512e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
4,4.0000000000e-04,1.0000000000e-04,-8.2773529493e-02,1.2350694497e-01,1.1613427397e+00,2.3645222157e-01,-1.9958336802e-01,1.9958336802e-01,1.0868801298e+00,3.1361859701e-01,1.1680983853e-01,1.1718578280e-01,1.9245008961e-01,1.2688925650e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9831087879e-05,2.9590100775e-05,2.7823737937e-04,5.6649810799e-05,1.9831087879e-05,2.6159226609e-05,2.7987941261e-03,5.7688965204e-05,-9.1975805329e+00,9.1975841635e+00,2.3986606212e+03,1.2257321608e+02,-9.1986828135e+00,9.1986828135e+00,2.3986920981e+03,1.2257784098e+02,1.1022806416e-03,2.9011956071e-03,3.7752564432e-01,2.7221313973e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3683965522e-06,4.3683982766e-06,1.1392453429e-03,5.8216224649e-05,4.5138692967e-06,4.6029543209e-06,1.1325224573e-03,5.8180197272e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0654200860e+03,2.2069518361e+03,1.9616807926e+00,nan,4.0945086007e+00,4.3750825004e+00,3.8888548298e-03,nan,4.0464657502e-01,1.7595911338e-01,1.0085151825e+00,4.1909914012e+00,1.0059015552e+01,9.9409882552e-01,1.6782776405e-01,1.7138135900e-01,-2.9707689733e-01,5.4652194565e-01,3.1881475889e-01,492617,53,43,41,1.1325224573e-03,4.9613006045e-01,5.0047745264e-01,2.2572309963e-02,-3.7682003825e+00,-2.3983738779e+03,7.5916222357e-03,-2.3983662862e+03,-1.5577833648e-04,447024,48,48,48,-2.7987941261e-03,9.9940696773e-01,6.4291384266e-01,2.9878237666e-02,-3.4802912137e+00,-9.8992835036e-01,-1.3123814390e-01,-1.1211664943e+00,1.2603868794e-04,2.1595459459e-02,3.0004276354e-02,2.7371629122e-05,3.0907817093e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
5,5.0000000000e-04,1.0000000000e-04,-8.2973346812e-02,1.2371472991e-01,1.1619376083e+00,2.3717274672e-01,-1.9980267050e-01,1.9980267050e-01,1.0860532137e+00,3.1424167275e-01,1.1682932369e-01,1.1720287580e-01,1.9245008599e-01,1.2690009238e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9878960608e-05,2.9639882409e-05,2.7837989947e-04,5.6822436006e-05,1.9878960608e-05,2.5364673217e-05,2.4848448204e-03,5.4955794448e-05,-9.1899219975e+00,9.1899258985e+00,2.3917886764e+03,1.2235052216e+02,-9.1910216239e+00,9.1910216239e+00,2.3918180191e+03,1.2235516621e+02,1.0996264350e-03,2.9017788777e-03,3.7751151381e-01,2.7222880798e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3647591261e-06,4.3647609789e-06,1.1359815084e-03,5.8110456033e-05,4.4718198423e-06,4.5569511650e-06,1.1289228363e-03,5.8067487983e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0584484566e+03,2.2023027868e+03,1.9616074052e+00,nan,4.0806879757e+00,4.3658661805e+00,3.8887093459e-03,nan,4.5432327483e-01,1.7965739696e-01,1.0566217551e+00,4.1909914012e+00,8.9260928148e+00,9.9378627898e-01,1.2095348569e-01,1.2771406456e-01,-3.0708563466e-01,5.4719606520e-01,3.1820793331e-01,493577,53,53,41,1.1289228363e-03,4.9726258291e-01,5.0036626891e-01,2.2416531627e-02,-3.7752849721e+00,-2.3905507483e+03,5.3701248473e-03,-2.3905453782e+03,-1.1652358500e-04,447024,48,48,48,-2.4848448204e-03,9.9942643564e-01,6.4011504853e-01,3.0004276354e-02,-3.4759517463e+00,-9.9858156786e-01,-1.2911196687e-01,-1.1276935347e+00,1.3371151682e-04,2.1849691668e-02,3.0137987870e-02,1.1149990060e-05,3.1558519639e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
6,6.0000000000e-04,1.0000000000e-04,-8.3209468574e-02,1.2396124219e-01,1.1626092626e+00,2.3803948162e-01,-2.0005818730e-01,2.0005818730e-01,1.0851775112e+00,3.1498722804e-01,1.1684871873e-01,1.1721987717e-01,1.9245007032e-01,1.2691093076e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9935531247e-05,2.9698942432e-05,2.7854081609e-04,5.7030090507e-05,1.9935531247e-05,2.4898153089e-05,2.2401569540e-03,5.2840986929e-05,-9.1895813649e+00,9.1895854695e+00,2.3870304209e+03,1.2223292244e+02,-9.1906781980e+00,9.1906781980e+00,2.3870576348e+03,1.2223759155e+02,1.0968331191e-03,2.9021922080e-03,3.7749429263e-01,2.7224519694e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3645973425e-06,4.3645992919e-06,1.1337215721e-03,5.8054601971e-05,4.4521221940e-06,4.5373947687e-06,1.1263863512e-03,5.8009616870e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0531665261e+03,2.1996932392e+03,1.9615180810e+00,nan,4.0702170259e+00,4.3606929883e+00,3.8885322689e-03,nan,5.0281581796e-01,1.8223820668e-01,1.0978147881e+00,4.1909914012e+00,8.0424728609e+00,9.9352996270e-01,9.0780477465e-02,9.9696901284e-02,-3.1809096385e-01,5.4741032769e-01,3.1798998912e-01,400457,43,43,41,1.1263863512e-03,4.9839150574e-01,5.0025275961e-01,2.2300008042e-02,-3.7806158272e+00,-2.3848949407e+03,3.1555236932e-03,-2.3848917852e+03,-6.3283484975e-05,447024,48,48,48,-2.2401569540e-03,9.9946509113e-01,6.3763020371e-01,3.0137987870e-02,-3.4713673743e+00,-1.0064934766e+00,-1.2720219826e-01,-1.1336956749e+00,1.3592332540e-04,2.2020415230e-02,3.0273911196e-02,-2.5957713373e-06,3.1915781924e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
7,7.0000000000e-04,1.0000000000e-04,-8.3479006650e-02,1.2424371727e-01,1.1632526938e+00,2.3904013541e-01,-2.0034702614e-01,2.0034702614e-01,1.0840423736e+00,3.1584521011e-01,1.1686801949e-01,1.1723678334e-01,1.9245004283e-01,1.2692175927e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0000107849e-05,2.9766618515e-05,2.7869497092e-04,5.7269829629e-05,2.0000107849e-05,2.4664594271e-05,2.0451610875e-03,5.1159049852e-05,-9.1992470952e+00,9.1992513650e+00,2.3852741962e+03,1.2226093960e+02,-9.2003410668e+00,9.2003410668e+00,2.3852992848e+03,1.2226563744e+02,1.0939716303e-03,2.9025077883e-03,3.7747405257e-01,2.7226208680e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3691880870e-06,4.3691901150e-06,1.1328874520e-03,5.8067908741e-05,4.4467869457e-06,4.5323543989e-06,1.1253231535e-03,5.8022268677e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0505211025e+03,2.2003745821e+03,1.9614131907e+00,nan,4.0649727129e+00,4.3620436890e+00,3.8883243333e-03,nan,5.5023692775e-01,1.8375953600e-01,1.1341545405e+00,4.1909914012e+00,7.3383494532e+00,9.9332299208e-01,8.2055549108e-02,9.2953856047e-02,-3.2922484032e-01,5.4733792835e-01,3.1791285792e-01,492617,53,43,41,1.1253231535e-03,4.9951789209e-01,5.0013766649e-01,2.2236724557e-02,-3.7835224097e+00,-2.3822726705e+03,9.4580210140e-04,-2.3822717247e+03,-5.3086093031e-07,447024,48,48,48,-2.0451610875e-03,9.9951398688e-01,6.3539004675e-01,3.0273911196e-02,-3.4667273240e+00,-1.0137779981e+00,-1.2546299683e-01,-1.1392409949e+00,1.3406867210e-04,2.2143598554e-02,3.0407979868e-02,-1.3918244069e-05,3.2104599725e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
8,8.0000000000e-04,1.0000000000e-04,-8.3778979681e-02,1.2455932613e-01,1.1638042593e+00,2.4016126503e-01,-2.0066620118e-01,2.0066620118e-01,1.0828951862e+00,3.1680469614e-01,1.1688722150e-01,1.1725359104e-01,1.9245000382e-01,1.2693256781e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0071976133e-05,2.9842232870e-05,2.7882711636e-04,5.7538432648e-05,2.0071976133e-05,2.4588546474e-05,1.8865801619e-03,4.9786974674e-05,-9.2208211414e+00,9.2208255512e+00,2.3871689926e+03,1.2246268987e+02,-9.2219122164e+00,9.2219122164e+00,2.3871925154e+03,1.2246741783e+02,1.0910749926e-03,2.9029242468e-03,3.7745084985e-01,2.7227936219e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3794346936e-06,4.3794367880e-06,1.1337873868e-03,5.8163730158e-05,4.4522816673e-06,4.5380589836e-06,1.1259789908e-03,5.8117750051e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0511773982e+03,2.2044538989e+03,1.9612930234e+00,nan,4.0662737598e+00,4.3701305657e+00,3.8880861126e-03,nan,5.9683601764e-01,1.8455987175e-01,1.1673284113e+00,4.1909914012e+00,6.7661287272e+00,9.9311299803e-01,9.6542743574e-02,1.1017325291e-01,-3.3988469367e-01,5.4708826596e-01,3.1789710650e-01,492427,53,41,43,1.1259789908e-03,5.0064321525e-01,5.0002166075e-01,2.2236193696e-02,-3.7835468260e+00,-2.3832771235e+03,-1.2618625110e-03,-2.3832783853e+03,6.8386804291e-05,447024,48,48,48,-1.8865801619e-03,9.9956850664e-01,6.3334488567e-01,3.0407979868e-02,-3.4621703156e+00,-1.0205130023e+00,-1.2386093947e-01,-1.1443739418e+00,1.2985918829e-04,2.2275981214e-02,3.0537839056e-02,-2.2925378955e-05,3.2191962277e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
9,9.0000000000e-04,1.0000000000e-04,-8.4106352809e-02,1.2490514819e-01,1.1642410040e+00,2.4138858183e-01,-2.0101267327e-01,2.0101267327e-01,1.0825022544e+00,3.1785412316e-01,1.1690632046e-01,1.1727031268e-01,1.9244998448e-01,1.2694334827e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0150409000e-05,2.9925085779e-05,2.7893175274e-04,5.7832476256e-05,2.0150409000e-05,2.4569859567e-05,1.7552307017e-03,4.8641928756e-05,-9.2554972918e+00,9.2555018325e+00,2.3931525578e+03,1.2285546019e+02,-9.2565854495e+00,9.2565854495e+00,2.3931738850e+03,1.2286021748e+02,1.0881577610e-03,2.9034921097e-03,3.7742472095e-01,2.7229695600e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3959041526e-06,4.3959063092e-06,1.1366292847e-03,5.8350276662e-05,4.4664192617e-06,4.5518342845e-06,1.1285187500e-03,5.8303959397e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0555473906e+03,2.2107795852e+03,1.9611574507e+00,nan,4.0749368746e+00,4.3826706669e+00,3.8878173518e-03,nan,6.4294610897e-01,1.8526089952e-01,1.1986358454e+00,4.1909914012e+00,6.2926887474e+00,9.9286439756e-01,1.3105111069e-01,1.4849725037e-01,-3.4951636259e-01,5.4672729315e-01,3.1786758441e-01,401417,43,53,41,1.1285187500e-03,5.0176919424e-01,4.9990535941e-01,2.2304580500e-02,-3.7804061286e+00,-2.3882688375e+03,-3.4707753506e-03,-2.3882723083e+03,1.4089562761e-04,447024,48,48,48,-1.7552307017e-03,9.9962629333e-01,6.3145830551e-01,3.0537839056e-02,-3.4577749050e+00,-1.0267637600e+00,-1.2237123116e-01,-1.1491349912e+00,1.2515264718e-04,2.2442020385e-02,3.0662991703e-02,-2.9761599562e-05,3.2223815612e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
10,1.0000000000e-03,1.0000000000e-04,-8.4458068179e-02,1.2527821942e-01,1.1648325743e+00,2.4270727984e-01,-2.0138338071e-01,2.0138338071e-01,1.0821983280e+00,3.1898153189e-01,1.1692531253e-01,1.1728693562e-01,1.9245002751e-01,1.2695409431e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0234673843e-05,3.0014467110e-05,2.7907348261e-04,5.8148413203e-05,2.0234673843e-05,2.4560746128e-05,1.6446381161e-03,4.7667001000e-05,-9.3038303492e+00,9.3038350067e+00,2.4032630541e+03,1.2344697425e+02,-9.3049155722e+00,9.3049155722e+00,2.4032821789e+03,1.2345175809e+02,1.0852230236e-03,2.9040271170e-03,3.7740078133e-01,2.7231482699e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4188599681e-06,4.4188621802e-06,1.1414312712e-03,5.8631216629e-05,4.4878747689e-06,4.5739616023e-06,1.1330156879e-03,5.8584456655e-05,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0002857242e+00,1.0000955859e+00,1.0002857242e+00,2.0631832481e+03,2.2207409831e+03,1.9610326183e+00,nan,4.0900742718e+00,4.4024182378e+00,3.8875698829e-03,nan,6.8891489066e-01,1.8623056394e-01,1.2290359248e+00,4.1909914012e+00,5.8932081283e+00,9.9262716603e-01,1.7727622879e-01,1.9912803004e-01,-3.5766342690e-01,5.4631059041e-01,3.1783733415e-01,382987,41,53,43,1.1330156879e-03,5.0289771299e-01,4.9978933378e-01,2.2445476128e-02,-3.7739649841e+00,-2.3974059005e+03,-5.6845645980e-03,-2.3974115851e+03,2.1493301846e-04,447024,48,48,48,-1.6446381161e-03,9.9968584431e-01,6.2970307480e-01,3.0662991703e-02,-3.4535558958e+00,-1.0325967890e+00,-1.2097515380e-01,-1.1535719428e+00,1.2176179435e-04,2.2654189757e-02,3.0784753498e-02,-3.4590606147e-05,3.2209555668e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-07,2.8572417675e-04,2.8665593851e-04,4.7495061735e-03,2.3958248488e+00
