step,time_code,dt,phi_rhs_total_explicit_signed_mean,phi_rhs_total_explicit_abs_mean,phi_rhs_total_explicit_abs_max,phi_rhs_total_explicit_rms,phi_rhs_chem_signed_mean,phi_rhs_chem_abs_mean,phi_rhs_chem_abs_max,phi_rhs_chem_rms,phi_rhs_double_well_signed_mean,phi_rhs_double_well_abs_mean,phi_rhs_double_well_abs_max,phi_rhs_double_well_rms,phi_rhs_elastic_signed_mean,phi_rhs_elastic_abs_mean,phi_rhs_elastic_abs_max,phi_rhs_elastic_rms,phi_update_explicit_est_signed_mean,phi_update_explicit_est_abs_mean,phi_update_explicit_est_abs_max,phi_update_explicit_est_rms,dphi_actual_signed_mean,dphi_actual_abs_mean,dphi_actual_abs_max,dphi_actual_rms,eta_rhs_total_explicit_signed_mean,eta_rhs_total_explicit_abs_mean,eta_rhs_total_explicit_abs_max,eta_rhs_total_explicit_rms,eta_rhs_bulk_signed_mean,eta_rhs_bulk_abs_mean,eta_rhs_bulk_abs_max,eta_rhs_bulk_rms,eta_rhs_double_well_signed_mean,eta_rhs_double_well_abs_mean,eta_rhs_double_well_abs_max,eta_rhs_double_well_rms,eta_rhs_elastic_signed_mean,eta_rhs_elastic_abs_mean,eta_rhs_elastic_abs_max,eta_rhs_elastic_rms,eta_update_explicit_est_signed_mean,eta_update_explicit_est_abs_mean,eta_update_explicit_est_abs_max,eta_update_explicit_est_rms,deta_actual_signed_mean,deta_actual_abs_mean,deta_actual_abs_max,deta_actual_rms,phi_grad_denom_min,phi_grad_denom_max,phi_grad_denom_mean,phi_grad_denom_at_kmax,eta_grad_denom_min,eta_grad_denom_max,eta_grad_denom_mean,eta_grad_denom_at_kmax,eta_rhs_total_absmax_over_phi_rhs_total_absmax,eta_rhs_bulk_absmax_over_phi_chem_absmax,eta_rhs_dw_absmax_over_phi_dw_absmax,eta_rhs_elastic_absmax_over_phi_elastic_absmax,eta_Ldt_rhs_absmax_over_phi_Ldt_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,eta_Ldt_dw_absmax_over_phi_Ldt_dw_absmax,eta_Ldt_elastic_absmax_over_phi_Ldt_elastic_absmax,deta_absmax_over_dphi_absmax,deta_absmean_over_dphi_absmean,deta_rms_over_dphi_rms,phi_damping_stronger_than_eta,phi_actual_over_explicit_est_absmax,eta_actual_over_explicit_est_absmax,corr_abs_deta_abs_dxB,corr_abs_deta_abs_dY,corr_abs_deta_local_xB,corr_abs_deta_eta_before,corr_abs_deta_phi_before,max_abs_deta_idx,max_abs_deta_i,max_abs_deta_j,max_abs_deta_k,max_abs_deta_value,max_abs_deta_eta_before,max_abs_deta_phi_before,max_abs_deta_xB_before,max_abs_deta_Y_before,max_abs_deta_eta_rhs_bulk,max_abs_deta_eta_rhs_dw,max_abs_deta_eta_rhs_total,max_abs_deta_dxB,max_abs_dphi_idx,max_abs_dphi_i,max_abs_dphi_j,max_abs_dphi_k,max_abs_dphi_value,max_abs_dphi_eta_before,max_abs_dphi_phi_before,max_abs_dphi_xB_before,max_abs_dphi_Y_before,max_abs_dphi_phi_rhs_chem,max_abs_dphi_phi_rhs_dw,max_abs_dphi_phi_rhs_total,max_abs_dphi_dxB,xB_min_after,xB_max_after,xBtot_rel_delta,eta_far_field_max,xB_clip_low_count,xB_clip_high_count,nan_inf_flag,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
1,1.0000000000e-04,1.0000000000e-04,-8.2418518091e-02,1.2314003217e-01,1.1595745640e+00,2.3526897221e-01,-1.9916929124e-01,1.9916929124e-01,1.0873940040e+00,3.1256830626e-01,1.1675077315e-01,1.1713389072e-01,1.9245007717e-01,1.2685701286e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9746033365e-05,2.9502194895e-05,2.7781375545e-04,5.6366324977e-05,1.9746033365e-05,6.3825695833e-05,1.0863349643e-02,1.4531074500e-04,-9.2228114524e+00,9.2228130403e+00,2.4204402844e+03,1.2318959760e+02,-9.2239172383e+00,9.2239172383e+00,2.4204544344e+03,1.2319422218e+02,1.1057858409e-03,2.8959271828e-03,3.7754949360e-01,2.7228285365e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3803799930e-05,4.3803807472e-05,1.1495896073e-02,5.8508975430e-04,4.4989401308e-05,4.6685337039e-05,1.1467770722e-02,5.8586852043e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0873519992e+03,2.2259221823e+03,1.9618048439e+00,nan,4.1379866359e+01,4.4126894967e+01,3.8891007503e-02,nan,1.0556385553e+00,7.3145049857e-01,4.0318320604e+00,4.1802448984e+00,3.9102994109e+01,9.9755344421e-01,4.7200111035e-01,4.5780962370e-01,-2.7861107663e-01,5.5458296259e-01,3.2365000449e-01,428602,46,48,58,1.1467770722e-02,4.3118366093e-01,4.9669939749e-01,2.2768294339e-02,-3.7593548153e+00,-2.3522453771e+03,1.3244706541e-01,-2.3521129301e+03,-1.3755862407e-04,447024,48,48,48,-1.0863349643e-02,9.9995087118e-01,6.6075636877e-01,2.9675461610e-02,-3.4873100953e+00,-9.4097373541e-01,-1.4413891213e-01,-1.0851126475e+00,-7.0655535541e-07,2.0901829116e-02,2.9999996161e-02,2.2408414606e-04,2.0586161834e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
2,2.0000000000e-04,1.0000000000e-04,-8.2489085529e-02,1.2321317933e-01,1.1600861921e+00,2.3547250529e-01,-1.9925969330e-01,1.9925969330e-01,1.0874702540e+00,3.1276003307e-01,1.1677060777e-01,1.1715133341e-01,1.9245007975e-01,1.2686765611e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9762940087e-05,2.9519719675e-05,2.7793633257e-04,5.6415087939e-05,1.9762940087e-05,3.1906007621e-05,3.7677687959e-03,6.6286641786e-05,-9.2656693702e+00,9.2656720020e+00,2.4167458620e+03,1.2353038299e+02,-9.2667470735e+00,9.2667470735e+00,2.4167625701e+03,1.2353477266e+02,1.0777032199e-03,2.9006349739e-03,3.7744016639e-01,2.7234955763e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4007353876e-05,4.4007366375e-05,1.1478349392e-02,5.8670831663e-04,4.4797560759e-05,4.5509820507e-05,1.1398223263e-02,5.8620131892e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0832468127e+03,2.2223711971e+03,1.9612367367e+00,nan,4.1298484748e+01,4.4056499896e+01,3.8879745293e-02,nan,3.0251917993e+00,1.4263715175e+00,8.8434306389e+00,4.1802448984e+00,1.3556229806e+01,9.9301936840e-01,3.8865907666e-01,3.8110297800e-01,-2.8006702196e-01,5.4877550975e-01,3.1747699449e-01,493577,53,53,41,1.1398223263e-02,5.0413058554e-01,5.0068936781e-01,2.2874084136e-02,-3.7546109512e+00,-2.4135158735e+03,-8.1028613171e-03,-2.4135239763e+03,-2.2790702219e-04,447024,48,48,48,-3.7677687959e-03,1.0000000000e+00,6.4989301912e-01,2.9674755055e-02,-3.4873346332e+00,-9.6950973139e-01,-1.3642188336e-01,-1.1059316148e+00,8.6724285021e-05,2.1077341172e-02,2.9999991419e-02,2.0161033618e-04,2.7880362489e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
3,3.0000000000e-04,1.0000000000e-04,-8.2599276800e-02,1.2332697916e-01,1.1606493111e+00,2.3583134249e-01,-1.9938954419e-01,1.9938954419e-01,1.0871713475e+00,3.1308329684e-01,1.1679026739e-01,1.1716860160e-01,1.9245008790e-01,1.2687843830e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9789339985e-05,2.9546984120e-05,2.7807124602e-04,5.6501059047e-05,1.9789339985e-05,2.8577905553e-05,3.2114262014e-03,6.1328079874e-05,-9.2942986882e+00,9.2943021920e+00,2.4096908765e+03,1.2362578096e+02,-9.2953464184e+00,9.2953464184e+00,2.4097103085e+03,1.2362994817e+02,1.0477301630e-03,2.9049771930e-03,3.7754854416e-01,2.7253899712e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4143328998e-05,4.4143345639e-05,1.1444841694e-02,5.8716140987e-04,4.4897716728e-05,4.5593188991e-05,1.1362453780e-02,5.8662069734e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0761575900e+03,2.2164954162e+03,1.9617998011e+00,nan,4.1157947318e+01,4.3940017852e+01,3.8890907534e-02,nan,3.5381332366e+00,1.5953999465e+00,9.5652871986e+00,4.1802448984e+00,1.1548933043e+01,9.9280130590e-01,3.1391565199e-01,3.1379569577e-01,-2.9079934868e-01,5.5040599406e-01,3.1767358405e-01,501943,54,44,55,1.1362453780e-02,4.9045253130e-01,4.9895139702e-01,2.2553168019e-02,-3.7690683538e+00,-2.4095676773e+03,1.8723467836e-02,-2.4095489538e+03,-2.4236191586e-04,447024,48,48,48,-3.2114262014e-03,1.0000000000e+00,6.4612525033e-01,2.9761479340e-02,-3.4843270211e+00,-9.8027803288e-01,-1.3364464080e-01,-1.1139226737e+00,1.0757741852e-04,2.1301673294e-02,2.9999982437e-02,1.8053149344e-04,3.1868113311e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
4,4.0000000000e-04,1.0000000000e-04,-8.2746559699e-02,1.2347997517e-01,1.1611921238e+00,2.3633840133e-01,-1.9955640248e-01,1.9955640248e-01,1.0863556964e+00,3.1353172858e-01,1.1680984279e-01,1.1718578395e-01,1.9245008961e-01,1.2688925681e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9824626388e-05,2.9583639284e-05,2.7820129444e-04,5.6622541464e-05,1.9824626388e-05,2.6165428140e-05,2.7988165951e-03,5.7700502244e-05,-9.3165610262e+00,9.3165651576e+00,2.4013414644e+03,1.2363197981e+02,-9.3175784410e+00,9.3175784410e+00,2.4013633152e+03,1.2363593672e+02,1.0174148401e-03,2.9088800825e-03,3.7748701730e-01,2.7274838300e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4249064110e-05,4.4249083732e-05,1.1405186110e-02,5.8719085133e-04,4.5004229616e-05,4.5714257438e-05,1.1327244018e-02,5.8661770201e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0679966865e+03,2.2104761112e+03,1.9614800807e+00,nan,4.0996164783e+01,4.3820690573e+01,3.8884569367e-02,nan,4.0471548004e+00,1.7471243808e+00,1.0166596116e+01,4.1802448984e+00,1.0060401052e+01,9.9316608335e-01,2.4393291237e-01,2.5009545684e-01,-3.0425885276e-01,5.5166918576e-01,3.1807787995e-01,392105,42,52,41,1.1327244018e-02,5.0181498508e-01,4.9883746047e-01,2.2310806103e-02,-3.7801206822e+00,-2.3981769776e+03,-3.5606047043e-03,-2.3981805382e+03,-2.3185299244e-04,447024,48,48,48,-2.7988165951e-03,1.0000000000e+00,6.4291382413e-01,2.9869056759e-02,-3.4806080019e+00,-9.8979702690e-01,-1.3123812991e-01,-1.1210351568e+00,1.1958702279e-04,2.1530147931e-02,2.9999969148e-02,1.6145455329e-04,3.6588372956e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
5,5.0000000000e-04,1.0000000000e-04,-8.2928462451e-02,1.2366984552e-01,1.1615471622e+00,2.3698506554e-01,-1.9975779676e-01,1.9975779676e-01,1.0853230976e+00,3.1409788260e-01,1.1682933431e-01,1.1720287895e-01,1.9245008599e-01,1.2690009333e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9868207102e-05,2.9629128896e-05,2.7828635544e-04,5.6777470883e-05,1.9868207102e-05,2.5374662540e-05,2.4848836885e-03,5.4975376730e-05,-9.3383181222e+00,9.3383226921e+00,2.3914311345e+03,1.2364209283e+02,-9.3393050832e+00,9.3393050832e+00,2.3914315626e+03,1.2364584991e+02,9.8696101784e-04,2.9174896762e-03,3.7754662642e-01,2.7297613974e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4352399571e-05,4.4352421276e-05,1.1358116937e-02,5.8723888321e-04,4.5130123472e-05,4.5870020255e-05,1.1274832399e-02,5.8662853105e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0588325746e+03,2.2034282399e+03,1.9617898556e+00,nan,4.0814494549e+01,4.3680972895e+01,3.8890710375e-02,nan,4.5373682685e+00,1.8077095679e+00,1.0670750542e+01,4.1802448984e+00,8.9292329283e+00,9.9266739915e-01,1.8098116155e-01,1.9142749546e-01,-3.1921336459e-01,5.5264394762e-01,3.1853375329e-01,410729,44,54,41,1.1274832399e-02,5.1314222910e-01,4.9872262253e-01,2.2078953111e-02,-3.7908041308e+00,-2.3822732155e+03,-2.5764713234e-02,-2.3822989802e+03,-1.9892348220e-04,447024,48,48,48,-2.4848836885e-03,1.0000000000e+00,6.4011500753e-01,2.9988643781e-02,-3.4764890095e+00,-9.9835776675e-01,-1.2911193553e-01,-1.1274697023e+00,1.2398620545e-04,2.1630287175e-02,3.0112629987e-02,1.4454731871e-04,4.1165936184e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
6,6.0000000000e-04,1.0000000000e-04,-8.3142354277e-02,1.2389412785e-01,1.1620558845e+00,2.3776123762e-01,-1.9999109416e-01,1.9999109416e-01,1.0839269334e+00,3.1477317628e-01,1.1684873989e-01,1.1721988393e-01,1.9245007032e-01,1.2691093300e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9919451837e-05,2.9682863013e-05,2.7840823639e-04,5.6963428117e-05,1.9919451837e-05,2.4912388059e-05,2.2402230466e-03,5.2870423168e-05,-9.3642549671e+00,9.3642600450e+00,2.3887940921e+03,1.2372745724e+02,-9.3652114425e+00,9.3652114425e+00,2.3888198253e+03,1.2373102266e+02,9.5647538478e-04,2.9259008405e-03,3.7754724379e-01,2.7322161016e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4475586776e-05,4.4475610894e-05,1.1345592288e-02,5.8764432199e-04,4.5274493752e-05,4.6076249861e-05,1.1216506939e-02,5.8699020414e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0556619728e+03,2.2038568761e+03,1.9617932233e+00,nan,4.0751640235e+01,4.3689470220e+01,3.8890777136e-02,nan,5.0068706132e+00,1.8495316367e+00,1.1102430602e+01,4.1802448984e+00,8.0465401301e+00,9.8862242312e-01,1.2832462113e-01,1.4097672384e-01,-3.3480005047e-01,5.5344287696e-01,3.1901531064e-01,520566,56,46,54,1.1216506939e-02,4.8687387484e-01,4.9615719563e-01,2.1810998579e-02,-3.8032885398e+00,-2.3888198253e+03,2.5733185810e-02,-2.3887940921e+03,-1.2839393539e-04,447024,48,48,48,-2.2402230466e-03,1.0000000000e+00,6.3763012384e-01,3.0112629987e-02,-3.4722352667e+00,-1.0061305552e+00,-1.2720213655e-01,-1.1333326917e+00,1.2187908266e-04,2.1614750966e-02,3.0234509069e-02,1.2987599174e-04,4.6544445471e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
7,7.0000000000e-04,1.0000000000e-04,-8.3385507492e-02,1.2415021803e-01,1.1624466255e+00,2.3865548658e-01,-2.0025356383e-01,2.0025356383e-01,1.0821213734e+00,3.1554802037e-01,1.1686805634e-01,1.1723679587e-01,1.9245004283e-01,1.2692176376e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9977707088e-05,2.9744217734e-05,2.7850185107e-04,5.7177674507e-05,1.9977707088e-05,2.4683162917e-05,2.0452693540e-03,5.1199787548e-05,-9.3980090556e+00,9.3980146214e+00,2.3876141611e+03,1.2394155481e+02,-9.3989350003e+00,9.3989350003e+00,2.3876418271e+03,1.2394493418e+02,9.2594475150e-04,2.9318478759e-03,3.7752259075e-01,2.7348417728e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4635902028e-05,4.4635928463e-05,1.1339988198e-02,5.8866117973e-04,4.5471674738e-05,4.6321853804e-05,1.1226511633e-02,5.8795545794e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0539559484e+03,2.2064454928e+03,1.9616654025e+00,nan,4.0717819843e+01,4.3740787206e+01,3.8888243205e-02,nan,5.4890137630e+00,1.8766579453e+00,1.1483552688e+01,4.1802448984e+00,7.3438267863e+00,9.8999323781e-01,9.1531093563e-02,1.0511062923e-01,-3.5023129391e-01,5.5409100908e-01,3.1940962119e-01,400552,43,44,40,1.1226511633e-02,4.8588644660e-01,4.9523518350e-01,2.1668213870e-02,-3.8100024740e+00,-2.3876418271e+03,2.7666016112e-02,-2.3876141611e+03,-6.3037089322e-05,447024,48,48,48,-2.0452693540e-03,1.0000000000e+00,6.3538990080e-01,3.0234509069e-02,-3.4680703239e+00,-1.0132146344e+00,-1.2546288298e-01,-1.1386775174e+00,1.1480496699e-04,2.1594526374e-02,3.0349314036e-02,1.1742623014e-04,5.2373536995e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
8,8.0000000000e-04,1.0000000000e-04,-8.3655142311e-02,1.2443548860e-01,1.1625688507e+00,2.3965530470e-01,-2.0054242242e-01,2.0054242242e-01,1.0808334038e+00,3.1641202320e-01,1.1688728011e-01,1.1725361204e-01,1.9245000382e-01,1.2693257590e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0042306868e-05,2.9812563565e-05,2.7853113410e-04,5.7417213415e-05,2.0042306868e-05,2.4611209738e-05,1.8867492203e-03,4.9840039954e-05,-9.4422576785e+00,9.4422638004e+00,2.3901468854e+03,1.2432236161e+02,-9.4431530800e+00,9.4431530800e+00,2.3901786821e+03,1.2432555780e+02,8.9540157557e-04,2.9381745055e-03,3.7754742472e-01,2.7376335368e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4846061136e-05,4.4846090212e-05,1.1352017388e-02,5.9046982397e-04,4.5737940930e-05,4.6624821579e-05,1.1242602393e-02,5.8970378830e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0559185668e+03,2.2114219209e+03,1.9617948414e+00,nan,4.0756726979e+01,4.3839440394e+01,3.8890809213e-02,nan,5.9587158018e+00,1.8944546845e+00,1.1831928482e+01,4.1802448984e+00,6.7739257458e+00,9.9036162550e-01,7.7015431012e-02,9.1754468619e-02,-3.6502946295e-01,5.5460566174e-01,3.1973906114e-01,493480,53,52,40,1.1242602393e-02,4.9711295824e-01,4.9512659105e-01,2.1605176781e-02,-3.8129803415e+00,-2.3883462233e+03,5.6636318060e-03,-2.3883405597e+03,6.1337381354e-07,447024,48,48,48,-1.8867492203e-03,1.0000000000e+00,6.3334463144e-01,3.0349314036e-02,-3.4641619736e+00,-1.0196753174e+00,-1.2386073949e-01,-1.1435360569e+00,1.0467908782e-04,2.1603453697e-02,3.0453993124e-02,1.0712365836e-04,5.8116305450e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
9,9.0000000000e-04,1.0000000000e-04,-8.3948458437e-02,1.2474725354e-01,1.1624683513e+00,2.4074742689e-01,-2.0085486618e-01,2.0085486618e-01,1.0796857486e+00,3.1735423628e-01,1.1690640775e-01,1.1727034714e-01,1.9244998448e-01,1.2694336170e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0112580274e-05,2.9887256986e-05,2.7850705620e-04,5.7678866763e-05,2.0112580274e-05,2.4596167682e-05,1.7554822238e-03,4.8707903905e-05,-9.4987915584e+00,9.4987983908e+00,2.3983385822e+03,1.2489408501e+02,-9.4996564356e+00,9.4996564356e+00,2.3983717599e+03,1.2489709813e+02,8.6487722387e-04,2.9460100602e-03,3.7754156551e-01,2.7405888554e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5114569147e-05,4.5114601598e-05,1.1390923902e-02,5.9318522777e-04,4.6064061555e-05,4.7013775417e-05,1.1333719719e-02,5.9235037958e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0631431209e+03,2.2213609496e+03,1.9617645932e+00,nan,4.0899947232e+01,4.4036472654e+01,3.8890209569e-02,nan,6.4561859783e+00,1.9114268542e+00,1.2161278398e+01,4.1802448984e+00,6.3031876024e+00,9.9497809096e-01,8.9778065903e-02,1.0761070013e-01,-3.7889560037e-01,5.5501545927e-01,3.2013154852e-01,502902,54,54,54,1.1333719719e-02,4.7102662655e-01,4.9263714713e-01,2.1622541519e-02,-3.8121591856e+00,-2.3952855245e+03,5.6649326474e-02,-2.3952288751e+03,8.7710038380e-05,447024,48,48,48,-1.7554822238e-03,1.0000000000e+00,6.3145788222e-01,3.0453993124e-02,-3.4606108051e+00,-1.0255682273e+00,-1.2237089566e-01,-1.1479391230e+00,9.3586324413e-05,2.1641786929e-02,3.0547579449e-02,9.8851579583e-05,6.4289743189e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
10,1.0000000000e-03,1.0000000000e-04,-8.4262656954e-02,1.2508280777e-01,1.1623476729e+00,2.4191816962e-01,-2.0118809311e-01,2.0118809311e-01,1.0785105825e+00,3.1836341075e-01,1.1692543616e-01,1.1728698606e-01,1.9245002751e-01,1.2695411525e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0187856736e-05,2.9967649902e-05,2.7847814376e-04,5.7959356215e-05,2.0187856736e-05,2.4590045167e-05,1.6449961513e-03,4.7746032556e-05,-9.5685858504e+00,9.5685933683e+00,2.4118107074e+03,1.2566864723e+02,-9.5694201750e+00,9.5694201750e+00,2.4118452699e+03,1.2567147483e+02,8.3432459687e-04,2.9548358902e-03,3.7745659997e-01,2.7437085178e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5446057568e-05,4.5446093274e-05,1.1454909844e-02,5.9686401584e-04,4.6462578952e-05,4.7513476334e-05,1.1439098031e-02,5.9595129664e-04,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0028572418e+00,1.0009558587e+00,1.0028572418e+00,2.0749477662e+03,2.2362740885e+03,1.9613226606e+00,nan,4.1133963655e+01,4.4332112151e+01,3.8881448655e-02,nan,6.9538752548e+00,1.9322240367e+00,1.2481692504e+01,4.1802448984e+00,5.9070924888e+00,9.9861964751e-01,1.2349034613e-01,1.4645244540e-01,-3.9138923694e-01,5.5535235991e-01,3.2059085193e-01,502902,54,54,54,1.1439098031e-02,4.8236034627e-01,4.9253041254e-01,2.1710251557e-02,-3.8080213215e+00,-2.4118452699e+03,3.4562536602e-02,-2.4118107074e+03,1.5391812230e-04,447024,48,48,48,-1.6449961513e-03,1.0000000000e+00,6.2970240000e-01,3.0547579449e-02,-3.4574459472e+00,-1.0309534702e+00,-1.2097461522e-01,-1.1519280854e+00,8.3545783439e-05,2.1731127816e-02,3.0631125232e-02,9.2470793119e-05,6.9884911940e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-06,2.8572417675e-03,2.8665593851e-03,4.7495061735e-02,2.3958248488e+00
