step,time_code,dt,phi_rhs_total_explicit_signed_mean,phi_rhs_total_explicit_abs_mean,phi_rhs_total_explicit_abs_max,phi_rhs_total_explicit_rms,phi_rhs_chem_signed_mean,phi_rhs_chem_abs_mean,phi_rhs_chem_abs_max,phi_rhs_chem_rms,phi_rhs_double_well_signed_mean,phi_rhs_double_well_abs_mean,phi_rhs_double_well_abs_max,phi_rhs_double_well_rms,phi_rhs_elastic_signed_mean,phi_rhs_elastic_abs_mean,phi_rhs_elastic_abs_max,phi_rhs_elastic_rms,phi_update_explicit_est_signed_mean,phi_update_explicit_est_abs_mean,phi_update_explicit_est_abs_max,phi_update_explicit_est_rms,dphi_actual_signed_mean,dphi_actual_abs_mean,dphi_actual_abs_max,dphi_actual_rms,eta_rhs_total_explicit_signed_mean,eta_rhs_total_explicit_abs_mean,eta_rhs_total_explicit_abs_max,eta_rhs_total_explicit_rms,eta_rhs_bulk_signed_mean,eta_rhs_bulk_abs_mean,eta_rhs_bulk_abs_max,eta_rhs_bulk_rms,eta_rhs_double_well_signed_mean,eta_rhs_double_well_abs_mean,eta_rhs_double_well_abs_max,eta_rhs_double_well_rms,eta_rhs_elastic_signed_mean,eta_rhs_elastic_abs_mean,eta_rhs_elastic_abs_max,eta_rhs_elastic_rms,eta_update_explicit_est_signed_mean,eta_update_explicit_est_abs_mean,eta_update_explicit_est_abs_max,eta_update_explicit_est_rms,deta_actual_signed_mean,deta_actual_abs_mean,deta_actual_abs_max,deta_actual_rms,phi_grad_denom_min,phi_grad_denom_max,phi_grad_denom_mean,phi_grad_denom_at_kmax,eta_grad_denom_min,eta_grad_denom_max,eta_grad_denom_mean,eta_grad_denom_at_kmax,eta_rhs_total_absmax_over_phi_rhs_total_absmax,eta_rhs_bulk_absmax_over_phi_chem_absmax,eta_rhs_dw_absmax_over_phi_dw_absmax,eta_rhs_elastic_absmax_over_phi_elastic_absmax,eta_Ldt_rhs_absmax_over_phi_Ldt_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,eta_Ldt_dw_absmax_over_phi_Ldt_dw_absmax,eta_Ldt_elastic_absmax_over_phi_Ldt_elastic_absmax,deta_absmax_over_dphi_absmax,deta_absmean_over_dphi_absmean,deta_rms_over_dphi_rms,phi_damping_stronger_than_eta,phi_actual_over_explicit_est_absmax,eta_actual_over_explicit_est_absmax,corr_abs_deta_abs_dxB,corr_abs_deta_abs_dY,corr_abs_deta_local_xB,corr_abs_deta_eta_before,corr_abs_deta_phi_before,max_abs_deta_idx,max_abs_deta_i,max_abs_deta_j,max_abs_deta_k,max_abs_deta_value,max_abs_deta_eta_before,max_abs_deta_phi_before,max_abs_deta_xB_before,max_abs_deta_Y_before,max_abs_deta_eta_rhs_bulk,max_abs_deta_eta_rhs_dw,max_abs_deta_eta_rhs_total,max_abs_deta_dxB,max_abs_dphi_idx,max_abs_dphi_i,max_abs_dphi_j,max_abs_dphi_k,max_abs_dphi_value,max_abs_dphi_eta_before,max_abs_dphi_phi_before,max_abs_dphi_xB_before,max_abs_dphi_Y_before,max_abs_dphi_phi_rhs_chem,max_abs_dphi_phi_rhs_dw,max_abs_dphi_phi_rhs_total,max_abs_dphi_dxB,xB_min_after,xB_max_after,xBtot_rel_delta,eta_far_field_max,xB_clip_low_count,xB_clip_high_count,nan_inf_flag,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
124,1.2400000000e-02,1.0000000000e-04,-9.2677788205e-02,1.3394025856e-01,1.4632365143e+00,2.6521208644e-01,-2.1155529306e-01,2.1155529306e-01,1.3969166173e+00,3.3985484919e-01,1.1887750485e-01,1.1906391592e-01,1.9245008189e-01,1.2820915703e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2203974792e-05,3.2089739971e-05,3.5056584006e-04,6.3540170691e-05,2.2203974791e-05,2.3847310144e-05,2.4634298810e-04,2.9967488717e-05,-1.0757803830e+01,1.0757810070e+01,2.7912161304e+03,1.4307086770e+02,-1.0758875242e+01,1.0758875242e+01,2.7912487409e+03,1.4307525495e+02,1.0714121986e-03,2.9073370781e-03,3.7751568764e-01,2.7239315362e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1094255705e-07,5.1094285339e-07,1.3256898243e-04,6.7951596938e-06,5.2028033811e-07,5.3103168152e-07,1.3156219367e-04,6.7896383248e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9075632020e+03,1.9981498583e+03,1.9616291348e+00,nan,3.7815715989e-01,3.9611514557e-01,3.8887524230e-04,nan,5.3406104507e-01,2.2267990743e-02,2.2656681008e-01,4.1920690912e+00,7.0270106197e-01,9.9240554810e-01,9.4993134292e-04,7.3963518317e-04,1.8090340522e-02,5.4993449953e-01,3.0790282174e-01,400457,43,43,41,1.3156219367e-04,5.0859856542e-01,4.9080882550e-01,2.8487311494e-02,-3.5293955521e+00,-2.7824783606e+03,-1.6863742704e-02,-2.7824952243e+03,-1.3315201886e-05,447024,48,48,48,-2.4634298810e-04,9.9995130378e-01,5.6755298362e-01,5.8109259183e-02,-2.7855642640e+00,-1.3969166173e+00,-6.6319896969e-02,-1.4632365143e+00,1.4135127374e-04,2.8273759387e-02,5.8250610457e-02,9.8914900414e-06,2.9832509068e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
125,1.2500000000e-02,1.0000000000e-04,-9.2715312943e-02,1.3397465678e-01,1.4640849480e+00,2.6525173240e-01,-2.1160956289e-01,2.1160956289e-01,1.3979979532e+00,3.3990864868e-01,1.1889424995e-01,1.1907964078e-01,1.9245008955e-01,1.2822090090e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2212965062e-05,3.2097981183e-05,3.5076910992e-04,6.3549669168e-05,2.2212965062e-05,2.3848419107e-05,2.4433438023e-04,2.9932006942e-05,-1.0759049812e+01,1.0759056064e+01,2.7914261817e+03,1.4308518395e+02,-1.0760120881e+01,1.0760120881e+01,2.7914585405e+03,1.4308956715e+02,1.0710687047e-03,2.9073838462e-03,3.7751742243e-01,2.7239511257e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1100173502e-07,5.1100203195e-07,1.3257895883e-04,6.7958396450e-06,5.2034991408e-07,5.3110262243e-07,1.3156757811e-04,6.7903142696e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9066012430e+03,1.9967543830e+03,1.9616380710e+00,nan,3.7796646021e-01,3.9583850522e-01,3.8887701381e-04,nan,5.3847345587e-01,2.2269929929e-02,2.2685796788e-01,4.1920690912e+00,6.9656755206e-01,9.9237148394e-01,2.7064897483e-03,2.4677541306e-03,1.7718654336e-02,5.4996833808e-01,3.0782892044e-01,401611,43,55,43,1.3156757811e-04,5.0873012761e-01,4.9073919448e-01,2.8473996292e-02,-3.5298767751e+00,-2.7825564933e+03,-1.7121609909e-02,-2.7825736149e+03,-1.3176145917e-05,447024,48,48,48,-2.4433438023e-04,9.9995874968e-01,5.6730664064e-01,5.8250610457e-02,-2.7829846260e+00,-1.3979979532e+00,-6.6086994803e-02,-1.4640849480e+00,1.3632003670e-04,2.8271887552e-02,5.8386930493e-02,1.0178504148e-05,2.9815457643e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
126,1.2600000000e-02,1.0000000000e-04,-9.2751921586e-02,1.3400816224e-01,1.4649022987e+00,2.6528975953e-01,-2.1166291222e-01,2.1166291222e-01,1.3990464039e+00,3.3996074902e-01,1.1891099063e-01,1.1909537237e-01,1.9245008629e-01,1.2823265462e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2221735851e-05,3.2106008504e-05,3.5096493283e-04,6.3558779802e-05,2.2221735851e-05,2.3849360866e-05,2.4235683401e-04,2.9896786898e-05,-1.0760285897e+01,1.0760292161e+01,2.7916381315e+03,1.4309947135e+02,-1.0761356622e+01,1.0761356622e+01,2.7916702386e+03,1.4310385054e+02,1.0707251663e-03,2.9074302936e-03,3.7751911189e-01,2.7239707282e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1106044297e-07,5.1106074048e-07,1.3258902540e-04,6.7965182258e-06,5.2041731619e-07,5.3117176884e-07,1.3157293452e-04,6.7909888481e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9056821291e+03,1.9954093237e+03,1.9616468829e+00,nan,3.7778425420e-01,3.9557185937e-01,3.8887876070e-04,nan,5.4288931057e-01,2.2271949836e-02,2.2714778251e-01,4.1920690912e+00,6.9054430040e-01,9.9233653863e-01,4.1442467465e-03,3.8687956857e-03,1.7326775632e-02,5.5000109979e-01,3.0775466046e-01,401417,43,53,41,1.3157293452e-04,5.0886169519e-01,4.9066979142e-01,2.8460820146e-02,-3.5303531875e+00,-2.7826368194e+03,-1.7379480553e-02,-2.7826541988e+03,-1.2902401463e-05,447024,48,48,48,-2.4235683401e-04,9.9996619192e-01,5.6706230626e-01,5.8386930493e-02,-2.7805023641e+00,-1.3990464039e+00,-6.5855894820e-02,-1.4649022987e+00,1.3142033460e-04,2.8269922841e-02,5.8518350828e-02,1.0420864721e-05,2.9798212544e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
127,1.2700000000e-02,1.0000000000e-04,-9.2787599451e-02,1.3404080639e-01,1.4656896686e+00,2.6532636569e-01,-2.1171532640e-01,2.1171532640e-01,1.4000630982e+00,3.4001128057e-01,1.1892772695e-01,1.1911110896e-01,1.9245007172e-01,1.2824441814e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2230283643e-05,3.2113829470e-05,3.5115357286e-04,6.3567549996e-05,2.2230283643e-05,2.3850129742e-05,2.4040969321e-04,2.9861798900e-05,-1.0761533457e+01,1.0761539733e+01,2.7918573342e+03,1.4311401540e+02,-1.0762603838e+01,1.0762603838e+01,2.7918891895e+03,1.4311839062e+02,1.0703815761e-03,2.9074764137e-03,3.7752075604e-01,2.7239903439e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1111969589e-07,5.1111999400e-07,1.3259943644e-04,6.7972089964e-06,5.2048837193e-07,5.3123677865e-07,1.3158007892e-04,6.7916755843e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9048079509e+03,1.9941166888e+03,1.9616555747e+00,nan,3.7761095627e-01,3.9531560618e-01,3.8888048376e-04,nan,5.4731603024e-01,2.2273957601e-02,2.2743692056e-01,4.1920690912e+00,6.8462835577e-01,9.9231250485e-01,5.2786405386e-03,4.9602494517e-03,1.6934415625e-02,5.5003290503e-01,3.0767963003e-01,391337,42,44,41,1.3158007892e-04,4.8397307820e-01,4.8930742785e-01,2.8443410517e-02,-3.5309829993e+00,-2.7915947264e+03,3.1409433145e-02,-2.7915633170e+03,-1.2274592514e-05,447024,48,48,48,-2.4040969321e-04,9.9997363134e-01,5.6681994942e-01,5.8518350828e-02,-2.7781144624e+00,-1.4000630982e+00,-6.5626570345e-02,-1.4656896686e+00,1.2668911341e-04,2.8267624505e-02,5.8645039941e-02,1.0617971750e-05,2.9780757946e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
128,1.2800000000e-02,1.0000000000e-04,-9.2822333615e-02,1.3407261737e-01,1.4664483081e+00,2.6536173698e-01,-2.1176679256e-01,2.1176679256e-01,1.4010493129e+00,3.4006036671e-01,1.1894445894e-01,1.1912684670e-01,1.9245007174e-01,1.2825619137e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2238605340e-05,3.2121450825e-05,3.5133532962e-04,6.3576024339e-05,2.2238605340e-05,2.3850709373e-05,2.3849226730e-04,2.9827015838e-05,-1.0762811422e+01,1.0762817712e+01,2.7920884659e+03,1.4312906751e+02,-1.0763881460e+01,1.0763881460e+01,2.7921200695e+03,1.4313343879e+02,1.0700379450e-03,2.9075222190e-03,3.7752235490e-01,2.7240099731e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1118039294e-07,5.1118069167e-07,1.3261041406e-04,6.7979238975e-06,5.2056370037e-07,5.3130291697e-07,1.3159274981e-04,6.7923864027e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9039801474e+03,1.9928777979e+03,1.9616638824e+00,nan,3.7744685171e-01,3.9507000726e-01,3.8888213070e-04,nan,5.5176946111e-01,2.2276189301e-02,2.2772597968e-01,4.1920690912e+00,6.7881663810e-01,9.9232591000e-01,6.0875307585e-03,5.7215462007e-03,1.6559063115e-02,5.5006371865e-01,3.0760421930e-01,511158,55,44,54,1.3159274981e-04,4.8410465828e-01,4.8924064462e-01,2.8431135924e-02,-3.5314272706e+00,-2.7918286322e+03,3.1152087485e-02,-2.7917974802e+03,-1.1788573554e-05,447024,48,48,48,-2.3849226730e-04,9.9998106856e-01,5.6657953973e-01,5.8645039941e-02,-2.7758172832e+00,-1.4010493129e+00,-6.5398995243e-02,-1.4664483081e+00,1.2215836413e-04,2.8265196823e-02,5.8767198305e-02,1.0770054036e-05,2.9762952791e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
129,1.2900000000e-02,1.0000000000e-04,-9.2856112460e-02,1.3410360057e-01,1.4671795897e+00,2.6539604564e-01,-2.1181729908e-01,2.1181729908e-01,1.4020064458e+00,3.4010812209e-01,1.1896118662e-01,1.1914258556e-01,1.9245008625e-01,1.2826797423e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2246698160e-05,3.2128873857e-05,3.5151053187e-04,6.3584244092e-05,2.2246698160e-05,2.3851089096e-05,2.3660383771e-04,2.9792412992e-05,-1.0764136290e+01,1.0764142593e+01,2.7923355370e+03,1.4314484522e+02,-1.0765205985e+01,1.0765205985e+01,2.7923668887e+03,1.4314921257e+02,1.0696942819e-03,2.9075677205e-03,3.7752390850e-01,2.7240296159e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1124331763e-07,5.1124361697e-07,1.3262214871e-04,6.7986732609e-06,5.2063880000e-07,5.3137672738e-07,1.3160615065e-04,6.7931316498e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9031995514e+03,1.9916933315e+03,1.9616718073e+00,nan,3.7729210561e-01,3.9483519750e-01,3.8888370172e-04,nan,5.5622999154e-01,2.2278929287e-02,2.2801549010e-01,4.1920690912e+00,6.7310597053e-01,9.9233915240e-01,6.4198260677e-03,6.0020218681e-03,1.6216988899e-02,5.5009384640e-01,3.0752913519e-01,483210,52,41,42,1.3160615065e-04,4.8423625103e-01,4.8917408226e-01,2.8419347350e-02,-3.5318541261e+00,-2.7920799200e+03,3.0894704084e-02,-2.7920490253e+03,-1.1223861031e-05,447024,48,48,48,-2.3660383771e-04,9.9998850258e-01,5.6634104746e-01,5.8767198305e-02,-2.7736066599e+00,-1.4020064458e+00,-6.5173143949e-02,-1.4671795897e+00,1.1785503540e-04,2.8262558548e-02,5.8885053341e-02,1.0878136058e-05,2.9744854142e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
130,1.3000000000e-02,1.0000000000e-04,-9.2888925271e-02,1.3413378328e-01,1.4678849813e+00,2.6542944810e-01,-2.1186683524e-01,2.1186683524e-01,1.4029359898e+00,3.4015465095e-01,1.1897790997e-01,1.1915832547e-01,1.9245008960e-01,1.2827976660e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2254559534e-05,3.2136105105e-05,3.5167953134e-04,6.3592246738e-05,2.2254559534e-05,2.3851250863e-05,2.3474366409e-04,2.9757967817e-05,-1.0765522161e+01,1.0765528477e+01,2.7926084240e+03,1.4316153289e+02,-1.0766591512e+01,1.0766591512e+01,2.7926392601e+03,1.4316589633e+02,1.0693505745e-03,2.9076129090e-03,3.7752541690e-01,2.7240492726e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1130913966e-07,5.1130943961e-07,1.3263510950e-04,6.7994658429e-06,5.2071430186e-07,5.3144689330e-07,1.3162055686e-04,6.7939168481e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9024708745e+03,1.9905678381e+03,1.9616796109e+00,nan,3.7714765199e-01,3.9461207860e-01,3.8888524873e-04,nan,5.6069908158e-01,2.2281719997e-02,2.2830580670e-01,4.1920690912e+00,6.6749310998e-01,9.9235079882e-01,5.9731360374e-03,5.5033454990e-03,1.5892288978e-02,5.5011436408e-01,3.0745121033e-01,483305,52,42,41,1.3162055686e-04,4.8436785718e-01,4.8910774321e-01,2.8408123489e-02,-3.5322606935e+00,-2.7923520179e+03,3.0637281618e-02,-2.7923213807e+03,-1.0596916397e-05,447024,48,48,48,-2.3474366409e-04,9.9999593455e-01,5.6610444362e-01,5.8885053341e-02,-2.7714779907e+00,-1.4029359898e+00,-6.4948991502e-02,-1.4678849813e+00,1.1380104162e-04,2.8259848970e-02,5.8998854382e-02,1.0943999032e-05,2.9726481714e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
131,1.3100000000e-02,1.0000000000e-04,-9.2920761855e-02,1.3416317932e-01,1.4685660217e+00,2.6546208346e-01,-2.1191539081e-01,2.1191539081e-01,1.4038395082e+00,3.4020004571e-01,1.1899462896e-01,1.1917406637e-01,1.9245008223e-01,1.2829156835e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2262187022e-05,3.2143147881e-05,3.5184269670e-04,6.3600065598e-05,2.2262187022e-05,2.3851191787e-05,2.3291099041e-04,2.9723659729e-05,-1.0766980807e+01,1.0766987135e+01,2.7929034780e+03,1.4317928282e+02,-1.0768049814e+01,1.0768049814e+01,2.7929340579e+03,1.4318364235e+02,1.0690068098e-03,2.9076578044e-03,3.7752688012e-01,2.7240689436e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1137841813e-07,5.1137871869e-07,1.3264912311e-04,6.8003088768e-06,5.2079306786e-07,5.3152574617e-07,1.3163611826e-04,6.7947515113e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9017895258e+03,1.9894966922e+03,1.9616872892e+00,nan,3.7701258077e-01,3.9439973362e-01,3.8888677089e-04,nan,5.6517778759e-01,2.2285081220e-02,2.2859740601e-01,4.1920690912e+00,6.6197477620e-01,9.9236327521e-01,4.5488416919e-03,4.0281522082e-03,1.5619375102e-02,5.5013253199e-01,3.0737423829e-01,391337,42,44,41,1.3163611826e-04,4.8449947773e-01,4.8904163023e-01,2.8397526573e-02,-3.5326446940e+00,-2.7926476503e+03,3.0379818223e-02,-2.7926172705e+03,-9.9233141667e-06,447024,48,48,48,-2.3291099041e-04,1.0000000000e+00,5.6586969996e-01,5.8998854382e-02,-2.7694263306e+00,-1.4038395082e+00,-6.4726513565e-02,-1.4685660217e+00,1.1001338928e-04,2.8195008953e-02,5.9108867772e-02,1.0970109934e-05,2.9707576135e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
132,1.3200000000e-02,1.0000000000e-04,-9.2951612220e-02,1.3419178922e-01,1.4692242973e+00,2.6549407209e-01,-2.1196295577e-01,2.1196295577e-01,1.4047186108e+00,3.4024438583e-01,1.1901134355e-01,1.1918980816e-01,1.9245006348e-01,1.2830337935e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2269578229e-05,3.2150002311e-05,3.5200040799e-04,6.3607729513e-05,2.2269578229e-05,2.3850911464e-05,2.3110505077e-04,2.9689469887e-05,-1.0768521760e+01,1.0768528101e+01,2.7932227852e+03,1.4319821663e+02,-1.0769590423e+01,1.0769590423e+01,2.7932531088e+03,1.4320257225e+02,1.0686629841e-03,2.9077024354e-03,3.7752829825e-01,2.7240886292e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1145160580e-07,5.1145190697e-07,1.3266428862e-04,6.8012081394e-06,5.2087750114e-07,5.3162763584e-07,1.3165302565e-04,6.7956422215e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9011547729e+03,1.9884787510e+03,1.9616948492e+00,nan,3.7688674676e-01,3.9419793598e-01,3.8888826957e-04,nan,5.6966745300e-01,2.2289615080e-02,2.2889065542e-01,4.1920690912e+00,6.5654767872e-01,9.9237727812e-01,1.9768406892e-03,1.4053855058e-03,1.5449219966e-02,5.5016135006e-01,3.0730247449e-01,484457,52,54,41,1.3165302565e-04,4.8463111385e-01,4.8897574627e-01,2.8387603259e-02,-3.5330044112e+00,-2.7929688721e+03,3.0122311742e-02,-2.7929387498e+03,-9.2175991419e-06,447024,48,48,48,-2.3110505077e-04,1.0000000000e+00,5.6563678897e-01,5.9108867772e-02,-2.7674464791e+00,-1.4047186108e+00,-6.4505686445e-02,-1.4692242973e+00,1.0650428584e-04,2.8126987742e-02,5.9215372058e-02,1.0959554049e-05,2.9687870155e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
133,1.3300000000e-02,1.0000000000e-04,-9.2981466286e-02,1.3421961594e-01,1.4698614191e+00,2.6552551462e-01,-2.1200951996e-01,2.1200951996e-01,1.4055749320e+00,3.4028773682e-01,1.1902805368e-01,1.1920555075e-01,1.9245007770e-01,1.2831519944e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2276730741e-05,3.2156669108e-05,3.5215305122e-04,6.3615262592e-05,2.2276730741e-05,2.3850383198e-05,2.2932507506e-04,2.9655380987e-05,-1.0770152419e+01,1.0770158773e+01,2.7935679282e+03,1.4321842686e+02,-1.0771220738e+01,1.0771220738e+01,2.7935979954e+03,1.4322277857e+02,1.0683191006e-03,2.9077467938e-03,3.7752967139e-01,2.7241083298e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1152905403e-07,5.1152935580e-07,1.3268068121e-04,6.8021680254e-06,5.2097054093e-07,5.3172832218e-07,1.3167119165e-04,6.7965955548e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9005655172e+03,1.9875126767e+03,1.9617018392e+00,nan,3.7676993214e-01,3.9400642048e-01,3.8888965529e-04,nan,5.7416831374e-01,2.2294330358e-02,2.2918591259e-01,4.1920690912e+00,6.5120854203e-01,9.9239158589e-01,-1.8014971248e-03,-2.4191806651e-03,1.5354063008e-02,5.5018958340e-01,3.0722844702e-01,392105,42,52,41,1.3167119165e-04,4.8476276688e-01,4.8891009445e-01,2.8378385660e-02,-3.5333386559e+00,-2.7933171110e+03,2.9864759646e-02,-2.7932872463e+03,-8.4931966032e-06,447024,48,48,48,-2.2932507506e-04,1.0000000000e+00,5.6540568392e-01,5.9215372058e-02,-2.7655330663e+00,-1.4055749320e+00,-6.4286487104e-02,-1.4698614191e+00,1.0328135943e-04,2.8062789511e-02,5.9318653417e-02,1.0915943195e-05,2.9667493382e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
134,1.3400000000e-02,1.0000000000e-04,-9.3010313657e-02,1.3424667587e-01,1.4704790028e+00,2.6555649117e-01,-2.1205507293e-01,2.1205507293e-01,1.4064101096e+00,3.4033014954e-01,1.1904475927e-01,1.1922130029e-01,1.9245008854e-01,1.2832702846e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2283642066e-05,3.2163152191e-05,3.5230101345e-04,6.3622684030e-05,2.2283642066e-05,2.3849608747e-05,2.2757029413e-04,2.9621377068e-05,-1.0771878158e+01,1.0771884525e+01,2.7939399455e+03,1.4323997862e+02,-1.0772946133e+01,1.0772946133e+01,2.7939697563e+03,1.4324432640e+02,1.0679751722e-03,2.9077908846e-03,3.7753099952e-01,2.7241280457e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1161101810e-07,5.1161132050e-07,1.3269835020e-04,6.8031916273e-06,5.2106540087e-07,5.3183677733e-07,1.3169061408e-04,6.7976136314e-06,1.0000000000e+00,4.1921888688e+00,2.0679115636e+00,4.1921888688e+00,1.0000000000e+00,1.0000285724e+00,1.0000095586e+00,1.0000285724e+00,1.9000202929e+03,1.9865967524e+03,1.9617086300e+00,nan,3.7666184635e-01,3.9382484677e-01,3.8889100149e-04,nan,5.7868103827e-01,2.2299601766e-02,2.2948337668e-01,4.1920690912e+00,6.4595412854e-01,9.9240581280e-01,-6.6070747294e-03,-7.2648267186e-03,1.5339031265e-02,5.5021760975e-01,3.0715582529e-01,483305,52,42,41,1.3169061408e-04,4.8489443807e-01,4.8884467797e-01,2.8369892463e-02,-3.5336467259e+00,-2.7936932134e+03,2.9607159575e-02,-2.7936636062e+03,-7.7623714254e-06,447024,48,48,48,-2.2757029413e-04,1.0000000000e+00,5.6517635884e-01,5.9318653417e-02,-2.7636806328e+00,-1.4064101096e+00,-6.4068893167e-02,-1.4704790028e+00,1.0034804677e-04,2.8002677039e-02,5.9419001464e-02,1.0843318765e-05,2.9646523705e-04,0,0,0,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,9.3176175816e-08,2.8572417675e-05,2.8665593851e-05,4.7495061735e-04,2.3958248488e+00
