step,elapsed_physical_time_s,experimental_age_h,particle_count,number_density_m3,mean_radius_nm,Sv_nm_inv,M6_nm3,beta_volume_fraction,far_field_matrix_xAg,far_field_matrix_xB
0,0,6,96,6.4486070202760325e+21,9.5416094639143836,0.0074261690314816643,5.3578260165703337,0.02392960975909118,0.006203008315588036,0.0062223069064392339
21798,21600.207026290725,12.00005750730298,31,2.0823626836308022e+21,13.027173999960983,0.0047565634737017307,20.50380474142818,0.023155118796488197,0.0069855095023743262,0.0070099989987237677
43596,43200.414052581451,18.00011501460596,15,1.0075948469181301e+21,16.638848694222116,0.0037562358139695334,44.08821298185542,0.023468810628888327,0.0066675039481570433,0.006689808712860088
65393,64799.630152776837,23.999897264660234,10,6.7172989794542014e+20,18.723579109887247,0.0032619137427315177,66.097472585587028,0.02359280073378868,0.0065419911906859753,0.0065634624731142352
108989,108000.0442053583,36.000012279266194,6,4.0303793876725203e+20,23.406473483058875,0.0028730488502025264,95.32215508057773,0.023799474825655496,0.0063319490859755842,0.0063520598691038264
152585,151200.45825793975,48.000127293872154,5,3.3586494897271007e+20,24.859869085436504,0.0027022440128109566,116.53186425143566,0.023830338389357261,0.0063008215309075279,0.0063207350405438669
