step,age_h,elapsed_physical_time_s,particle_count,Nv_m-3,mean_radius_nm,std_radius_nm,CV,Sv_nm-1,M6_nm3,matrix_xAg,matrix_xB,full_psd_multiset_sha256
83559,29.000220444661423,82800.793600781122,7,4.7021092856179406e+20,22.049104712568568,4.6895095264186635,0.21268480455560265,0.0030026061801813127,82.607040739944694,0.0063979526577958292,0.0064184863263235361,b65e3527f974e89a6a77988ba2067c253c80985eb57f5dfd62805d1216527b86
87192,30.000230029211917,86400.828105162902,7,4.7021092856179406e+20,21.635827892149887,5.805611074027337,0.26833320652055026,0.0029651420378412601,85.323078896894941,0.0064067350863117652,0.0064273259006754017,721ce9dfc648c1ffef047d46c529ba0680be864a42019d4158768f6f37ea2004
90825,31.000239613762414,90000.862609544696,6,4.0303793876725203e+20,23.819266875251277,2.9082146929978827,0.12209505473989124,0.0029163450615026995,88.091151359914107,0.0063357800587641715,0.0063559151017786777,8675ed5f48e8a1bf881dfaa584370372d321af2e36d6f7681491ac846aa74723
94458,32.000249198312915,93600.89711392649,6,4.0303793876725203e+20,23.768529749760535,3.1322614622996721,0.13178187693040749,0.002910970787322107,89.194533967852934,0.0063303157183719613,0.0063504160054930325,446cefdf4f313ab3ecc3e32e604e113bb8a5bc85530066c4ac01b6873cb634ed
98091,33.000258782863412,97200.93161830827,6,4.0303793876725203e+20,23.70536219336697,3.3839815400202009,0.14275173323304369,0.0029040901542359923,90.415435504425261,0.006330344433684929,0.0063504449211622908,f89b805a1e24c48a34771ee651990ae0cd1f6961d3ae36b3e72fd69d9aa94e06
101724,34.000268367413909,100800.96612269006,6,4.0303793876725203e+20,23.628107931443648,3.670852148951218,0.15535954718008321,0.0028958200277095429,91.817713478947013,0.0063305964396184935,0.006350698552303336,0a182d50870d7ead586b9db612a5bf9cfbf6f43c48750efb18c54ef04e7e963b
105357,35.000277951964399,104401.00062707184,6,4.0303793876725203e+20,23.531443806313785,4.0046998568554155,0.17018504643480073,0.0028857099704630213,93.437898306666298,0.0063310904183200619,0.0063511957012662946,7e57ee82636aaa34995753db0799a0d2e0946385113e36bb3e7d2135eef414c4
108989,36.000012279266194,108000.0442053583,6,4.0303793876725203e+20,23.406473483058875,4.4049521994531853,0.18819375770730262,0.0028730488502025269,95.322155080577815,0.0063319490859755842,0.0063520598691038264,bf94cb8d6f53d2e68e94e8f93f8762b184940b4440f4ba94de5379fc87195556
108990,36.000287536514904,108001.03513145364,6,4.0303793876725203e+20,23.406433896635022,4.4050743579551286,0.18819929500616558,0.0028730449152363029,95.322715878070483,0.0063319493500489064,0.0063520601348645333,bf40186e454cf4feedb96935dde519a74bb45f6c6d30788215a1ea45af9e4c8f
112623,37.000297121065394,111601.06963583542,6,4.0303793876725203e+20,23.235694273400128,4.9099928196056828,0.21131250746514463,0.0028565323445667143,97.539734167747653,0.0063333795996426637,0.0063534995400124673,8a94e456ce4069eca96d89a4c0bc346847dbef47aea3220af9ff107fb4f4bb10
116256,38.000306705615891,115201.10414021721,6,4.0303793876725203e+20,22.976525032531125,5.6123868569358581,0.24426613027816896,0.0028333058791240135,100.19726984670304,0.0063359278175798093,0.0063560640696410714,6d98f91a2686badf17af0122b4dffd659344771c2a220f4fb737eb42d013c1fd
119889,39.000316290166388,118801.13864459899,6,4.0303793876725203e+20,22.437836432027712,6.9253392581016193,0.30864558974217349,0.0027927741014644267,103.52931979505063,0.0063422515894456643,0.0063624283799383749,0c80d5fe0091c209b1af800da942487aa1637ef56e2bacd7ba5ea7ffdd92c1f8
123522,40.000325874716886,122401.17314898079,5,3.3586494897271007e+20,25.352954771070749,2.9429683226355436,0.11607989479765286,0.0027494419471788185,106.1473260549448,0.0062973424195578599,0.006317233633015948,3a26640e968307a6671574d0ec054f91086dd3ce5948b1a70742a696ea5d7f6c
127155,41.000335459267383,126001.20765336258,5,3.3586494897271007e+20,25.317734159389378,3.1021079507742955,0.12252707652449389,0.0027459699037803396,107.07502635967408,0.0062955262971496669,0.0063154060412766314,fb222b92ab23275f98f6b56ee201e191612d51e04a932d50c6776779a281caf3
130788,42.00034504381788,129601.24215774436,5,3.3586494897271007e+20,25.27716619230403,3.2732626446483133,0.12949484209368778,0.0027419123943917953,108.07193389285268,0.006295789715838232,0.0063156711476587777,7d4cb8d46d6056bc97cc8dae2d5c1f47866428c13b1cf0588e857f6fded8c260
134421,43.000354628368378,133201.27666212615,5,3.3586494897271007e+20,25.23107021582058,3.4582998064270143,0.13706512553155847,0.0027373430118327702,109.16374974768442,0.0062961698754515297,0.0063160537364663049,668a1a16431c92afe1b9561db64f5d906bfae4f96e933c98b54c860d6781c136
138054,44.000364212918875,136801.31116650795,5,3.3586494897271007e+20,25.178308780300419,3.6596864990640441,0.14535076724165816,0.0027321676932284393,110.36177026239437,0.0062966952639783112,0.0063165824769721279,33afd50d58af49998d22b0f374f30940db7fbf191f7b98f2dbe1ed3e6cccc7a7
141687,45.000373797469365,140401.34567088971,5,3.3586494897271007e+20,25.117381541053259,3.8806555962043983,0.15450080215812451,0.0027262664667389263,111.67944389509442,0.0062973797343816255,0.00631727131135967,cfc7d7249b1fd3d12afe7cf33945e36476b5dcbaf47de2e9b9355f5123f436bd
145320,46.000383382019862,144001.38017527151,5,3.3586494897271007e+20,25.046206443688003,4.1256567978715779,0.16472182352834122,0.0027194761822546482,113.13298523101425,0.0062982617162909019,0.0063181589139348791,bd026f42503f6da92cb998686d183bcd301a6abf532fb409d0f9b767c9fac984
148953,47.000392966570359,147601.4146796533,5,3.3586494897271007e+20,24.961834878384643,4.4009349836778684,0.17630654978367785,0.0027115749087282207,114.74232057520648,0.0062993853958448172,0.006319289753602045,7370fbbd44df63ba13b967a1fb8ec140abb184f7f842e5142567fd521e9671ca
152585,48.000127293872154,151200.45825793975,5,3.3586494897271007e+20,24.859869085436504,4.7156697965746703,0.18969004946760643,0.0027022440128109571,116.53186425143576,0.0063008215309075279,0.0063207350405438669,e18e134d5c8682ec998c734372f1ea33a7361abd136a4d545bc8832ce247dc3e
