run,reject_index,macro_step,reject_ordinal_in_step,physical_time_code,physical_time_s,category,first_failing_predicate,first_failing_function,baseline_source_line_range,baseline_log_line,integrator_mode,baseline_failure_stage,baseline_failure_reason,fallback_subcycle_depth,history_valid,active_set_transition_type,active_adjusted_cells,active_qalpha_lower_cells,active_phi_lower_cells,nonlinear_iterations,iteration_limit_status,stagnation_status,coordinate_switch,feasible_iterate_restored,reject_residual_Linf,mass_error,sum_divJ,nonfinite_count,bound_violation_count,mobility_failure_count,nonlinear_rows,nonlinear_max_iteration,nonlinear_accepted_trial_count,nonlinear_min_lambda,nonlinear_last_lambda,nonlinear_last_trial_accepted,nonlinear_first_accepted_residual,nonlinear_last_accepted_residual,nonlinear_accepted_residual_history,cold_residual_history_status,worst_idx,worst_i,worst_j,worst_k,worst_phi,worst_h,worst_alpha,worst_q_alpha,worst_xB,worst_mu,worst_divJ,worst_residual,worst_face_x_out,worst_face_x_in,worst_face_y_out,worst_face_y_in,worst_face_z_out,worst_face_z_in,phase_iterations,phase_KKT_Linf,phase_converged,energy_work_finite,energy_work_pass,energy_balance_rel,outer_transport_contract_pass,outer_converged,method_transport_residual,rollback_hash_status,same_macro_recovered
dt8,1,473,1,0.18476562500000002,7.599333556958753,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,TRANSPORT_NONLINEAR_ITERATION_LIMIT,solve_ctot_transport_operator,main_cuda.cu:34422-34429,5235,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,3,3,0,499,HIT,NOT_PRIMARY_CAUSE,True,True,7.369829707723403e-12,0.0,7.632783294297951e-17,0.0,0.0,0.0,10001,500,499,1e-06,1e-06,1,6.58678196845852e-09,7.369829707723403e-12,"[6.58678196845852e-09, 6.5864389045348964e-09, 6.5754615060669504e-09, 6.574091894842748e-09, 6.530273761324433e-09, ""..."", 7.369829707723403e-12, 7.369829707723403e-12, 7.369829707723403e-12, 7.369829707723403e-12, 7.369829707723403e-12]",NOT_REACHED_BEFORE_REJECT,244,244,0,0,9.91070455895747271e-01,9.99992974899652776e-01,7.02510034722436671e-06,1.83716708512804416e-10,2.77708418956053230e-06,-2.26142039372301351e+00,1.03214087794316752e-07,-7.36982970772340289e-12,-5.98984483743840479e-15,-1.03214093784161589e-07,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,2,599,1,0.23398437500000002,9.623680339573559,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,TRANSPORT_NONLINEAR_ITERATION_LIMIT,solve_ctot_transport_operator,main_cuda.cu:34422-34429,6598,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,6,6,0,499,HIT,NOT_PRIMARY_CAUSE,True,True,3.1083197484629406e-12,1.2789769243681803e-13,6.938893903907228e-18,0.0,0.0,0.0,9263,500,499,1e-06,3.814697265625e-06,1,2.4918881591681963e-06,3.1083197484629406e-12,"[2.4918881591681963e-06, 2.491871555867532e-06, 5.094663591064469e-09, 1.8920177195792237e-10, 2.3245103310361805e-11, ""..."", 3.1083989558238303e-12, 3.108379154021331e-12, 3.1083593521935884e-12, 3.108339550340727e-12, 3.1083197484629406e-12]",NOT_REACHED_BEFORE_REJECT,244,244,0,0,9.91080467653347341e-01,9.99992998396876498e-01,7.00160312350206482e-06,1.96815674868844326e-10,1.46521820616461355e-05,-1.81107212981071353e+00,4.05871498680533641e-07,-3.10831974846294058e-12,-4.62440245785395972e-11,-4.05917742705112192e-07,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,3,651,1,0.25429687500000003,10.459125043509827,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,TRANSPORT_NONLINEAR_ITERATION_LIMIT,solve_ctot_transport_operator,main_cuda.cu:34422-34429,7167,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,6,6,0,499,HIT,NOT_PRIMARY_CAUSE,True,True,7.537478635714795e-12,1.4210854715202004e-14,2.0816681711721685e-17,0.0,0.0,0.0,9716,500,499,1e-06,1.9073486328125e-06,1,6.258279198745533e-09,7.537478635714795e-12,"[6.258279198745533e-09, 2.2564770266419043e-10, 2.4266831686251264e-11, 8.37444077496442e-12, 7.6047107192887e-12, ""..."", 7.537523773531578e-12, 7.537512489132172e-12, 7.537501204696206e-12, 7.537489920223816e-12, 7.537478635714795e-12]",NOT_REACHED_BEFORE_REJECT,244,244,0,0,9.91084726100123437e-01,9.99993008375462122e-01,6.99162453787760541e-06,1.50286116884501553e-10,1.00869344925460077e-05,-1.91216037395712313e+00,2.99753212949938952e-07,-7.53747863571479513e-12,-4.36893039611959804e-11,-2.99796902253900147e-07,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,4,693,1,0.270703125,11.133907304381427,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,TRANSPORT_NONLINEAR_ITERATION_LIMIT,solve_ctot_transport_operator,main_cuda.cu:34422-34429,7625,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,6,6,0,499,HIT,NOT_PRIMARY_CAUSE,True,True,6.565332093097825e-12,-2.842170943040401e-14,5.551115123125783e-17,0.0,0.0,0.0,9903,500,499,1e-06,1e-06,1,6.353519158450428e-09,6.565332093097825e-12,"[6.353519158450428e-09, 6.350771469843117e-09, 4.7058105302819664e-09, 4.553528222532949e-09, 4.5443190422757436e-09, ""..."", 6.565332093097825e-12, 6.565332093097825e-12, 6.565332093097825e-12, 6.565332093097825e-12, 6.565332093097825e-12]",NOT_REACHED_BEFORE_REJECT,244,244,0,0,9.91088174313698556e-01,9.99993016448554983e-01,6.98355144501672243e-06,8.78631611911373511e-11,2.23964138997334358e-06,-2.31966259806831676e+00,8.52703526289010273e-08,-6.56533209309782469e-12,-5.90166239231495502e-15,-8.52703585305634224e-08,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,5,715,1,0.279296875,11.487364679123695,C_TRANSPORT_LINE_SEARCH_STAGNATION,TRANSPORT_LINE_SEARCH_STAGNATION,solve_ctot_transport_operator,main_cuda.cu:34388-34419,7871,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,4,4,0,15,NOT_HIT,MIN_LAMBDA_EXHAUSTED,True,True,7.975785264911058e-12,2.7000623958883807e-13,3.469446951953614e-17,0.0,0.0,0.0,144,16,14,1e-06,1e-06,0,2.403772848523977e-06,7.975307131799202e-12,"[2.403772848523977e-06, 2.4037706966034082e-06, 7.976361597360749e-09, 6.414389989358912e-10, 8.409697498563493e-11, ""..."", 7.976207345784966e-12, 7.975572953144982e-12, 7.975469610967483e-12, 7.97536240564256e-12, 7.975307131799202e-12]",NOT_REACHED_BEFORE_REJECT,244,244,0,0,9.91090127980797653e-01,9.99993021019809469e-01,6.97898019053067031e-06,1.35378153132137413e-10,9.15647699668906332e-06,-1.93836514623686629e+00,2.76011528126537543e-07,-7.97578526491105779e-12,-1.03523949230021577e-10,-2.76115052075767585e-07,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,6,755,1,0.294921875,12.130014451382364,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,TRANSPORT_NONLINEAR_ITERATION_LIMIT,solve_ctot_transport_operator,main_cuda.cu:34422-34429,8311,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,6,6,0,499,HIT,NOT_PRIMARY_CAUSE,True,True,6.657297621725706e-12,7.318590178329032e-13,3.469446951953614e-17,0.0,0.0,0.0,10123,500,499,1e-06,1e-06,1,6.3428070706870185e-09,6.657297621725706e-12,"[6.3428070706870185e-09, 3.050356062141468e-09, 3.047269519249536e-09, 3.04649869198178e-09, 3.046113385741741e-09, ""..."", 6.657297621725706e-12, 6.657297621725706e-12, 6.657297621725706e-12, 6.657297621725706e-12, 6.657297621725706e-12]",NOT_REACHED_BEFORE_REJECT,244,244,0,0,9.91093367978843065e-01,9.99993028596485312e-01,6.97140351468839015e-06,8.12074851808120002e-11,2.32949184518303731e-06,-2.30901137564740377e+00,8.79243797457704483e-08,-6.65729762172570587e-12,-5.91712206822366019e-15,-8.79243856628925181e-08,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,7,786,1,0.30703125000000003,12.628068024882833,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,TRANSPORT_NONLINEAR_ITERATION_LIMIT,solve_ctot_transport_operator,main_cuda.cu:34422-34429,8655,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,4,4,0,499,HIT,NOT_PRIMARY_CAUSE,True,True,8.850520840542673e-12,6.608047442568932e-13,-6.245004513516506e-17,0.0,0.0,0.0,8583,500,499,1e-06,7.62939453125e-06,1,6.9061649707374796e-09,8.850520840542673e-12,"[6.9061649707374796e-09, 3.2993667471298596e-09, 3.191957741127702e-09, 3.1854636951221852e-09, 3.1822233027565827e-09, ""..."", 8.850517569606397e-12, 8.850518388168609e-12, 8.850519206178753e-12, 8.850520023636794e-12, 8.850520840542673e-12]",NOT_REACHED_BEFORE_REJECT,244,244,0,0,9.91095934733106088e-01,9.99993034594916064e-01,6.96540508393628244e-06,1.04338315765062362e-10,6.02165543755230308e-06,-2.05184604110695989e+00,1.95046711462085904e-07,-8.85052084054267343e-12,-6.30023087202265915e-15,-1.95046717762316780e-07,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,8,806,1,0.31484375000000003,12.949392911012167,C_TRANSPORT_LINE_SEARCH_STAGNATION,TRANSPORT_LINE_SEARCH_STAGNATION,solve_ctot_transport_operator,main_cuda.cu:34388-34419,8875,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,4,4,0,15,NOT_HIT,MIN_LAMBDA_EXHAUSTED,True,True,7.340695466893222e-12,2.0605739337042905e-13,0.0,0.0,0.0,0.0,123,16,14,1e-06,1e-06,0,1.032221395553779e-08,7.340910016807445e-12,"[1.032221395553779e-08, 9.132488185675674e-10, 1.174825757365936e-10, 2.274655424888436e-11, 9.043602427922088e-12, ""..."", 7.342572037463263e-12, 7.3410243195107e-12, 7.340941194575419e-12, 7.34092040968081e-12, 7.340910016807445e-12]",NOT_REACHED_BEFORE_REJECT,244,244,0,0,9.91097670043058265e-01,9.99993038648343768e-01,6.96135165623168461e-06,1.29513844093764874e-10,9.84920154241102396e-06,-1.91861832374254604e+00,2.91470786381757373e-07,-7.34069546689322189e-12,-1.30600898481708922e-10,-2.91601387280239096e-07,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,9,838,1,0.32734375000000004,13.463512728819103,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,TRANSPORT_NONLINEAR_ITERATION_LIMIT,solve_ctot_transport_operator,main_cuda.cu:34422-34429,9223,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,6,6,0,499,HIT,NOT_PRIMARY_CAUSE,True,True,8.353159787310218e-12,1.4210854715202004e-14,8.326672684688674e-17,0.0,0.0,0.0,9021,500,499,1e-06,1e-06,1,2.4306022162215475e-06,8.353159787310218e-12,"[2.4306022162215475e-06, 1.2150535374556876e-06, 2.8121994625352895e-09, 2.079606434540707e-09, 2.0119340975213084e-09, ""..."", 8.353159787310218e-12, 8.353159787310218e-12, 8.353159787310218e-12, 8.353159787310218e-12, 8.353159787310218e-12]",NOT_REACHED_BEFORE_REJECT,267,267,0,0,9.91116989825807204e-01,9.99993083670822402e-01,6.91632917759754662e-06,9.14865960766064745e-11,4.42762110970593419e-06,-2.13511056070139738e+00,1.49666977312247561e-07,-8.35315978731021799e-12,1.49666983550949302e-07,6.23870174736530936e-15,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
dt8,10,857,1,0.334765625,13.768771370641968,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,TRANSPORT_NONLINEAR_ITERATION_LIMIT,solve_ctot_transport_operator,main_cuda.cu:34422-34429,9433,BDF2,coupled_outer_coupling,transport_evaluation_or_line_search_failed,2,1,QALPHA_LOWER_MANIFOLD,6,6,0,499,HIT,NOT_PRIMARY_CAUSE,True,True,8.649414385556196e-12,0.0,4.163336342344337e-17,0.0,0.0,0.0,9829,500,499,1e-06,1.9073486328125e-06,1,1.0933685187403713e-08,8.649414385556196e-12,"[1.0933685187403713e-08, 1.0429464575098865e-09, 1.3569679973139506e-10, 2.768097571117666e-11, 9.145758998961903e-12, ""..."", 8.64947365044334e-12, 8.649458834217143e-12, 8.649444017938006e-12, 8.649429201718866e-12, 8.649414385556196e-12]",NOT_REACHED_BEFORE_REJECT,243,243,0,0,9.79813941385634823e-01,9.99920216913804283e-01,7.97830861957171678e-05,1.87925289663049000e-07,2.03377434748731444e-03,-4.80368565724551111e-01,6.58585463502813330e-05,8.64941438555619554e-12,-2.26278917306553771e-07,-6.60848252675878822e-05,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,nan,0,False,0,nan,-1,-1,nan,NOT_LOGGED_IN_FROZEN_BASELINE,True
