step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_total,dxB,deta,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
189,1.8900000000e-02,1.0000000000e-04,502232,54,47,56,-2.8009483694e+03,4.9202908494e-01,4.8562206525e-01,2.7726769303e-02,-3.5572385191e+00,4.8505706625e-01,1.8740470888e+00,-2.8009483694e+03,1.5633428085e-02,-2.8009327360e+03,-2.5920946833e-05,1.3151635969e-04,-1.1335329594e+00,-1.1191669138e+00,1.4366045635e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
190,1.9000000000e-02,1.0000000000e-04,502232,54,47,56,-2.8003440129e+03,4.9216060130e-01,4.8556897772e-01,2.7700848357e-02,-3.5582004870e+00,4.8530353616e-01,1.8740782707e+00,-2.8003440129e+03,1.5375611769e-02,-2.8003286373e+03,-2.5575265348e-05,1.3149011315e-04,-1.1330305391e+00,-1.1186115381e+00,1.4419000983e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
191,1.9100000000e-02,1.0000000000e-04,502232,54,47,56,-2.7997510623e+03,4.9229209141e-01,4.8551603740e-01,2.7675273091e-02,-3.5591504835e+00,4.8554996094e-01,1.8741089281e+00,-2.7997510623e+03,1.5117840523e-02,-2.7997359444e+03,-2.5148422097e-05,1.3146411384e-04,-1.1325340056e+00,-1.1180621971e+00,1.4471808516e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
192,1.9200000000e-02,1.0000000000e-04,438392,47,54,56,-2.7991732788e+03,4.9242355553e-01,4.8546324514e-01,2.7650124669e-02,-3.5600854569e+00,4.8579634100e-01,1.8741390612e+00,-2.7991732788e+03,1.4860113972e-02,-2.7991584186e+03,-2.4643136130e-05,1.3143896528e-04,-1.1320449181e+00,-1.1175204507e+00,1.4524467395e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
193,1.9300000000e-02,1.0000000000e-04,391640,42,47,56,-2.7986143180e+03,4.9255499449e-01,4.8541060213e-01,2.7625481533e-02,-3.5610024466e+00,4.8604267785e-01,1.8741686706e+00,-2.7986143180e+03,1.4602430560e-02,-2.7985997156e+03,-2.4062535579e-05,1.3141479021e-04,-1.1315647918e+00,-1.1169878154e+00,1.4576976429e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
194,1.9400000000e-02,1.0000000000e-04,520177,56,42,49,-2.7980777094e+03,4.9268640928e-01,4.8535810991e-01,2.7601418997e-02,-3.5618985988e+00,4.8628897325e-01,1.8741977567e+00,-2.7980777094e+03,1.4344788489e-02,-2.7980633646e+03,-2.3410134633e-05,1.3139174061e-04,-1.1310950895e+00,-1.1164657554e+00,1.4629334082e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
195,1.9500000000e-02,1.0000000000e-04,502232,54,47,56,-2.7975668366e+03,4.9281780102e-01,4.8530577038e-01,2.7578008863e-02,-3.5627711827e+00,4.8653522923e-01,1.8742263201e+00,-2.7975668366e+03,1.4087185662e-02,-2.7975527494e+03,-2.2689809954e-05,1.3136997171e-04,-1.1306372134e+00,-1.1159556749e+00,1.4681538489e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
196,1.9600000000e-02,1.0000000000e-04,502232,54,47,56,-2.7970849187e+03,4.9294917099e-01,4.8525358571e-01,2.7555319053e-02,-3.5636176045e+00,4.8678144814e-01,1.8742543613e+00,-2.7970849187e+03,1.3829619677e-02,-2.7970710890e+03,-2.1905776616e-05,1.3134958824e-04,-1.1301924976e+00,-1.1154589102e+00,1.4733587465e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
197,1.9700000000e-02,1.0000000000e-04,456824,49,54,56,-2.7966349927e+03,4.9308052058e-01,4.8520155841e-01,2.7533413276e-02,-3.5644354214e+00,4.8702763249e-01,1.8742818808e+00,-2.7966349927e+03,1.3572087929e-02,-2.7966214206e+03,-2.1062563681e-05,1.3133070703e-04,-1.1297622009e+00,-1.1149767224e+00,1.4785478522e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
198,1.9800000000e-02,1.0000000000e-04,520177,56,42,49,-2.7962198967e+03,4.9321185129e-01,4.8514969126e-01,2.7512350713e-02,-3.5652223548e+00,4.8727378503e-01,1.8743088793e+00,-2.7962198967e+03,1.3314587581e-02,-2.7962065821e+03,-2.0164989289e-05,1.3131345552e-04,-1.1293474995e+00,-1.1145102907e+00,1.4837208889e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
199,1.9900000000e-02,1.0000000000e-04,520662,56,47,54,-2.7958422541e+03,4.9334316474e-01,4.8509798731e-01,2.7492185723e-02,-3.5659763019e+00,4.8751990875e-01,1.8743353571e+00,-2.7958422541e+03,1.3057115546e-02,-2.7958291970e+03,-1.9218135310e-05,1.3129801652e-04,-1.1289494811e+00,-1.1140607055e+00,1.4888775529e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
200,2.0000000000e-02,1.0000000000e-04,520662,56,47,54,-2.7955044592e+03,4.9347446276e-01,4.8504644987e-01,2.7472967588e-02,-3.5666953475e+00,4.8776600698e-01,1.8743613149e+00,-2.7955044592e+03,1.2799668380e-02,-2.7954916595e+03,-1.8227321310e-05,1.3128427360e-04,-1.1285691382e+00,-1.1136289630e+00,1.4940175159e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
201,2.0100000000e-02,1.0000000000e-04,438392,47,54,56,-2.7952086635e+03,4.9360574703e-01,4.8499508245e-01,2.7454740267e-02,-3.5673777736e+00,4.8801208282e-01,1.8743867531e+00,-2.7952086635e+03,1.2542242865e-02,-2.7951961213e+03,-1.7198078400e-05,1.3127225929e-04,-1.1282073635e+00,-1.1132159592e+00,1.4991404272e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
202,2.0200000000e-02,1.0000000000e-04,456824,49,54,56,-2.7949567642e+03,4.9373701929e-01,4.8494388877e-01,2.7437542188e-02,-3.5680220690e+00,4.8825813944e-01,1.8744116722e+00,-2.7949567642e+03,1.2284835719e-02,-2.7949444793e+03,-1.6136122687e-05,1.3126241586e-04,-1.1278649442e+00,-1.1128224850e+00,1.5042459161e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
203,2.0300000000e-02,1.0000000000e-04,438392,47,54,56,-2.7947503927e+03,4.9386828171e-01,4.8489287274e-01,2.7421406066e-02,-3.5686269370e+00,4.8850418085e-01,1.8744360729e+00,-2.7947503927e+03,1.2027442795e-02,-2.7947383653e+03,-1.5047327166e-05,1.3125479515e-04,-1.1275425580e+00,-1.1124492221e+00,1.5093335943e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
204,2.0400000000e-02,1.0000000000e-04,521327,56,54,47,-2.7945909062e+03,4.9399953651e-01,4.8484203841e-01,2.7406358738e-02,-3.5691913029e+00,4.8875021115e-01,1.8744599555e+00,-2.7945909062e+03,1.1770059840e-02,-2.7945791361e+03,-1.3937694143e-05,1.3124940241e-04,-1.1272407693e+00,-1.1120967387e+00,1.5144030583e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
205,2.0500000000e-02,1.0000000000e-04,391832,42,49,56,-2.7944793786e+03,4.9413078591e-01,4.8479138996e-01,2.7392421044e-02,-3.5697143195e+00,4.8899623444e-01,1.8744833205e+00,-2.7944793786e+03,1.1512682592e-02,-2.7944678659e+03,-1.2813326930e-05,1.3124616799e-04,-1.1269600255e+00,-1.1117654866e+00,1.5194538922e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
206,2.0600000000e-02,1.0000000000e-04,373206,40,47,54,-2.7944165951e+03,4.9426203208e-01,4.8474093166e-01,2.7379607717e-02,-3.5701953721e+00,4.8924225470e-01,1.8745061684e+00,-2.7944165951e+03,1.1255306928e-02,-2.7944053397e+03,-1.1680401555e-05,1.3124538126e-04,-1.1267006551e+00,-1.1114557984e+00,1.5244856701e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
207,2.0700000000e-02,1.0000000000e-04,456824,49,54,56,-2.7944030467e+03,4.9439327746e-01,4.8469066787e-01,2.7367927316e-02,-3.5706340818e+00,4.8948827644e-01,1.8745284996e+00,-2.7944030467e+03,1.0997928152e-02,-2.7943920487e+03,-1.0545136681e-05,1.3124691050e-04,-1.1264628650e+00,-1.1111678854e+00,1.5294979591e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
208,2.0800000000e-02,1.0000000000e-04,503087,54,56,47,-2.7944389272e+03,4.9452452437e-01,4.8464060297e-01,2.7357382179e-02,-3.5710303079e+00,4.8973430396e-01,1.8745503145e+00,-2.7944389272e+03,1.0740541830e-02,-2.7944281867e+03,-9.4137643490e-06,1.3125075467e-04,-1.1262467398e+00,-1.1109018366e+00,1.5344903222e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
209,2.0900000000e-02,1.0000000000e-04,502424,54,49,56,-2.7945241317e+03,4.9465577512e-01,4.8459074137e-01,2.7347968415e-02,-3.5713841488e+00,4.8998034150e-01,1.8745716134e+00,-2.7945241317e+03,1.0483143528e-02,-2.7945136486e+03,-8.2924995930e-06,1.3125678193e-04,-1.1260522407e+00,-1.1106576175e+00,1.5394623207e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
210,2.1000000000e-02,1.0000000000e-04,520854,56,49,54,-2.7946582562e+03,4.9478703190e-01,4.8454108747e-01,2.7339675915e-02,-3.5716959422e+00,4.9022639311e-01,1.8745923966e+00,-2.7946582562e+03,1.0225729071e-02,-2.7946480304e+03,-7.1875100771e-06,1.3126523931e-04,-1.1258792058e+00,-1.1104350706e+00,1.5444135175e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
211,2.1100000000e-02,1.0000000000e-04,438392,47,54,56,-2.7948405997e+03,4.9491829714e-01,4.8449164561e-01,2.7332488405e-02,-3.5719662630e+00,4.9047246327e-01,1.8746126644e+00,-2.7948405997e+03,9.9682937993e-03,-2.7948306314e+03,-6.1048846270e-06,1.3127608529e-04,-1.1257273505e+00,-1.1102339157e+00,1.5493434795e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
212,2.1200000000e-02,1.0000000000e-04,502424,54,49,56,-2.7950701676e+03,4.9504957323e-01,4.8444242007e-01,2.7326383520e-02,-3.5721959207e+00,4.9071855638e-01,1.8746324171e+00,-2.7950701676e+03,9.7108331332e-03,-2.7950604568e+03,-5.0506016559e-06,1.3128923982e-04,-1.1255962695e+00,-1.1100537517e+00,1.5542517808e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
213,2.1300000000e-02,1.0000000000e-04,456824,49,54,56,-2.7953456768e+03,4.9518086247e-01,4.8439341505e-01,2.7321332919e-02,-3.5723859553e+00,4.9096467671e-01,1.8746516549e+00,-2.7953456768e+03,9.4533426508e-03,-2.7953362234e+03,-4.0304971789e-06,1.3130462917e-04,-1.1254854383e+00,-1.1098940583e+00,1.5591380051e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
214,2.1400000000e-02,1.0000000000e-04,456824,49,54,56,-2.7956655626e+03,4.9531216710e-01,4.8434463459e-01,2.7317302422e-02,-3.5725376319e+00,4.9121082839e-01,1.8746703778e+00,-2.7956655626e+03,9.1958180743e-03,-2.7956563668e+03,-3.0502323995e-06,1.3132214636e-04,-1.1253942166e+00,-1.1097541991e+00,1.5640017491e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
215,2.1500000000e-02,1.0000000000e-04,521327,56,54,47,-2.7960279874e+03,4.9544348924e-01,4.8429608260e-01,2.7314252189e-02,-3.5726524334e+00,4.9145701533e-01,1.8746885861e+00,-2.7960279874e+03,8.9382553356e-03,-2.7960190491e+03,-2.1152609225e-06,1.3134162150e-04,-1.1253218513e+00,-1.1096334250e+00,1.5688426241e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
216,2.1600000000e-02,1.0000000000e-04,456824,49,54,56,-2.7964308510e+03,4.9557483087e-01,4.8424776280e-01,2.7312136928e-02,-3.5727320527e+00,4.9170324113e-01,1.8747062797e+00,-2.7964308510e+03,8.6806506997e-03,-2.7964221704e+03,-1.2307959586e-06,1.3136298424e-04,-1.1252674812e+00,-1.1095308786e+00,1.5736602597e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
217,2.1700000000e-02,1.0000000000e-04,455672,49,42,56,-2.7968718029e+03,4.9570619385e-01,4.8419967873e-01,2.7310906132e-02,-3.5727783831e+00,4.9194950928e-01,1.8747234586e+00,-2.7968718029e+03,8.4230005692e-03,-2.7968633799e+03,-4.0177729493e-07,1.3138611474e-04,-1.1252301419e+00,-1.1094455988e+00,1.5784543057e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
218,2.1800000000e-02,1.0000000000e-04,391832,42,49,56,-2.7973482558e+03,4.9583757996e-01,4.8415183368e-01,2.7310504355e-02,-3.5727935075e+00,4.9219582301e-01,1.8747401229e+00,-2.7973482558e+03,8.1653015820e-03,-2.7973400905e+03,3.6716171439e-07,1.3141059716e-04,-1.1252087712e+00,-1.1093765268e+00,1.5832244343e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
219,2.1900000000e-02,1.0000000000e-04,456824,49,54,56,-2.7978574011e+03,4.9596899056e-01,4.8410423069e-01,2.7310871517e-02,-3.5727796862e+00,4.9244218480e-01,1.8747562724e+00,-2.7978574011e+03,7.9075511911e-03,-2.7978494935e+03,1.0717261354e-06,1.3143632864e-04,-1.1252022156e+00,-1.1093225122e+00,1.5879703428e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
220,2.2000000000e-02,1.0000000000e-04,456824,49,54,56,-2.7983962259e+03,4.9610042689e-01,4.8405687254e-01,2.7311943243e-02,-3.5727393434e+00,4.9268859691e-01,1.8747719069e+00,-2.7983962259e+03,7.6497470518e-03,-2.7983885761e+03,1.7079911775e-06,1.3146366615e-04,-1.1252092375e+00,-1.1092823199e+00,1.5926917555e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
221,2.2100000000e-02,1.0000000000e-04,391640,42,47,56,-2.7989615316e+03,4.9623189056e-01,4.8400976172e-01,2.7313651234e-02,-3.5726750530e+00,4.9293506230e-01,1.8747870263e+00,-2.7989615316e+03,7.3918861189e-03,-2.7989541397e+03,2.2724335152e-06,1.3149238058e-04,-1.1252285222e+00,-1.1092546379e+00,1.5973884255e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
222,2.2200000000e-02,1.0000000000e-04,456824,49,54,56,-2.7995499540e+03,4.9636338294e-01,4.8396290040e-01,2.7315923668e-02,-3.5725895225e+00,4.9318158347e-01,1.8748016305e+00,-2.7995499540e+03,7.1339657964e-03,-2.7995428200e+03,2.7619603608e-06,1.3152214172e-04,-1.1252586866e+00,-1.1092380853e+00,1.6020601366e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
223,2.2300000000e-02,1.0000000000e-04,456824,49,54,56,-2.8001579839e+03,4.9649490508e-01,4.8391629045e-01,2.7318685628e-02,-3.5724855763e+00,4.9342816233e-01,1.8748157192e+00,-2.8001579839e+03,6.8759841365e-03,-2.8001511079e+03,3.1739366466e-06,1.3155301249e-04,-1.1252982878e+00,-1.1092312208e+00,1.6067067049e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
224,2.2400000000e-02,1.0000000000e-04,456824,49,54,56,-2.8007819903e+03,4.9662645809e-01,4.8386993338e-01,2.7321859565e-02,-3.5723661381e+00,4.9367480089e-01,1.8748292921e+00,-2.8007819903e+03,6.6179390676e-03,-2.8007753724e+03,3.5062107900e-06,1.3158459826e-04,-1.1253458322e+00,-1.1092325524e+00,1.6113279800e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
225,2.2500000000e-02,1.0000000000e-04,456824,49,54,56,-2.8014182437e+03,4.9675804269e-01,4.8382383036e-01,2.7325365775e-02,-3.5722342118e+00,4.9392150041e-01,1.8748423490e+00,-2.8014182437e+03,6.3598292924e-03,-2.8014118838e+03,3.7571368788e-06,1.3161674976e-04,-1.1253997851e+00,-1.1092405467e+00,1.6159238462e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
226,2.2600000000e-02,1.0000000000e-04,502424,54,49,56,-2.8020629401e+03,4.9688965944e-01,4.8377798222e-01,2.7329122912e-02,-3.5720928622e+00,4.9416826190e-01,1.8748548895e+00,-2.8020629401e+03,6.1016538065e-03,-2.8020568385e+03,3.9255940744e-06,1.3164944327e-04,-1.1254585812e+00,-1.1092536389e+00,1.6204942235e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
227,2.2700000000e-02,1.0000000000e-04,502424,54,49,56,-2.8027122272e+03,4.9702130888e-01,4.8373238939e-01,2.7333048506e-02,-3.5719451952e+00,4.9441508630e-01,1.8748669134e+00,-2.8027122272e+03,5.8434116522e-03,-2.8027063837e+03,4.0110026535e-06,1.3168234650e-04,-1.1255206342e+00,-1.1092702435e+00,1.6250390682e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
228,2.2800000000e-02,1.0000000000e-04,456824,49,54,56,-2.8033622289e+03,4.9715299123e-01,4.8368705196e-01,2.7337059509e-02,-3.5717943367e+00,4.9466197393e-01,1.8748784201e+00,-2.8033622289e+03,5.5851025237e-03,-2.8033566438e+03,4.0133356040e-06,1.3171521081e-04,-1.1255843481e+00,-1.1092887644e+00,1.6295583733e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
229,2.2900000000e-02,1.0000000000e-04,502424,54,49,56,-2.8040090727e+03,4.9728470644e-01,4.8364196965e-01,2.7341072845e-02,-3.5716434120e+00,4.9490892467e-01,1.8748894093e+00,-2.8040090727e+03,5.3267266031e-03,-2.8040037460e+03,3.9331253987e-06,1.3174800368e-04,-1.1256481275e+00,-1.1093076058e+00,1.6340521690e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
230,2.3000000000e-02,1.0000000000e-04,466135,50,55,55,-2.8047098621e+03,4.8499460328e-01,4.8303742412e-01,2.7333105295e-02,-3.5719430592e+00,4.7188176981e-01,1.8716240920e+00,-2.8047098621e+03,2.9411189186e-02,-2.8046804510e+03,3.7061734136e-06,1.3135703432e-04,-1.1253135734e+00,-1.1083705200e+00,1.6943053382e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
231,2.3100000000e-02,1.0000000000e-04,511735,55,50,55,-2.8054022954e+03,4.8512596032e-01,4.8299346844e-01,2.7336811469e-02,-3.5718036652e+00,4.7212762467e-01,1.8716829125e+00,-2.8054022954e+03,2.9154182156e-02,-2.8053731412e+03,3.4647150318e-06,1.3139069344e-04,-1.1253712773e+00,-1.1083844204e+00,1.6986856901e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
232,2.3200000000e-02,1.0000000000e-04,466135,50,55,55,-2.8060803122e+03,4.8525735101e-01,4.8294976168e-01,2.7340276184e-02,-3.5716733694e+00,4.7237355022e-01,1.8717412317e+00,-2.8060803122e+03,2.8897097182e-02,-2.8060514151e+03,3.1461955628e-06,1.3142365255e-04,-1.1254243730e+00,-1.1083939615e+00,1.7030411576e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
233,2.3300000000e-02,1.0000000000e-04,466135,50,55,55,-2.8067403316e+03,4.8538877466e-01,4.8290630212e-01,2.7343422379e-02,-3.5715550659e+00,4.7261954510e-01,1.8717990487e+00,-2.8067403316e+03,2.8639935731e-02,-2.8067116916e+03,2.7533558749e-06,1.3145575990e-04,-1.1254713843e+00,-1.1083976651e+00,1.7073719140e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
234,2.3400000000e-02,1.0000000000e-04,466135,50,55,55,-2.8073789028e+03,4.8552023042e-01,4.8286308768e-01,2.7346175735e-02,-3.5714515448e+00,4.7286560764e-01,1.8718563629e+00,-2.8073789028e+03,2.8382699567e-02,-2.8073505201e+03,2.2894524616e-06,1.3148685912e-04,-1.1255108880e+00,-1.1083941063e+00,1.7116781669e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
235,2.3500000000e-02,1.0000000000e-04,466135,50,55,55,-2.8079927290e+03,4.8565171728e-01,4.8282011597e-01,2.7348465188e-02,-3.5713654734e+00,4.7311173589e-01,1.8719131733e+00,-2.8079927290e+03,2.8125390763e-02,-2.8079646036e+03,1.7582329891e-06,1.3151680122e-04,-1.1255415240e+00,-1.1083819224e+00,1.7159601568e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
236,2.3600000000e-02,1.0000000000e-04,511735,55,50,55,-2.8085786892e+03,4.8578323408e-01,4.8277738426e-01,2.7350223421e-02,-3.5712993778e+00,4.7335792763e-01,1.8719694790e+00,-2.8085786892e+03,2.7868011680e-02,-2.8085508212e+03,1.1639068135e-06,1.3154543373e-04,-1.1255620040e+00,-1.1083598224e+00,1.7202181557e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
237,2.3700000000e-02,1.0000000000e-04,511351,55,46,55,-2.8091338590e+03,4.8591477952e-01,4.8273488953e-01,2.7351387327e-02,-3.5712556264e+00,4.7360418035e-01,1.8720252793e+00,-2.8091338590e+03,2.7610564982e-02,-2.8091062484e+03,5.1111030114e-07,1.3157263291e-04,-1.1255711201e+00,-1.1083265954e+00,1.7244524654e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
238,2.3800000000e-02,1.0000000000e-04,466135,50,55,55,-2.8096555293e+03,4.8604635215e-01,4.8269262849e-01,2.7351898438e-02,-3.5712364142e+00,4.7385049128e-01,1.8720805730e+00,-2.8096555293e+03,2.7353053573e-02,-2.8096281762e+03,-1.9513248355e-07,1.3159844231e-04,-1.1255677527e+00,-1.1082811185e+00,1.7286634157e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
239,2.3900000000e-02,1.0000000000e-04,511735,55,50,55,-2.8101412239e+03,4.8617795059e-01,4.8265059758e-01,2.7351703305e-02,-3.5712437490e+00,4.7409685778e-01,1.8721353592e+00,-2.8101412239e+03,2.7095480274e-02,-2.8101141285e+03,-9.4945303454e-07,1.3162256296e-04,-1.1255508773e+00,-1.1082223637e+00,1.7328513621e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
240,2.4000000000e-02,1.0000000000e-04,466135,50,55,55,-2.8105887146e+03,4.8630957316e-01,4.8260879300e-01,2.7350753852e-02,-3.5712794386e+00,4.7434327661e-01,1.8721896371e+00,-2.8105887146e+03,2.6837848490e-02,-2.8105618768e+03,-1.7461856660e-06,1.3164483446e-04,-1.1255195712e+00,-1.1081494043e+00,1.7370166838e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
241,2.4100000000e-02,1.0000000000e-04,466135,50,55,55,-2.8109960338e+03,4.8644121799e-01,4.8256721074e-01,2.7349007667e-02,-3.5713450800e+00,4.7458974425e-01,1.8722434054e+00,-2.8109960338e+03,2.6580161944e-02,-2.8109694536e+03,-2.5794177110e-06,1.3166503710e-04,-1.1254730182e+00,-1.1080614204e+00,1.7411597814e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
242,2.4200000000e-02,1.0000000000e-04,511735,55,50,55,-2.8113614855e+03,4.8657288303e-01,4.8252584660e-01,2.7346428249e-02,-3.5714420513e+00,4.7483625676e-01,1.8722966631e+00,-2.8113614855e+03,2.6322424785e-02,-2.8113351631e+03,-3.4430425023e-06,1.3168330776e-04,-1.1254105137e+00,-1.1079577029e+00,1.7452810741e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
243,2.4300000000e-02,1.0000000000e-04,511735,55,50,55,-2.8116836541e+03,4.8670456634e-01,4.8248469623e-01,2.7342985206e-02,-3.5715715037e+00,4.7508281046e-01,1.8723494091e+00,-2.8116836541e+03,2.6064640900e-02,-2.8116575895e+03,-4.3308138690e-06,1.3169968075e-04,-1.1253314678e+00,-1.1078376578e+00,1.7493809975e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
244,2.4400000000e-02,1.0000000000e-04,466135,50,55,55,-2.8119614105e+03,4.8683626602e-01,4.8244375513e-01,2.7338654393e-02,-3.5717343573e+00,4.7532940172e-01,1.8724016424e+00,-2.8119614105e+03,2.5806814106e-02,-2.8119356037e+03,-5.2364013646e-06,1.3171402035e-04,-1.1252354079e+00,-1.1077008079e+00,1.7534600005e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
245,2.4500000000e-02,1.0000000000e-04,512210,55,55,50,-2.8121939151e+03,4.8696798004e-01,4.8240301868e-01,2.7333417991e-02,-3.5719312975e+00,4.7557602668e-01,1.8724533621e+00,-2.8121939151e+03,2.5548948488e-02,-2.8121683661e+03,-6.1534470945e-06,1.3172621644e-04,-1.1251219802e+00,-1.1075467948e+00,1.7575185431e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
246,2.4600000000e-02,1.0000000000e-04,466135,50,55,55,-2.8123806196e+03,4.8709970625e-01,4.8236248221e-01,2.7327264544e-02,-3.5721627747e+00,4.7582268126e-01,1.8725045672e+00,-2.8123806196e+03,2.5291048346e-02,-2.8123553285e+03,-7.0756208160e-06,1.3173621870e-04,-1.1249909504e+00,-1.1073753794e+00,1.7615570931e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
247,2.4700000000e-02,1.0000000000e-04,466135,50,55,55,-2.8125212656e+03,4.8723144247e-01,4.8232214096e-01,2.7320188923e-02,-3.5724290042e+00,4.7606936127e-01,1.8725552565e+00,-2.8125212656e+03,2.5033118080e-02,-2.8124962325e+03,-7.9966747421e-06,1.3174411815e-04,-1.1248422028e+00,-1.1071864415e+00,1.7655761240e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
248,2.4800000000e-02,1.0000000000e-04,466135,50,55,55,-2.8126158812e+03,4.8736318659e-01,4.8228199018e-01,2.7312192248e-02,-3.5727299704e+00,4.7631606273e-01,1.8726054292e+00,-2.8126158812e+03,2.4775161914e-02,-2.8125911060e+03,-8.9104957613e-06,1.3174990402e-04,-1.1246757392e+00,-1.1069799781e+00,1.7695761114e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
249,2.4900000000e-02,1.0000000000e-04,466135,50,55,55,-2.8126647750e+03,4.8749493649e-01,4.8224202509e-01,2.7303281753e-02,-3.5730654303e+00,4.7656278159e-01,1.8726550844e+00,-2.8126647750e+03,2.4517184092e-02,-2.8126402578e+03,-9.8111557697e-06,1.3175357481e-04,-1.1244916766e+00,-1.1067561013e+00,1.7735575312e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
