status,reason,registered_two_percent_gate
BLOCKED_LOWER_BOUNDARY_OPERATOR_PARITY,No full 48 h canonical cohort--Eulerian comparison is valid before `FAIL_LOWER_BOUNDARY_OPERATOR_PARITY` closes.,NOT_RELAXED
