state,Rmin_m,first_pivot_m,eulerian_actual_face_velocity_m_s,cohort_Rmin_characteristic_velocity_m_s,cohort_first_cell_density_per_m4,cohort_boundary_prediction,velocity_relative_difference,eulerian_number_flux_m3_s,cohort_continuum_Rmin_number_flux_m3_s,number_flux_relative_difference,eulerian_beta_volume_flux_s,cohort_continuum_Rmin_beta_volume_flux_s,beta_volume_flux_relative_difference,eulerian_mol_B_flux_mol_m3_s,cohort_continuum_Rmin_mol_B_flux_mol_m3_s,mol_B_flux_relative_difference,legacy_fixed_pivot_volume_per_number_m3,Rmin_volume_per_number_m3,legacy_fixed_pivot_volume_price_relative_difference
B_boundary_active_operator_probe,4.724027182871601e-10,4.727981588260222e-10,-3.7688642395988286e-06,-11767189.594675226,2.7939336866916632e-67,CONTINUUM_Rmin_CHARACTERISTIC_EXTRAPOLATION_OF_FIRST_CANONICAL_CELL,0.9999999999996798,1.0529956759582724e-72,3.2876747406250736e-60,0.9999999999996797,4.649993662194158e-100,1.4518261619023237e-87,0.9999999999996797,1.133895891680889e-95,3.5402622885276984e-83,0.9999999999996797,4.427065415055944e-28,4.415966530881012e-28,0.0025133533275936313
