points_per_cell,radius_probe_m,probe_kind,number_cdf_eulerian,number_cdf_cohort,number_cdf_absolute_error,M3_cdf_eulerian,M3_cdf_cohort,M3_cdf_absolute_error
2,9.778651471157541e-10,independent_subcell_probe,2.0886099247702446e-58,1.992822757483883e-58,9.578716728636142e-60,2.184064880390935e-61,2.0813268051785566e-61,1.0273807521237855e-62
2,9.782740821399685e-10,canonical_cell_edge,2.1843970920565575e-58,2.1843970920565575e-58,0.0,2.2868920233710495e-61,2.2868920233710464e-61,3.109020679834e-76
2,9.786837020762814e-10,independent_subcell_probe,2.3004651594464483e-58,2.4165332268363103e-58,1.1606806738986207e-59,2.411647113885624e-61,2.536510411046363e-61,1.2486329716073883e-62
2,9.790933220125942e-10,independent_subcell_probe,2.4165332268363393e-58,2.4165332268363103e-58,2.9006472049366813e-72,2.536558948404618e-61,2.536510411046363e-61,4.853735825494347e-66
2,9.795029419489068e-10,independent_subcell_probe,2.5326012942261713e-58,2.4165332268363103e-58,1.16068067389861e-59,2.6616276581631888e-61,2.536510411046363e-61,1.2511724711682584e-62
2,9.799125618852197e-10,canonical_cell_edge,2.6486693616160624e-58,2.6486693616160624e-58,0.0,2.7868533744516567e-61,2.7868533744516647e-61,7.945275070686889e-76
2,9.80322867880768e-10,independent_subcell_probe,2.789292285645126e-58,2.9299152096741902e-58,1.406229240290641e-59,2.9387618406415483e-61,3.0908020650273078e-61,1.5204022438575948e-62
2,9.807331738763163e-10,independent_subcell_probe,2.9299152096741902e-58,2.9299152096741902e-58,0.0,3.0908611667089356e-61,3.0908020650273078e-61,5.910168162778559e-66
2,9.811434798718645e-10,independent_subcell_probe,3.0705381337032543e-58,2.9299152096741902e-58,1.406229240290641e-59,3.2431515124528767e-61,3.0908020650273078e-61,1.5234944742556885e-62
2,9.815537858674128e-10,canonical_cell_edge,3.2111610577323184e-58,3.2111610577323184e-58,0.0,3.3956330377392985e-61,3.395633037739307e-61,8.290721812890667e-76
2,9.81964779071255e-10,independent_subcell_probe,3.381509216142032e-58,3.5518573745517894e-58,1.7034815840975706e-59,3.580578478475145e-61,3.765684332111096e-61,1.8510585363595075e-62
2,9.823757722750975e-10,independent_subcell_probe,3.551857374551832e-58,3.5518573745517894e-58,4.2448495682000214e-72,3.765756287195873e-61,3.765684332111096e-61,7.195508477719832e-66
2,9.827867654789397e-10,independent_subcell_probe,3.722205532961546e-58,3.5518573745517894e-58,1.7034815840975635e-59,3.951166658453398e-61,3.765684332111096e-61,1.8548232634230237e-62
2,9.83197758682782e-10,canonical_cell_edge,3.8925536913712596e-58,3.8925536913712596e-58,0.0,4.136809786881279e-61,4.136809786881278e-61,1.3817869688151111e-76
2,9.836094402459012e-10,independent_subcell_probe,4.098880998197647e-58,4.305208305024087e-58,2.063273068264402e-59,4.361944896562809e-61,4.5872752777564084e-61,2.253303811935996e-62
2,9.840211218090205e-10,independent_subcell_probe,4.305208305024035e-58,4.305208305024087e-58,5.235314467446693e-72,4.587362869079661e-61,4.5872752777564084e-61,8.759132325260286e-66
2,9.8443280337214e-10,independent_subcell_probe,4.511535611850526e-58,4.305208305024087e-58,2.063273068264388e-59,4.813063941261249e-61,4.5872752777564084e-61,2.2578866350484076e-62
2,9.848444849352594e-10,canonical_cell_edge,4.717862918676914e-58,4.717862918676914e-58,0.0,5.0390483500357844e-61,5.039048350035794e-61,9.672508781705778e-76
2,9.852568560105665e-10,independent_subcell_probe,4.967732807582203e-58,5.217602696487556e-58,2.498698889053529e-59,5.313067411614557e-61,5.5873241443258664e-61,2.7425673271130945e-62
2,9.856692270858738e-10,independent_subcell_probe,5.217602696487618e-58,5.217602696487556e-58,6.225779366693365e-72,5.5874307544954684e-61,5.5873241443258664e-61,1.0661016960199829e-65
2,9.860815981611809e-10,independent_subcell_probe,5.467472585392907e-58,5.217602696487556e-58,2.498698889053515e-59,5.862138666930717e-61,5.5873241443258664e-61,2.7481452260485035e-62
2,9.86493969236488e-10,canonical_cell_edge,5.7173424742981965e-58,5.717342474298198e-58,1.4149498560666738e-73,6.1371914372935066e-61,6.137191437293503e-61,3.454467422037778e-76
2,9.869070309788248e-10,independent_subcell_probe,6.019900784398361e-58,6.322459094498374e-58,3.0255831010001305e-59,6.470661052907307e-61,6.804419904243162e-61,3.3375885133585473e-62
2,9.873200927211614e-10,independent_subcell_probe,6.322459094498372e-58,6.322459094498374e-58,2.1224247841000107e-73,6.804549644313277e-61,6.804419904243162e-61,1.297400701155895e-65
2,9.87733154463498e-10,independent_subcell_probe,6.625017404598384e-58,6.322459094498374e-58,3.025583101000102e-59,7.138857562302623e-61,6.804419904243162e-61,3.344376580594611e-62
2,9.881462162058349e-10,canonical_cell_edge,6.927575714698548e-58,6.92757571469855e-58,1.4149498560666738e-73,7.473585157813432e-61,7.473585157813428e-61,4.1453609064453334e-76
2,9.885599697719771e-10,independent_subcell_probe,7.293880165572034e-58,7.660184616445522e-58,3.663044508734879e-59,7.879345605414578e-61,8.285457990375613e-61,4.061123849610354e-62
2,9.889737233381194e-10,independent_subcell_probe,7.660184616445521e-58,7.660184616445522e-58,1.4149498560666738e-73,8.285615855999484e-61,8.285457990375613e-61,1.5786562387052133e-65
2,9.893874769042616e-10,independent_subcell_probe,8.026489067319009e-58,7.660184616445522e-58,3.663044508734865e-59,8.692396336405076e-61,8.285457990375613e-61,4.06938346029463e-62
2,9.89801230470404e-10,canonical_cell_edge,8.392793518192495e-58,8.392793518192497e-58,1.4149498560666738e-73,9.099687473646873e-61,9.099687473646857e-61,1.5199656656966223e-75
2,9.902156770190651e-10,independent_subcell_probe,8.83621145141843e-58,9.279629384644255e-58,4.4341793322582555e-59,9.593339700854458e-61,1.008742009858119e-60,4.9408039772673174e-62
2,9.906301235677264e-10,independent_subcell_probe,9.279629384644366e-58,9.279629384644255e-58,1.1036608877320056e-71,1.0087612159481525e-60,1.008742009858119e-60,1.9206090033474427e-65
2,9.910445701163874e-10,independent_subcell_probe,9.723047317870078e-58,9.279629384644255e-58,4.434179332258227e-59,1.0582505368821819e-60,1.008742009858119e-60,4.950852702406287e-62
2,9.914590166650487e-10,canonical_cell_edge,1.0166465251096013e-57,1.0166465251096014e-57,1.4149498560666738e-73,1.1078019848387228e-60,1.1078019848387244e-60,1.6581443625781334e-75
2,9.91874157356883e-10,independent_subcell_probe,1.0703153713268515e-57,1.1239842175440752e-57,5.366884621722373e-59,1.167851629018158e-60,1.2279533574097151e-60,6.010172839155717e-62
2,9.922892980487172e-10,independent_subcell_probe,1.1239842175440749e-57,1.1239842175440752e-57,2.8298997121333476e-73,1.2279767203929727e-60,1.2279533574097151e-60,2.336298325754867e-65
2,9.927044387405514e-10,independent_subcell_probe,1.1776530637612985e-57,1.1239842175440752e-57,5.366884621722331e-59,1.2881773221319864e-60,1.2279533574097151e-60,6.022396472227133e-62
2,9.931195794323857e-10,canonical_cell_edge,1.2313219099785487e-57,1.2313219099785488e-57,1.4149498560666738e-73,1.348453497430494e-60,1.3484534974304923e-60,1.6581443625781334e-75
2,9.93535415429991e-10,independent_subcell_probe,1.2962704229450566e-57,1.3612189359115646e-57,6.4948512966508e-59,1.421489622517386e-60,1.4945890956737844e-60,7.309947315639851e-62
2,9.939512514275963e-10,independent_subcell_probe,1.3612189359115643e-57,1.3612189359115646e-57,2.8298997121333476e-73,1.494617511192152e-60,1.4945890956737844e-60,2.8415518367446824e-65
2,9.943670874252016e-10,independent_subcell_probe,1.426167448878072e-57,1.3612189359115646e-57,6.494851296650744e-59,1.5678372402846583e-60,1.4945890956737844e-60,7.324814461087383e-62
2,9.94782923422807e-10,canonical_cell_edge,1.4911159618445797e-57,1.4911159618445803e-57,5.659799424266695e-73,1.6411488866568845e-60,1.6411488866568826e-60,1.9345017563411556e-75
2,9.951994558907285e-10,independent_subcell_probe,1.569703577617121e-57,1.648291193389643e-57,7.8587615772522025e-59,1.7299672890152135e-60,1.8188627282415038e-60,8.88954392262903e-62
2,9.9561598835865e-10,independent_subcell_probe,1.6482911933896232e-57,1.648291193389643e-57,1.9809297984933433e-71,1.8188972840307047e-60,1.8188627282415038e-60,3.455578920089568e-65
2,9.960325208265716e-10,independent_subcell_probe,1.7268788091621645e-57,1.648291193389643e-57,7.858761577252146e-59,1.9079389651353378e-60,1.8188627282415038e-60,8.907623689383393e-62
2,9.964490532944932e-10,canonical_cell_edge,1.8054664249347057e-57,1.805466424934706e-57,2.8298997121333476e-73,1.997092425800091e-60,1.9970924258000935e-60,2.4872165438672e-75
2,9.968662833992268e-10,independent_subcell_probe,1.900543751604376e-57,1.9956210782740465e-57,9.507732666967054e-59,2.1050880447634215e-60,2.2131773340025128e-60,1.0808928923909133e-61
2,9.972835135039605e-10,independent_subcell_probe,1.995621078274046e-57,1.9956210782740465e-57,5.659799424266695e-73,2.2132193509015574e-60,2.2131773340025128e-60,4.201689904460321e-65
2,9.97700743608694e-10,independent_subcell_probe,2.0906984049437162e-57,1.9956210782740465e-57,9.50773266696697e-59,2.321486457819743e-60,2.2131773340025128e-60,1.0830912381723027e-61
2,9.981179737134277e-10,canonical_cell_edge,2.1857757316133868e-57,2.1857757316133868e-57,0.0,2.4298894791707514e-60,2.4298894791707572e-60,5.803505269023467e-75
2,9.985359026234228e-10,independent_subcell_probe,2.3007863023439303e-57,2.4157968730744163e-57,1.1501057073048603e-58,2.561184200779663e-60,2.692592801200404e-60,1.3140860042074138e-61
2,9.989538315334178e-10,independent_subcell_probe,2.4157968730744163e-57,2.4157968730744163e-57,0.0,2.692643882874982e-60,2.692592801200404e-60,5.1081674577936765e-65
2,9.993717604434127e-10,independent_subcell_probe,2.5308074438049026e-57,2.4157968730744163e-57,1.1501057073048631e-58,2.824268663571354e-60,2.692592801200404e-60,1.3167586237094993e-61
2,9.997896893534078e-10,canonical_cell_edge,2.645818014535446e-57,2.645818014535446e-57,0.0,2.956058681041204e-60,2.9560586810412045e-60,5.527147875260445e-76
2,1.0002083182390708e-09,independent_subcell_probe,2.784921016651089e-57,2.9240240187666636e-57,1.391030021155744e-58,3.115656276262421e-60,3.27539229886512e-60,1.5973602260269887e-61
2,1.0006269471247336e-09,independent_subcell_probe,2.9240240187666636e-57,2.9240240187666636e-57,0.0,3.2754543920880853e-60,3.27539229886512e-60,6.209322296551945e-65
2,1.0010455760103964e-09,independent_subcell_probe,3.063127020882238e-57,2.9240240187666636e-57,1.391030021155744e-58,3.435453196405854e-60,3.27539229886512e-60,1.6006089754073404e-61
2,1.0014642048960594e-09,canonical_cell_edge,3.2022300229978815e-57,3.202230022997882e-57,5.659799424266695e-73,3.5956528571736604e-60,3.595652857173662e-60,1.6581443625781334e-75
2,1.0018835349297566e-09,independent_subcell_probe,3.3704483057627815e-57,3.538666588527765e-57,1.682182827649833e-58,3.789626788364569e-60,3.9837689633398833e-60,1.941421749753141e-61
2,1.0023028649634541e-09,independent_subcell_probe,3.538666588527764e-57,3.538666588527765e-57,5.659799424266695e-73,3.983844431059441e-60,3.9837689633398833e-60,7.546771955775224e-65
2,1.0027221949971516e-09,independent_subcell_probe,3.706884871292748e-57,3.538666588527765e-57,1.682182827649833e-58,4.178305989307716e-60,3.9837689633398833e-60,1.9453702596783265e-61
2,1.0031415250308489e-09,canonical_cell_edge,3.8751031540576476e-57,3.875103154057648e-57,5.659799424266695e-73,4.3730116672442135e-60,4.3730116672442097e-60,3.869003512682311e-75
2,1.0035615573869111e-09,independent_subcell_probe,4.0785016959284565e-57,4.2819002377992173e-57,2.033985418707608e-58,4.6087327024424384e-60,4.8446581908821595e-60,2.3592548843972113e-61
2,1.0039815897429734e-09,independent_subcell_probe,4.281900237799267e-57,4.2819002377992173e-57,4.980623493354692e-71,4.844749900777798e-60,4.8446581908821595e-60,9.170989563844691e-65
2,1.0044016220990355e-09,independent_subcell_probe,4.485298779669976e-57,4.2819002377992173e-57,2.0339854187075852e-58,5.081063510215287e-60,4.8446581908821595e-60,2.364053193331272e-61
2,1.0048216544550977e-09,canonical_cell_edge,4.6886973215407864e-57,4.6886973215407864e-57,0.0,5.317673778823985e-60,5.317673778823996e-60,1.105429575052089e-74
2,1.005242390309822e-09,independent_subcell_probe,4.93459839408241e-57,5.180499466623913e-57,2.4590107254150292e-58,5.604085811568738e-60,5.890746264520974e-60,2.866604529522365e-61
2,1.005663126164546e-09,independent_subcell_probe,5.180499466623913e-57,5.180499466623913e-57,0.0,5.890857696314066e-60,5.890746264520974e-60,1.1143179309159394e-64
2,1.00608386201927e-09,independent_subcell_probe,5.426400539165415e-57,5.180499466623913e-57,2.4590107254150236e-58,6.177989734349238e-60,5.890746264520974e-60,2.8724346982826373e-61
2,1.0065045978739943e-09,canonical_cell_edge,5.672301611707039e-57,5.672301611707039e-57,0.0,6.465482227089678e-60,6.46548222708969e-60,1.2159725325572978e-74
2,1.0069260384056475e-09,independent_subcell_probe,5.969544148134948e-57,6.266786684562858e-57,2.9724253642790957e-58,6.813436462560856e-60,7.161692497026295e-60,3.482560344654392e-61
2,1.0073474789373008e-09,independent_subcell_probe,6.266786684562858e-57,6.266786684562858e-57,0.0,7.161827872499187e-60,7.161692497026295e-60,1.3537547289180704e-64
2,1.007768919468954e-09,independent_subcell_probe,6.564029220990769e-57,6.266786684562858e-57,2.972425364279107e-58,7.510656822932649e-60,7.161692497026295e-60,3.489643259063544e-61
2,1.0081903600006073e-09,canonical_cell_edge,6.861271757418678e-57,6.861271757418678e-57,0.0,7.859923680042515e-60,7.859923680042502e-60,1.3265154900625067e-74
2,1.0086125063894304e-09,independent_subcell_probe,7.220523962023515e-57,7.579776166628442e-57,3.592522046049265e-58,8.282583479663451e-60,8.705609874340507e-60,4.230263946770564e-61
2,1.0090346527782536e-09,independent_subcell_probe,7.57977616662853e-57,7.579776166628442e-57,8.829287101856045e-71,8.705774314845709e-60,8.705609874340507e-60,1.644405052022475e-64
2,1.0094567991670766e-09,independent_subcell_probe,7.939028371233369e-57,7.579776166628442e-57,3.5925220460492766e-58,9.129496630202956e-60,8.705609874340507e-60,4.238867558624492e-61
2,1.0098789455558997e-09,canonical_cell_edge,8.298280575838205e-57,8.298280575838205e-57,0.0,9.553750870535409e-60,9.553750870535435e-60,2.5424880226198045e-74
2,1.01030179898411e-09,independent_subcell_probe,8.732416648416062e-57,9.166552720994024e-57,4.341360725779621e-58,1.006708212353653e-59,1.0580858615710206e-59,5.1377649217367675e-61
2,1.0107246524123203e-09,independent_subcell_probe,9.166552720993918e-57,9.166552720994024e-57,1.0640422917621387e-70,1.0581058332954587e-59,1.0580858615710206e-59,1.9971724438062313e-64
2,1.0111475058405308e-09,independent_subcell_probe,9.600688793571986e-57,9.166552720994024e-57,4.341360725779621e-58,1.1095680038785126e-59,1.0580858615710206e-59,5.1482142307492e-61
2,1.0115703592687411e-09,canonical_cell_edge,1.0034824866149843e-56,1.0034824866149843e-56,0.0,1.1610947781248934e-59,1.1610947781248936e-59,2.210859150104178e-75
2,1.0119939209205362e-09,independent_subcell_probe,1.055937892523101e-56,1.108393298431218e-56,5.245540590811698e-58,1.2234312785300842e-59,1.2858218466580044e-59,6.239056812792012e-61
2,1.0124174825723314e-09,independent_subcell_probe,1.108393298431218e-56,1.108393298431218e-56,0.0,1.2858460993681592e-59,1.2858218466580044e-59,2.4252710154840018e-64
2,1.0128410442241265e-09,independent_subcell_probe,1.1608487043393347e-56,1.108393298431218e-56,5.245540590811675e-58,1.3483393062135681e-59,1.2858218466580044e-59,6.251745955556378e-61
2,1.0132646058759216e-09,canonical_cell_edge,1.2133041102474514e-56,1.2133041102474517e-56,2.263919769706678e-72,1.4109109646682105e-59,1.4109109646682105e-59,0.0
2,1.0136888769374825e-09,independent_subcell_probe,1.276675404761589e-56,1.3400466992756957e-56,6.337129451410673e-58,1.4865986242270301e-59,1.5623519316705176e-59,7.575330744348753e-61
2,1.0141131479990432e-09,independent_subcell_probe,1.3400466992756957e-56,1.3400466992756957e-56,0.0,1.5623813787979208e-59,1.5623519316705176e-59,2.944712740312095e-64
2,1.0145374190606038e-09,independent_subcell_probe,1.4034179937898022e-56,1.3400466992756957e-56,6.33712945141065e-58,1.6382593080000348e-59,1.5623519316705176e-59,7.590737632951713e-61
2,1.0149616901221647e-09,canonical_cell_edge,1.46678928830394e-56,1.46678928830394e-56,0.0,1.7142324914858244e-59,1.7142324914858273e-59,2.874116895135431e-74
2,1.0153866717816587e-09,independent_subcell_probe,1.5433371129385626e-56,1.6198849375731665e-56,7.65478246346039e-58,1.8061177163923494e-59,1.8980826381831904e-59,9.1964921790841e-61
2,1.0158116534411526e-09,independent_subcell_probe,1.619884937573148e-56,1.6198849375731665e-56,1.856414211159476e-70,1.8981183871538746e-59,1.8980826381831904e-59,3.57489706842217e-64
2,1.0162366351006466e-09,independent_subcell_probe,1.6964327622077706e-56,1.6198849375731665e-56,7.654782463460413e-58,1.9902346004285347e-59,1.8980826381831904e-59,9.21519622453443e-61
2,1.0166616167601406e-09,canonical_cell_edge,1.7729805868423933e-56,1.7729805868423933e-56,0.0,2.082466452914751e-59,2.0824664529147545e-59,3.5373746401666845e-74
2,1.0170873102077254e-09,independent_subcell_probe,1.865431472418584e-56,1.9578823579947525e-56,9.245088557616851e-58,2.1939996720232067e-59,2.3056296297539006e-59,1.1162995773069395e-60
2,1.0175130036553102e-09,independent_subcell_probe,1.957882357994775e-56,1.9578823579947525e-56,2.2412805720096113e-70,2.3056730229957364e-59,2.3056296297539006e-59,4.339324183577067e-64
2,1.0179386971028947e-09,independent_subcell_probe,2.050333243570921e-56,1.9578823579947525e-56,9.245088557616828e-58,2.417486623158888e-59,2.3056296297539006e-59,1.118569934049872e-60
2,1.0183643905504795e-09,canonical_cell_edge,2.1427841291471117e-56,2.1427841291471117e-56,0.0,2.529440589888461e-59,2.52944058988846e-59,8.843436600416711e-75
2,1.018790796978306e-09,independent_subcell_probe,2.2544260360003743e-56,2.366067942853637e-56,1.1164190685326259e-57,2.6648038294041687e-59,2.8002844765711713e-59,1.3548064716700263e-60
2,1.0192172034061323e-09,independent_subcell_probe,2.366067942853637e-56,2.366067942853637e-56,0.0,2.8003371411479757e-59,2.8002844765711713e-59,5.266457680433283e-64
2,1.0196436098339588e-09,independent_subcell_probe,2.4777098497068995e-56,2.366067942853637e-56,1.1164190685326259e-57,2.936040667514314e-59,2.8002844765711713e-59,1.3575619094314247e-60
2,1.0200700162617852e-09,canonical_cell_edge,2.589351756560162e-56,2.589351756560162e-56,0.0,3.0719145509571687e-59,3.0719145509571722e-59,3.5373746401666845e-74
2,1.020497136864001e-09,independent_subcell_probe,2.7241491093928724e-56,2.8589464622256157e-56,1.3479735283274334e-57,3.2361758259110447e-59,3.4005795733010366e-59,1.6440374738999194e-60
2,1.020924257466217e-09,independent_subcell_probe,2.8589464622256483e-56,2.8589464622256157e-56,3.2600444683776165e-70,3.400643480980612e-59,3.4005795733010366e-59,6.390767957518819e-64
2,1.0213513780684327e-09,independent_subcell_probe,2.993743815058359e-56,2.8589464622256157e-56,1.3479735283274334e-57,3.565317688959225e-59,3.4005795733010366e-59,1.647381156581884e-60
2,1.0217784986706485e-09,canonical_cell_edge,3.12854116789107e-56,3.12854116789107e-56,0.0,3.7301986227127944e-59,3.730198622712792e-59,2.210859150104178e-74
2,1.0222063346434014e-09,independent_subcell_probe,3.2912733429581287e-56,3.4540055180251093e-56,1.6273217506698057e-57,3.9294987551056e-59,4.12897175097684e-59,1.9947299587123978e-60
2,1.0226341706161542e-09,independent_subcell_probe,3.4540055180251093e-56,3.4540055180251093e-56,0.0,4.129049290914322e-59,4.12897175097684e-59,7.753993748232763e-64
2,1.023062006588907e-09,independent_subcell_probe,3.6167376930920894e-56,3.4540055180251093e-56,1.6273217506698012e-57,4.328850439791458e-59,4.12897175097684e-59,1.998786888146186e-60
2,1.02348984256166e-09,canonical_cell_edge,3.779469868159148e-56,3.7794698681591483e-56,4.527839539413356e-72,4.528902411477205e-59,4.5289024114772e-59,5.306061960250027e-74
2,1.023918395103101e-09,independent_subcell_probe,3.975897889844662e-56,4.172325911530082e-56,1.964280216854198e-57,4.7706810528382e-59,5.012669401520784e-59,2.4198834868258337e-60
2,1.0243469476445417e-09,independent_subcell_probe,4.172325911530082e-56,4.172325911530082e-56,0.0,5.0127634681955715e-59,5.012669401520784e-59,9.406667478774353e-64
2,1.0247755001859825e-09,independent_subcell_probe,4.3687539332155005e-56,4.172325911530082e-56,1.964280216854189e-57,5.255149911886756e-59,5.012669401520784e-59,2.4248051036597233e-60
2,1.0252040527274235e-09,canonical_cell_edge,4.5651819549010145e-56,4.565181954901015e-56,9.055679078826712e-72,5.497840638355705e-59,5.4978406383557125e-59,7.074749280333369e-74
2,1.0256333230377104e-09,independent_subcell_probe,4.802249118690953e-56,5.03931628248095e-56,2.3706716378999707e-57,5.791109684194148e-59,6.084633097688079e-59,2.935234134939312e-60
2,1.0260625933479972e-09,independent_subcell_probe,5.039316282480891e-56,5.03931628248095e-56,5.886191401237363e-70,6.084747197278439e-59,6.084633097688079e-59,1.1409959036018704e-63
2,1.0264918636582843e-09,independent_subcell_probe,5.276383446270944e-56,5.03931628248095e-56,2.3706716378999435e-57,6.378753486111129e-59,6.084633097688079e-59,2.9412038842304975e-60
2,1.0269211339685711e-09,canonical_cell_edge,5.513450610060881e-56,5.513450610060884e-56,2.7167037236480137e-71,6.673128859323336e-59,6.673128859323335e-59,8.843436600416711e-75
2,1.0273511232498719e-09,independent_subcell_probe,5.79952390161706e-56,6.08559719317317e-56,2.860732915561105e-57,7.028803144514748e-59,7.384785924705136e-59,3.5598278019038807e-60
2,1.0277811125311724e-09,independent_subcell_probe,6.0855971931731e-56,6.08559719317317e-56,7.063429681484836e-70,7.3849243037493135e-59,7.384785924705136e-59,1.38379044177158e-63
2,1.0282111018124731e-09,independent_subcell_probe,6.371670484729277e-56,6.08559719317317e-56,2.860732915561069e-57,7.741492711176451e-59,7.384785924705136e-59,3.567067864713145e-60
2,1.0286410910937739e-09,canonical_cell_edge,6.657743776285455e-56,6.657743776285457e-56,1.8111358157653425e-71,8.098508741101715e-59,8.098508741101718e-59,3.5373746401666845e-74
2,1.0290718005502697e-09,independent_subcell_probe,7.0029043401732465e-56,7.348064904061206e-56,3.4516056388795925e-57,8.52980595862119e-59,8.961477262883335e-59,4.316713042621452e-60
2,1.0295025100067657e-09,independent_subcell_probe,7.348064904061205e-56,7.348064904061206e-56,9.055679078826712e-72,8.96164506387214e-59,8.961477262883335e-59,1.6780098880526897e-63
2,1.0299332194632618e-09,independent_subcell_probe,7.693225467949162e-56,7.348064904061206e-56,3.4516056388795653e-57,9.394026510554465e-59,8.961477262883335e-59,4.3254924767112997e-60
2,1.0303639289197576e-09,canonical_cell_edge,8.038386031836955e-56,8.038386031836956e-56,9.055679078826712e-72,9.82695075255794e-59,9.826950752557931e-59,8.843436600416711e-74
2,1.030795359757647e-09,independent_subcell_probe,8.45477860469038e-56,8.871171177543707e-56,4.1639257285332725e-57,1.0349875015685542e-58,1.0873252838507371e-58,5.233778228218291e-60
2,1.0312267905955365e-09,independent_subcell_probe,8.871171177543805e-56,8.871171177543707e-56,9.78013340513285e-70,1.0873456288019475e-58,1.0873252838507371e-58,2.034495121034783e-63
2,1.0316582214334257e-09,independent_subcell_probe,9.28756375039703e-56,8.871171177543707e-56,4.163925728533236e-57,1.1397695119646014e-58,1.0873252838507371e-58,5.244422811386424e-60
2,1.0320896522713151e-09,canonical_cell_edge,9.703956323250458e-56,9.70395632325046e-56,1.8111358157653425e-71,1.1922592060882432e-58,1.1922592060882427e-58,5.306061960250027e-74
2,1.0325218056988164e-09,independent_subcell_probe,1.020620953991861e-55,1.0708462756586761e-55,5.022532166681516e-57,1.2556518518115546e-58,1.3190994813079316e-58,6.344762949637692e-60
2,1.0329539591263177e-09,independent_subcell_probe,1.0708462756586761e-55,1.0708462756586761e-55,0.0,1.3191241449231884e-58,1.3190994813079316e-58,2.4663615256877563e-63
2,1.033386112553819e-09,independent_subcell_probe,1.1210715973254913e-55,1.0708462756586761e-55,5.022532166681516e-57,1.3826761521086146e-58,1.3190994813079316e-58,6.357667080068304e-60
2,1.0338182659813202e-09,canonical_cell_edge,1.1712969189923064e-55,1.1712969189923064e-55,0.0,1.4463079400811808e-58,1.4463079400811827e-58,1.9455560520916765e-73
2,1.0342511432086755e-09,independent_subcell_probe,1.2318701063840128e-55,1.2924432937757193e-55,6.057318739170642e-57,1.5231460918493826e-58,1.600050889384641e-58,7.690479753525838e-60
2,1.0346840204360308e-09,independent_subcell_probe,1.2924432937757193e-55,1.2924432937757193e-55,0.0,1.6000807841238606e-58,1.600050889384641e-58,2.989473921961952e-63
2,1.035116897663386e-09,independent_subcell_probe,1.3530164811674255e-55,1.2924432937757193e-55,6.057318739170624e-57,1.6771120977339835e-58,1.600050889384641e-58,7.706120834934246e-60
2,1.0355497748907414e-09,canonical_cell_edge,1.413589668559132e-55,1.413589668559132e-55,0.0,1.7542401135429255e-58,1.7542401135429255e-58,0.0
2,1.0359833771302196e-09,independent_subcell_probe,1.4866322435406986e-55,1.5596748185222651e-55,7.304257498156651e-57,1.8473622411820934e-58,1.9405651385363507e-58,9.320289735425734e-60
2,1.036416979369698e-09,independent_subcell_probe,1.5596748185222651e-55,1.5596748185222651e-55,0.0,1.9406013687378484e-58,1.9405651385363507e-58,3.623020149767698e-63
2,1.0368505816091762e-09,independent_subcell_probe,1.6327173935038318e-55,1.5596748185222651e-55,7.304257498156669e-57,2.0339575941693774e-58,1.9405651385363507e-58,9.339245563302672e-60
2,1.0372841838486544e-09,canonical_cell_edge,1.705759968485398e-55,1.705759968485398e-55,0.0,2.1274310154768458e-58,2.127431015476848e-58,2.1224247841000107e-73
2,1.0377185123145552e-09,independent_subcell_probe,1.7938262523573097e-55,1.8818925362292424e-55,8.806628387193273e-57,2.2402719873626102e-58,2.3532108321533677e-58,1.129388447907574e-59
2,1.038152840780456e-09,independent_subcell_probe,1.881892536229263e-55,1.8818925362292424e-55,2.0646948299724904e-69,2.3532547341909966e-58,2.3532108321533677e-58,4.3902037628949724e-63
2,1.0385871692463568e-09,independent_subcell_probe,1.9699588201011748e-55,1.8818925362292424e-55,8.806628387193237e-57,2.4663793746641908e-58,2.3532108321533677e-58,1.1316854251082311e-59
2,1.0390214977122575e-09,canonical_cell_edge,2.0580251039730865e-55,2.0580251039730865e-55,0.0,2.5796460275341888e-58,2.5796460275341884e-58,3.5373746401666845e-74
2,1.039456553620914e-09,independent_subcell_probe,2.1641900673806887e-55,2.270355030788316e-55,1.0616496340762721e-56,2.7163618230096026e-58,2.8531961992791984e-58,1.3683437626959575e-59
2,1.0398916095295705e-09,independent_subcell_probe,2.2703550307882906e-55,2.270355030788316e-55,2.5355901420714795e-69,2.8532493900829458e-58,2.8531961992791984e-58,5.319080374744427e-63
2,1.0403266654382273e-09,independent_subcell_probe,2.376519994195943e-55,2.270355030788316e-55,1.0616496340762721e-56,2.9903088725715123e-58,2.8531961992791984e-58,1.3711267329231397e-59
2,1.0407617213468838e-09,canonical_cell_edge,2.482684957603545e-55,2.482684957603545e-55,0.0,3.1275404143526042e-58,3.1275404143526095e-58,5.306061960250027e-73
2,1.0411975059166663e-09,independent_subcell_probe,2.61064981167682e-55,2.738614665750155e-55,1.27964854073335e-56,3.293158788617379e-58,3.458920812401856e-58,1.6576202378447676e-59
2,1.041633290486449e-09,independent_subcell_probe,2.738614665750155e-55,2.738614665750155e-55,0.0,3.458985248075998e-58,3.458920812401856e-58,6.443567414210802e-63
2,1.0420690750562318e-09,independent_subcell_probe,2.86657951982349e-55,2.738614665750155e-55,1.27964854073335e-56,3.625019966949502e-58,3.458920812401856e-58,1.6609915454764625e-59
