probe_path,matrix_xB,radius_m,xeq_alpha_beta,chemical_driving_force_xB,gibbs_thomson_embedded_in_xeq,elastic_correction_included,elastic_penalty_j_m3,growth_rate_eulerian_m_s,growth_rate_cohort_m_s,growth_sign,critical_radius_m,molar_inventory_per_particle_mol,relative_difference
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.747252128293102e-10,0.974065496924204,-0.9678449183668917,True,True,0.0,-6.346499743990326e-07,-6.346499743990326e-07,DISSOLUTION,8.714603508943103e-09,1.0927890225471872e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.748355441226807e-10,0.9728565616625732,-0.9666359831052609,True,True,0.0,-6.054852923627496e-07,-6.054852923627496e-07,DISSOLUTION,8.714603508943103e-09,1.0935511277397569e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.75042753967684e-10,0.9705916639647006,-0.9643710854073884,True,True,0.0,-5.573009096026734e-07,-5.573009096026734e-07,DISSOLUTION,8.714603508943103e-09,1.0949833717581457e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.753131049500866e-10,0.9676474874905953,-0.961426908933283,True,True,0.0,-5.047510052423691e-07,-5.047510052423691e-07,DISSOLUTION,8.714603508943103e-09,1.096853929721099e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.7552031479509e-10,0.9653992353153473,-0.959178656758035,True,True,0.0,-4.706450072290355e-07,-4.706450072290355e-07,DISSOLUTION,8.714603508943103e-09,1.0982890554876384e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.756308308787894e-10,0.9642030581466684,-0.9579824795893561,True,True,0.0,-4.542452173731929e-07,-4.542452173731929e-07,DISSOLUTION,8.714603508943103e-09,1.0990549963736282e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.758383877728869e-10,0.9619620555948575,-0.9557414770375452,True,True,0.0,-4.262973576057553e-07,-4.262973576057553e-07,DISSOLUTION,8.714603508943103e-09,1.1004944489099629e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.761091915574407e-10,0.9590489277264773,-0.952828349169165,True,True,0.0,-3.9454046117747523e-07,-3.9454046117747523e-07,DISSOLUTION,8.714603508943103e-09,1.1023744214352896e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.763167484515382e-10,0.9568243751225342,-0.9506037965652219,True,True,0.0,-3.7317606561768007e-07,-3.7317606561768007e-07,DISSOLUTION,8.714603508943103e-09,1.1038167702236813e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.764274496350658e-10,0.9556408037246814,-0.9494202251673691,True,True,0.0,-3.6268262993302873e-07,-3.6268262993302873e-07,DISSOLUTION,8.714603508943103e-09,1.1045865661082254e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.766353541595188e-10,0.953423411100891,-0.9472028325435787,True,True,0.0,-3.444591913749059e-07,-3.444591913749059e-07,DISSOLUTION,8.714603508943103e-09,1.1060332634431472e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.769066115046075e-10,0.9505409613758238,-0.9443203828185115,True,True,0.0,-3.232131872355997e-07,-3.232131872355997e-07,DISSOLUTION,8.714603508943103e-09,1.1079226979145605e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.771145160290605e-10,0.9483398256747513,-0.942119247117439,True,True,0.0,-3.085859158558762e-07,-3.085859158558762e-07,DISSOLUTION,8.714603508943103e-09,1.1093723060784443e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.772254026224343e-10,0.9471687097347923,-0.94094813117748,True,True,0.0,-3.013003493882883e-07,-3.013003493882883e-07,DISSOLUTION,8.714603508943103e-09,1.1101459763638433e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.774336553594778e-10,0.9449746455822425,-0.9387540670249302,True,True,0.0,-2.8848595512426296e-07,-2.8848595512426296e-07,DISSOLUTION,8.714603508943103e-09,1.1115999549605945e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.777053670247552e-10,0.9421225084217668,-0.9359019298644545,True,True,0.0,-2.732808773831547e-07,-2.732808773831547e-07,DISSOLUTION,8.714603508943103e-09,1.113498899000293e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.779136197617987e-10,0.9399445106801436,-0.9337239321228313,True,True,0.0,-2.626425550247996e-07,-2.626425550247996e-07,DISSOLUTION,8.714603508943103e-09,1.1149558030762773e-23,0.0
CohortSolver.growth_rates_vs_shared_kernel,0.006220578557312309,4.780246920755555e-10,0.9387857018655108,-0.9325651233081985,True,True,0.0,-2.572910540803065e-07,-2.572910540803065e-07,DISSOLUTION,8.714603508943103e-09,1.1157333672624811e-23,0.0
